m0 p a1 b1 m_100 m_200 m_300 m_400
1.502953278578461926e+01 9.982281181612688670e+01 1.282270055292073607e+00 7.396040890369306453e-01 1.631997159682600795e+01 1.632797984240075806e+01 1.633582658170187685e+01 1.634351083871911925e+01
1.511101538634790842e+01 9.898917256729147596e+01 1.235698865974670824e+00 9.857797958359455492e-01 1.640737663805386859e+01 1.646270425698664752e+01 1.651246942571543386e+01 1.655646735134818925e+01
1.508494684566385580e+01 9.903192633301969749e+01 1.213356832908615957e+00 8.985347697135601663e-01 1.635116944414291140e+01 1.639925992113084874e+01 1.644239374655479935e+01 1.648040825038793500e+01
1.504722761437313494e+01 1.006880013746031750e+02 1.387727345210942431e+00 6.560700280404709872e-01 1.640551777945297474e+01 1.637357732321705583e+01 1.633919245589862612e+01 1.630242654747484465e+01
1.504905102642412551e+01 1.007229616955168865e+02 1.422948111381899139e+00 6.641416584088304376e-01 1.644061034797141474e+01 1.640639172093860054e+01 1.636941284277707354e+01 1.632974891272795759e+01
1.514420655117274350e+01 9.929246732406468823e+01 1.203848836679984657e+00 9.289655893888859595e-01 1.638842708803276338e+01 1.642630508392888444e+01 1.646161345932059561e+01 1.649428144809821362e+01
1.505711042770300523e+01 9.997876442916401629e+01 1.268415380651983781e+00 6.862586996298212227e-01 1.632644052760209163e+01 1.632735298613011565e+01 1.632826318231393614e+01 1.632917111453246761e+01
1.510918238280034132e+01 1.014468200992571667e+02 1.312867440221152648e+00 4.192771279188924893e-01 1.637926111391379536e+01 1.632628058028493356e+01 1.626353336767002489e+01 1.619152299491754832e+01
1.498648879795794997e+01 9.954128000834921863e+01 1.243625978342326022e+00 1.009439749365593997e+00 1.625881778202846917e+01 1.628645414814520009e+01 1.631300070608071806e+01 1.633843520089106249e+01
1.511609606789418692e+01 1.004656683074134662e+02 1.297036686456138455e+00 5.268576883247213516e-01 1.639724114081976225e+01 1.638026298818926918e+01 1.636221269562960501e+01 1.634310557159338373e+01
1.519515723321816658e+01 9.825599522005512654e+01 1.118751956041453610e+00 1.035411596855272620e+00 1.642219315765179743e+01 1.651523154223171019e+01 1.659186836666514964e+01 1.665115143949077492e+01
1.509583539689643850e+01 1.002898483706589445e+02 1.245643490437862155e+00 5.062316337275003519e-01 1.633208132249728095e+01 1.632227611422460001e+01 1.631206649571501899e+01 1.630145583351873384e+01
1.505330690454821507e+01 1.011395249635887410e+02 1.283608909844367929e+00 4.666498145933601904e-01 1.630069338681904156e+01 1.625822232277012347e+01 1.620971537606650870e+01 1.615541553657604723e+01
1.509089740987692352e+01 1.009334047185597569e+02 1.359672030009502208e+00 6.091487482263797659e-01 1.641290002283535898e+01 1.637076849863280259e+01 1.632431707227411977e+01 1.627370252956270136e+01
1.497958439211756243e+01 1.016052158427160350e+02 1.284526696752157804e+00 4.318141779503843480e-01 1.621499389351857801e+01 1.615371346869264357e+01 1.608087315107390936e+01 1.599719009031777261e+01
1.503456303898062174e+01 9.995977442924510115e+01 1.365076354751504795e+00 7.188296338316497724e-01 1.640145256326577083e+01 1.640325699409971349e+01 1.640505267469799122e+01 1.640683959358059241e+01
1.506365483575078557e+01 9.917878584047258528e+01 1.147857783940438026e+00 9.091732342915026521e-01 1.625723852808016545e+01 1.629973453007134410e+01 1.633888562902934183e+01 1.637458587981950942e+01
1.508065775316942769e+01 1.008494365966656829e+02 1.350133098345038363e+00 6.314411022254766692e-01 1.639549898364707659e+01 1.635652543043194740e+01 1.631397932166855469e+01 1.626797979066486377e+01
1.507805173730879744e+01 9.998868019480029545e+01 1.205940032537951012e+00 8.066708717359212244e-01 1.628456526974880703e+01 1.628513815917549223e+01 1.628571043783692929e+01 1.628628210544355781e+01
1.504929184657050456e+01 9.972784348246334218e+01 1.218096225360170592e+00 8.479187495527806817e-01 1.628174735971445841e+01 1.629574430024762677e+01 1.630937477836913985e+01 1.632263478665948853e+01
1.500937529487364408e+01 1.018341194699460317e+02 1.462355191851083092e+00 3.410011679432365383e-01 1.642386942877804046e+01 1.635791306303763193e+01 1.627470515457146760e+01 1.617531016358370977e+01
1.496576781188383798e+01 9.947092713121261909e+01 1.247360015029846281e+00 8.901479292426053291e-01 1.624217403897874945e+01 1.626979481780768921e+01 1.629595931775331152e+01 1.632063831947538191e+01
1.501816534226557209e+01 1.000543208413927800e+02 1.276870963572759976e+00 7.351483878812015149e-01 1.629252112419620246e+01 1.628999111357374119e+01 1.628744630341129707e+01 1.628488672332144205e+01
1.498587109173574916e+01 1.014983661550640619e+02 1.468888874642981790e+00 4.219910542541516207e-01 1.640935986030260452e+01 1.635172147963840317e+01 1.628234036347638636e+01 1.620181300767206878e+01
1.501664166826568625e+01 1.008853732842807176e+02 1.340604551008642176e+00 6.648200774874695185e-01 1.631856806981033969e+01 1.627593231447453093e+01 1.622946855776333663e+01 1.617931804056116718e+01
1.507420529361464645e+01 1.004168681548668047e+02 1.300984425503820319e+00 6.561460372466765278e-01 1.635763428727138091e+01 1.633920570100816150e+01 1.631991649783697085e+01 1.629977980076890631e+01
1.509369870269699732e+01 9.818913730173849785e+01 9.325265258437269722e-01 1.000074915585564383e+00 1.613559911507380207e+01 1.623099825048752720e+01 1.631114306990356155e+01 1.637495861079042214e+01
1.508656987722255849e+01 1.001382015227738975e+02 1.296256128835963750e+00 8.961143568005986992e-01 1.637500673606593082e+01 1.636709058337235945e+01 1.635907814322487397e+01 1.635097001811077178e+01
1.507219192008040132e+01 1.000966603712726908e+02 1.359391688716979019e+00 7.777987715729022256e-01 1.642683933256568096e+01 1.642204518598375174e+01 1.641720134554457644e+01 1.641230798957059278e+01
1.505502492135849479e+01 1.010533670187643907e+02 1.334651606586236383e+00 4.607776500417344323e-01 1.635665787887311851e+01 1.631805773046637142e+01 1.627404160304373448e+01 1.622479824104697599e+01
1.502698526543468915e+01 1.008306540466556385e+02 1.245870689051535862e+00 6.251303042478362215e-01 1.623884404010494364e+01 1.620158596527210548e+01 1.616118153178933170e+01 1.611773896949064877e+01
1.504736277823225166e+01 1.006432014141199858e+02 1.337831892812481271e+00 5.877318073939079568e-01 1.636052204579591773e+01 1.633373230833292666e+01 1.630486864982212936e+01 1.627397760506359958e+01
1.503292864554007480e+01 9.981729277592904737e+01 1.263760733653180424e+00 8.258003526779731374e-01 1.630610299522709994e+01 1.631534821102524901e+01 1.632442380374141067e+01 1.633332857296502283e+01
1.509263211279406924e+01 9.994414062866445647e+01 1.207314530265428232e+00 8.288876883000799722e-01 1.630285000543321416e+01 1.630573844329040156e+01 1.630861192101059132e+01 1.631147040315779861e+01
1.510625289076373612e+01 9.940297998146124314e+01 1.278122659134293571e+00 8.619442251228335294e-01 1.641598519254670663e+01 1.644572987436930589e+01 1.647356724116390225e+01 1.649945765460249447e+01
1.510219319058216669e+01 1.006736727606416366e+02 1.351440636323948397e+00 6.954212566855115796e-01 1.642320920670577067e+01 1.639044967733772040e+01 1.635541314160141368e+01 1.631816152692808686e+01
1.503046702961623282e+01 9.965701670693259473e+01 1.313290576486384253e+00 6.870597219414058543e-01 1.635830668650532971e+01 1.637223487126067667e+01 1.638553564757229708e+01 1.639820279601899244e+01
1.501592346716180693e+01 1.014286239634352853e+02 1.388587307823245354e+00 4.516860199480667859e-01 1.635915509074874663e+01 1.630328603602145421e+01 1.623734089359269106e+01 1.616183581101456923e+01
1.503802864649592586e+01 1.028025920531235897e+02 1.530421875352750760e+00 3.023090617920480838e-01 1.649452338893789261e+01 1.637796597820113220e+01 1.622218981915346347e+01 1.603175433844117848e+01
1.501482870877221032e+01 1.000776542956299551e+02 1.371988729687039665e+00 6.396556779548738803e-01 1.638368258243072262e+01 1.638051518976232757e+01 1.637731533574062937e+01 1.637408309642379223e+01
1.507595114813356219e+01 9.982375757932607030e+01 1.320639520499970132e+00 7.236475877821426650e-01 1.640453680594738017e+01 1.641231945073137055e+01 1.641993764527210331e+01 1.642739045209302873e+01
1.506377977410709690e+01 9.838953165990501759e+01 1.096227625258311633e+00 1.140893537127636748e+00 1.627134351334390772e+01 1.636991836708663683e+01 1.645469024385398882e+01 1.652476329364239405e+01
1.509594320120190147e+01 9.955701496907963133e+01 1.188981430727221067e+00 8.139117412048548772e-01 1.630721190427576772e+01 1.632855248983962682e+01 1.634892970953848135e+01 1.636832763722439310e+01
1.511243762251075573e+01 9.947839900225380916e+01 1.292759772272164653e+00 8.673743158062094949e-01 1.643306637177560248e+01 1.645950210370222067e+01 1.648447590052980871e+01 1.650796065882669339e+01
1.502531432336116524e+01 9.947237401671100088e+01 1.253930399154759456e+00 9.589617709706050874e-01 1.631050234298915314e+01 1.634033260324110159e+01 1.636870237307896758e+01 1.639558014436516942e+01
1.508100655497544196e+01 9.867078963873252917e+01 1.113255905185921435e+00 9.854477877991172363e-01 1.627358755859226136e+01 1.634437382334138533e+01 1.640611442750154580e+01 1.645836731074414061e+01
1.511342093221029259e+01 1.006977256247865284e+02 1.459931504952143300e+00 5.262098454091947985e-01 1.654906747045890825e+01 1.652206187870901744e+01 1.649238683891722701e+01 1.646009858683123994e+01
1.498633419798334288e+01 1.010429424706747881e+02 1.398302904865523999e+00 6.972459037836351570e-01 1.633651027714428849e+01 1.628270661139318065e+01 1.622345232409333349e+01 1.615899655098064969e+01
1.517863696177580302e+01 9.906982688018266003e+01 1.236656354537670310e+00 9.231156241177966848e-01 1.646756803301704153e+01 1.651535830953817907e+01 1.655849787427311171e+01 1.659683663634277195e+01
1.512675312134160421e+01 9.892794550520588359e+01 1.239644248163907392e+00 8.789516087444386727e-01 1.642332571622420545e+01 1.647424530754603467e+01 1.651892016488378090e+01 1.655714324985703456e+01
1.511609606789418692e+01 1.004656683074134662e+02 1.297036686456138455e+00 5.268576883247213516e-01 1.639724114081976225e+01 1.638026298818926918e+01 1.636221269562960501e+01 1.634310557159338373e+01
1.500506047023792533e+01 9.956453510898188597e+01 1.313447175443201331e+00 8.888780440216841328e-01 1.634243567286624810e+01 1.636535379016575220e+01 1.638724469111756576e+01 1.640809184495512696e+01
1.500836247898518394e+01 9.985144678362223658e+01 1.328024280857578177e+00 8.055685003666290811e-01 1.634385889002255610e+01 1.635121432454510426e+01 1.635845242069264316e+01 1.636557254600042910e+01
1.515668168167075613e+01 9.816940967965746268e+01 1.005698957636763424e+00 9.817500809896735348e-01 1.627024864708959839e+01 1.636284770496755669e+01 1.643890811797035312e+01 1.649738696486210188e+01
1.513247612905798434e+01 9.834617186350698148e+01 1.067588575598282574e+00 8.822481575096965400e-01 1.628715634196851170e+01 1.636136894758243798e+01 1.642187477153799691e+01 1.646799894609609538e+01
1.515415219707014849e+01 9.989272374099108731e+01 1.218417100971336708e+00 6.760785440317214068e-01 1.637710343693701276e+01 1.638158189486657790e+01 1.638600446792601062e+01 1.639037095475557493e+01
1.504288514353806505e+01 1.001347657892222003e+02 1.362431039900720009e+00 7.235326682999030368e-01 1.639914921646121471e+01 1.639288526752483932e+01 1.638652478454392991e+01 1.638006822233559845e+01
1.500128991846880311e+01 1.000815301417080718e+02 1.336378809202818374e+00 7.528351294569759489e-01 1.633379783927811246e+01 1.632989204030101504e+01 1.632595143306896190e+01 1.632197612082254068e+01
1.505782362734561630e+01 1.001798942431402821e+02 1.298918193895996609e+00 8.041765547257320179e-01 1.634758598113793937e+01 1.633826595424155670e+01 1.632878292699221490e+01 1.631913810657961861e+01
1.516752444159177315e+01 1.011267112651602815e+02 1.349563419461388136e+00 5.683704656336630023e-01 1.647402628500504917e+01 1.642456462160533448e+01 1.636894516593222093e+01 1.630744037789576595e+01
1.498051575549368408e+01 9.953915382888705210e+01 1.203583520195664391e+00 7.657928735238801465e-01 1.620586374268583896e+01 1.622659136756442066e+01 1.624626461140985967e+01 1.626486682748340939e+01
1.528079832432455021e+01 9.988015185951375940e+01 1.268010533593779243e+00 6.198276698563720544e-01 1.655344585310830752e+01 1.655801050970979915e+01 1.656250256826305289e+01 1.656692177343485639e+01
1.498138908392542135e+01 1.003824987274215061e+02 1.393812508007442830e+00 6.942831524213648464e-01 1.635818153513440620e+01 1.634037234306788733e+01 1.632178422341678470e+01 1.630242783032201004e+01
1.507002671786197823e+01 9.820705615218139428e+01 1.042223594019128896e+00 1.072952498146605649e+00 1.622821012422705778e+01 1.632894663711825345e+01 1.641313575793400048e+01 1.647967089492902204e+01
1.512263990995882956e+01 9.885443309383373389e+01 1.094900229349651255e+00 9.365656695760122830e-01 1.628277222120133061e+01 1.634185644269703985e+01 1.639447970024533419e+01 1.644036312872203709e+01
1.504761037155471115e+01 1.007009032557483721e+02 1.314835705119822507e+00 6.326276370159042983e-01 1.633353135541110035e+01 1.630215765851847465e+01 1.626838497969535524e+01 1.623227790004369098e+01
1.507117135801009411e+01 9.934596808309467519e+01 1.266149436893822866e+00 8.679970671877601518e-01 1.637213183237067327e+01 1.640471720734757355e+01 1.643502117329332535e+01 1.646299188666493052e+01
1.510360417540793065e+01 1.005673175282286422e+02 1.440449543693345547e+00 6.184758745951839387e-01 1.652123198890886613e+01 1.649662945863939356e+01 1.647027703357517936e+01 1.644220781718677671e+01
1.517237497541287183e+01 1.004894635088481323e+02 1.252872776809661914e+00 6.731243186747111196e-01 1.640406392010065773e+01 1.638172656442739950e+01 1.635825660498607803e+01 1.633367602228653226e+01
1.502983352493713021e+01 1.013854907892044821e+02 1.263953387345441826e+00 5.134307769322159487e-01 1.624509979484234989e+01 1.618745861710734957e+01 1.612128807825148158e+01 1.604707572162990914e+01
1.489704066525510839e+01 1.018258898967895050e+02 1.374110588417210010e+00 4.875208601562555089e-01 1.620762779842333856e+01 1.612748557131986971e+01 1.603174080802791934e+01 1.592160759064638142e+01
1.503914178135246971e+01 1.006581974060699451e+02 1.386727396906483278e+00 5.518692301461918248e-01 1.640203158474513501e+01 1.637589374979470591e+01 1.634749978800216041e+01 1.631689762178008252e+01
1.507984782535197610e+01 1.002489801469589992e+02 1.130598024005841751e+00 5.640516351157938146e-01 1.620150650646359836e+01 1.619229402617818181e+01 1.618281065185140832e+01 1.617305869279909913e+01
1.510908349612104651e+01 1.000765480662681455e+02 1.211402006167203282e+00 7.501328065113241905e-01 1.631686640431801649e+01 1.631321940972725315e+01 1.630954460275197704e+01 1.630584206827060711e+01
1.512459636221415238e+01 9.941823105421413231e+01 1.207100063711541438e+00 9.005678139817767658e-01 1.636398479621970736e+01 1.639459788707695864e+01 1.642349431882969668e+01 1.645063503221565071e+01
1.500486551140902591e+01 1.009184463234217901e+02 1.403178314916250002e+00 5.274858926571308615e-01 1.637560384519961332e+01 1.633868299348939601e+01 1.629740196349183634e+01 1.625189570069467138e+01
1.501756118579098853e+01 1.001240935987251106e+02 1.321131894212278723e+00 7.650019444659115209e-01 1.633269573065645730e+01 1.632661862789414187e+01 1.632046214024873265e+01 1.631422664106675313e+01
1.503980671998968788e+01 1.000126001135268723e+02 1.257917690253256282e+00 8.616827623141727344e-01 1.629704191782785117e+01 1.629635863761321346e+01 1.629567457002718101e+01 1.629498971549841002e+01
1.509218265381998236e+01 9.971754073866718215e+01 1.263456702912124641e+00 8.855154462164716023e-01 1.637119857187503413e+01 1.638635265856845535e+01 1.640109681675354381e+01 1.641542637621638434e+01
1.498299291811757783e+01 9.866942543103981222e+01 1.083743370556886632e+00 9.977487778233573579e-01 1.614728643501921823e+01 1.621948294402624668e+01 1.628280781620097883e+01 1.633680670475806451e+01
1.501870973487773142e+01 1.016289177917314248e+02 1.344787239492308828e+00 4.787410553059441298e-01 1.630855197053902117e+01 1.624053644327211998e+01 1.616013962301826723e+01 1.606817620516753919e+01
1.498886788523235936e+01 1.014905640887983793e+02 1.373253985803884802e+00 4.789237311601990399e-01 1.631214694540535959e+01 1.625091164243501751e+01 1.617893704088984919e+01 1.609683560506152133e+01
1.511370407876714594e+01 1.004419745337843608e+02 1.447685109853882324e+00 7.339831536388885525e-01 1.654054542007398965e+01 1.651861103577680723e+01 1.649560280142324942e+01 1.647153830351158632e+01
1.509400551082622677e+01 1.017109845187201955e+02 1.292394086983092549e+00 3.792331234289925135e-01 1.633917845724223383e+01 1.627805966237056978e+01 1.620372537376092126e+01 1.611700525306715903e+01
1.508747210834695096e+01 9.972385773912554896e+01 1.266202106685119233e+00 8.497163238170273303e-01 1.636826568073253085e+01 1.638246944667298521e+01 1.639628121333416289e+01 1.640969679985606433e+01
1.500237556041588682e+01 1.004187468106029399e+02 1.341065451044771706e+00 7.616224828736655184e-01 1.632302779629913658e+01 1.630170802063689450e+01 1.627949631941414310e+01 1.625640793983254895e+01
1.504585892889511989e+01 1.008500788147406126e+02 1.174154935303686642e+00 6.297747721965585299e-01 1.618502910287225660e+01 1.614684976920225878e+01 1.610558292940790182e+01 1.606134430799473733e+01
1.512912709995227445e+01 1.006988646339490572e+02 1.401044945268314024e+00 6.289951664585995417e-01 1.650142080688922164e+01 1.647006056321236400e+01 1.643615093629785662e+01 1.639975639514198491e+01
1.503460657262679234e+01 9.895032066781433855e+01 1.148047019506750033e+00 1.018291279128318294e+00 1.624792623447497775e+01 1.630781056074378554e+01 1.636204062645074231e+01 1.641037559750747477e+01
1.505437070506323494e+01 9.968154016384575300e+01 1.234261119994757294e+00 8.595326053053753412e-01 1.630563570499825943e+01 1.632213541806585866e+01 1.633812431610173732e+01 1.635359595676736433e+01
1.509291227924664724e+01 1.001892598126820815e+02 1.253992533220394279e+00 6.921488674921612017e-01 1.633860150702259162e+01 1.633012271705383611e+01 1.632146963699706532e+01 1.631264348584142354e+01
1.504557728948703499e+01 1.002503794390143952e+02 1.233375388801938755e+00 5.694441528857545620e-01 1.626986517580369096e+01 1.626047619252413057e+01 1.625078804048667180e+01 1.624080310539798688e+01
1.511764730527605849e+01 9.958009315959051833e+01 1.284530253775393760e+00 8.916577672248386932e-01 1.642534824348166822e+01 1.644760101049766021e+01 1.646892024016542067e+01 1.648929096783087900e+01
1.501482019738618767e+01 1.005179615116499008e+02 1.487224585293901669e+00 6.918209213491550713e-01 1.647887033241700649e+01 1.645416131682461724e+01 1.642794363501507959e+01 1.640024476743086979e+01
1.501503402856266511e+01 1.001432246816551697e+02 1.313984873076146087e+00 7.430948836246749067e-01 1.632228833802833279e+01 1.631545221196234507e+01 1.630851107546675394e+01 1.630146548904720660e+01
1.510076448291723850e+01 1.000954452053623385e+02 1.257651645180972722e+00 7.389209103243459253e-01 1.635396650005776209e+01 1.634947188790807004e+01 1.634493245298475372e+01 1.634034835823236165e+01
1.506032627777644706e+01 1.011443302069790064e+02 1.343338416901961097e+00 4.549932135149141743e-01 1.636795511288002203e+01 1.632564040716246367e+01 1.627693431851045247e+01 1.622208287220465905e+01
1.506441743342569417e+01 9.904493704594054293e+01 1.099914366754401129e+00 9.390823524379481313e-01 1.621917504011601352e+01 1.626978070744325322e+01 1.631596309635786568e+01 1.635755273300220125e+01
1.512698339421046789e+01 9.936916785234481608e+01 1.215918393462567693e+00 9.154032946647063795e-01 1.637843852758569341e+01 1.641198440270527570e+01 1.644348604691425209e+01 1.647289334613924794e+01
1.508914650262910939e+01 1.006468915786390852e+02 1.257547175872392842e+00 6.875403951091101362e-01 1.631791017225923213e+01 1.628712297229904138e+01 1.625438228202511581e+01 1.621974149031690260e+01
1.509003526460569056e+01 9.976821075199995903e+01 1.236889592842086216e+00 8.281621854478586897e-01 1.633888181312623900e+01 1.635057265750973343e+01 1.636199489944693042e+01 1.637314610502183498e+01
1.501459277927894398e+01 1.000216664514307325e+02 1.353729305070023869e+00 9.295029886652610429e-01 1.636705573232259070e+01 1.636578687492288253e+01 1.636451551450034003e+01 1.636324165341009262e+01
1.510794394223446524e+01 9.912970720693793680e+01 1.200599578561067915e+00 9.483521745413767690e-01 1.635900400033896318e+01 1.640565863665025503e+01 1.644836550190531810e+01 1.648699467777365868e+01
1.508801097742695241e+01 1.011284942400006912e+02 1.356531230307837177e+00 4.733591457959906990e-01 1.640804723581822344e+01 1.636506563151800719e+01 1.631580860559791901e+01 1.626051820612097387e+01
1.497290270358121589e+01 9.958297993167701634e+01 1.389004862106798299e+00 7.442099925254943571e-01 1.638100607614480708e+01 1.639912979249755409e+01 1.641626616815898032e+01 1.643240334005264458e+01
1.510945535346858293e+01 9.961519100497990564e+01 1.175968351388414490e+00 8.916497765150559474e-01 1.630671702935133283e+01 1.632730506537685500e+01 1.634717568483767991e+01 1.636631718225700283e+01
1.499823962726946291e+01 9.995361759506245392e+01 1.244184889914363268e+00 7.210106508186857610e-01 1.624452143676440841e+01 1.624660776173003995e+01 1.624868347434491156e+01 1.625074855696344400e+01
1.510484261514604043e+01 9.885492545957491473e+01 1.145842425530002373e+00 9.702228827163779101e-01 1.631820264030433876e+01 1.637929589874978120e+01 1.643364134735666227e+01 1.648095124489703167e+01
1.509126709129258614e+01 9.932843182308533869e+01 1.238006900614328387e+00 8.958602476178896268e-01 1.636620281538974098e+01 1.640083117311877459e+01 1.643309658245308569e+01 1.646294082440342876e+01
1.498972833386330095e+01 9.963640877227200576e+01 1.219966414827329260e+00 8.480879897330559913e-01 1.622881774721964732e+01 1.624728936635064969e+01 1.626509989570114456e+01 1.628223997241824605e+01
1.515861402912433853e+01 9.903160404241586434e+01 1.167335916097218984e+00 9.693811018592022322e-01 1.638326966686182828e+01 1.643596775603831972e+01 1.648384533953947795e+01 1.652672173588442917e+01
1.498473769520025201e+01 1.016111016471634514e+02 1.495134844370888061e+00 5.291027591549948284e-01 1.641983528763910627e+01 1.634556670487880581e+01 1.625780328529383212e+01 1.615741534618199537e+01
1.501264666604136622e+01 9.923739167896469837e+01 1.158813122839070786e+00 8.930771700058528495e-01 1.621321410249772299e+01 1.625216998695897175e+01 1.628823663913262365e+01 1.632132999046248045e+01
1.511778069771284372e+01 9.993013969438622723e+01 1.299822287886026828e+00 6.847069949956168244e-01 1.642059802631856513e+01 1.642356793020651295e+01 1.642651263996076594e+01 1.642943209876546717e+01
1.516451531490316285e+01 9.955938862071798212e+01 1.153809271523087432e+00 8.110741601982240923e-01 1.634042912949637838e+01 1.636162448346495424e+01 1.638189426057924436e+01 1.640122278872092565e+01
1.509400551082622677e+01 1.017109845187201955e+02 1.292394086983092549e+00 3.792331234289925135e-01 1.633917845724223383e+01 1.627805966237056978e+01 1.620372537376092126e+01 1.611700525306715903e+01
1.508322368882712539e+01 9.969944045416434619e+01 1.215792292298328192e+00 8.071855328659705009e-01 1.631408638995679894e+01 1.632871519583091313e+01 1.634289715029569479e+01 1.635662716521822446e+01
1.496723731548200220e+01 1.011781615572042341e+02 1.270929028682012074e+00 5.641585066976535501e-01 1.619352690610308798e+01 1.614232608839929384e+01 1.608483784592068133e+01 1.602136977500239112e+01
1.507441787408653333e+01 1.024512483238251832e+02 1.348777748249494479e+00 2.599354292278874823e-01 1.636905395879003677e+01 1.628570915892461457e+01 1.617504123333172572e+01 1.603954652098682843e+01
1.500794247760218525e+01 9.961056492506784821e+01 1.159983716549950472e+00 8.983438816710638264e-01 1.618964146394522885e+01 1.621064370984498026e+01 1.623092025933215510e+01 1.625045887776456865e+01
1.496435598852622384e+01 1.011176304606121619e+02 1.420658336308559200e+00 6.036400191527739878e-01 1.633970282015924269e+01 1.628776090969812529e+01 1.622943900006576001e+01 1.616501825519706159e+01
1.506963458071396644e+01 1.010768108241846477e+02 1.381460309443705015e+00 6.680524351929655325e-01 1.640331696996973321e+01 1.634956559262954201e+01 1.629008150627323914e+01 1.622513113538386520e+01
1.506427969714099824e+01 1.001339030016435174e+02 1.350638238325469587e+00 7.797331896560777409e-01 1.640831892403338799e+01 1.640162502980687265e+01 1.639483672534409919e+01 1.638795448986715897e+01
1.504018295703188457e+01 1.002693238471455857e+02 1.218397079250770787e+00 7.125139600941352569e-01 1.624638223985634511e+01 1.623384089976789468e+01 1.622095958797921611e+01 1.620774197328127642e+01
1.510263385781054879e+01 1.022014779964281530e+02 1.434459603098570568e+00 3.167801089149300253e-01 1.648123208912394233e+01 1.640015631065504920e+01 1.629534899237697587e+01 1.616872704835974162e+01
1.511478775352055770e+01 1.007182761720619482e+02 1.407006549278541740e+00 5.307565415952772980e-01 1.649660743569798171e+01 1.646864657921082298e+01 1.643796786448130121e+01 1.640463287872672993e+01
1.506824310182376081e+01 1.011000955787864513e+02 1.535958063111614536e+00 4.851614483583528425e-01 1.656746866220176173e+01 1.652373104485414146e+01 1.647319267641895735e+01 1.641608969685583830e+01
1.510105504666380583e+01 9.907199599793332823e+01 1.242266856873630587e+00 8.602852931430398087e-01 1.639177335327104856e+01 1.643575525387818814e+01 1.647511530313734340e+01 1.650971720355208916e+01
1.516135430925669780e+01 1.001869591015328353e+02 1.225035296582511535e+00 6.804109968274048015e-01 1.637832771875314108e+01 1.637009852752818162e+01 1.636170316347725517e+01 1.635314278075799876e+01
1.503657692864566187e+01 9.936852048825176098e+01 1.124213884940106212e+00 9.439063519706198946e-01 1.619757412908462868e+01 1.623250666760294081e+01 1.626553274223798340e+01 1.629659970523257684e+01
1.502006463403165881e+01 9.918067154929048002e+01 1.011365474239278583e+00 9.139875650492061965e-01 1.607748743629513299e+01 1.612069654856926704e+01 1.616094105941122550e+01 1.619811256842582736e+01
1.507117135801009411e+01 9.934596808309467519e+01 1.266149436893822866e+00 8.679970671877601518e-01 1.637213183237067327e+01 1.640471720734757355e+01 1.643502117329332535e+01 1.646299188666493052e+01
1.509391157707465680e+01 9.997768849390965329e+01 1.348422860053544170e+00 5.773150734469787437e-01 1.644314261446220371e+01 1.644394813903852892e+01 1.644475100927341060e+01 1.644555122358831056e+01
1.512578933263825576e+01 9.830247011986043049e+01 1.113764620355317092e+00 1.080360215447926819e+00 1.634999459880751260e+01 1.644603751963915172e+01 1.652655316671195607e+01 1.659059460557354271e+01
1.510021428319475056e+01 9.920788731820579187e+01 1.091489142210701146e+00 8.402459742967298695e-01 1.623246539054669313e+01 1.627037835250204978e+01 1.630534691357334509e+01 1.633728308484959513e+01
1.506937960318914804e+01 1.003289214139869898e+02 1.380082669939513451e+00 7.170767750132416296e-01 1.643439947540155543e+01 1.641875749526353090e+01 1.640254296965808933e+01 1.638576277846165752e+01
1.499944467942296100e+01 9.958418742711066329e+01 1.152375026136077452e+00 8.078191809186918704e-01 1.617261414116606133e+01 1.619260113717942318e+01 1.621176693745180231e+01 1.623009835102786269e+01
1.510435218062179175e+01 1.010624589019176938e+02 1.226809352887963556e+00 4.653476497356443531e-01 1.629777016450056237e+01 1.625917357707286115e+01 1.621554011431388176e+01 1.616706008817391904e+01
1.503114174479727794e+01 9.940464801908768777e+01 1.440792107096468655e+00 9.404869742193397997e-01 1.650629703168869256e+01 1.653857149041174779e+01 1.656871152959129034e+01 1.659667447295079157e+01
1.501581059874074953e+01 1.008881047993840099e+02 1.335455278313366634e+00 6.968476394623088765e-01 1.631070064821440724e+01 1.626617509811044826e+01 1.621782540470032075e+01 1.616579944178923256e+01
1.502828091642460251e+01 9.858306611358040072e+01 1.099123627328371100e+00 9.883656999602834503e-01 1.621206184140898188e+01 1.628707129167743517e+01 1.635182156545719678e+01 1.640578494622019434e+01
1.503096339059932163e+01 9.997426404821005974e+01 1.379296986264197500e+00 8.217200474783261654e-01 1.641158766627622967e+01 1.641291134376010774e+01 1.641423140585220608e+01 1.641554784909903830e+01
1.504768090492070165e+01 1.000042241327636958e+02 1.291287800509692829e+00 8.790540428678603746e-01 1.633873535999919824e+01 1.633850192363055953e+01 1.633826839634092565e+01 1.633803477814674210e+01
1.500831400519782655e+01 1.014122004853897749e+02 1.386229902965581573e+00 5.404583478163367261e-01 1.634201377518831322e+01 1.627928005138585732e+01 1.620682268678913474e+01 1.612519602302541344e+01
1.509703761436099967e+01 9.957926278991038771e+01 1.127065857768570822e+00 8.528713899383042474e-01 1.624634519053432768e+01 1.626777696579804910e+01 1.628838369446214429e+01 1.630815085449710722e+01
