A w B x0 f sigma_v
6.181840908204026164e+01 4.954253312355816341e+00 5.657237765517984229e+01 3.693927028884367303e-01 3.062640579592648393e+01 4.954253312355816519e+01
5.181964621915472691e+01 4.923461532743779401e+00 5.939136078885262293e+01 9.950624212564580517e-01 2.551320348003999428e+01 4.923461532743779401e+01
4.403475430696948933e+01 6.095115802846133413e+00 6.112446475399067225e+01 -3.140964686362757163e-02 2.683969268508565875e+01 6.095115802846133590e+01
5.456318667290764068e+01 4.732821213746234434e+00 5.967130128758383023e+01 3.990057091115222221e-01 2.582378073751331016e+01 4.732821213746234434e+01
5.412979567073694653e+01 5.463828181553824770e+00 5.739740894766117663e+01 -2.089702195367930670e-01 2.957559030475227502e+01 5.463828181553824948e+01
5.652334496586966850e+01 4.469635100174925491e+00 5.921205054241135457e+01 4.052292913984736344e-01 2.526387266387467179e+01 4.469635100174925668e+01
5.741685735867972085e+01 4.479671981992482621e+00 6.106003836788682548e+01 -1.343753630854536141e-01 2.572086872037364103e+01 4.479671981992482444e+01
5.156425005557569818e+01 5.602872476578753869e+00 5.986794710040111056e+01 1.144755306873053158e+00 2.889079174118095494e+01 5.602872476578753691e+01
5.535991954549731275e+01 4.770293815011399374e+00 5.863993953515862501e+01 5.925509912496096376e-01 2.640830818074145014e+01 4.770293815011399374e+01
4.774416529738240200e+01 4.449430165824932892e+00 6.056900935141257492e+01 3.981687234447370827e-01 2.124343293163051882e+01 4.449430165824932715e+01
4.939780091812581730e+01 4.088147684190199804e+00 6.257458739302615669e+01 4.072395876442875817e-01 2.019455054275245942e+01 4.088147684190199982e+01
5.569443199733927941e+01 4.299014002752760355e+00 6.159513348581182868e+01 -1.909339478448224270e-02 2.394311430319229572e+01 4.299014002752760177e+01
5.964052592331453440e+01 5.007800243687282382e+00 5.764725263161957969e+01 1.090313857292699140e+00 2.986678402524121978e+01 5.007800243687282205e+01
5.716083888421540138e+01 5.358154392176216696e+00 5.636516641371106573e+01 1.127658606220599324e+00 3.062765999279358198e+01 5.358154392176216874e+01
5.209884299886820003e+01 4.552913704984492327e+00 6.049439063855198384e+01 2.646617005880749218e-01 2.372015363033823832e+01 4.552913704984491972e+01
4.970264590473765054e+01 5.215680429500169524e+00 5.925495092792387908e+01 2.319299947829929209e-01 2.592331175397168863e+01 5.215680429500169168e+01
4.815175548622395496e+01 5.001802306243880558e+00 5.990486517452227844e+01 6.889812525762533113e-01 2.408455616406864053e+01 5.001802306243880736e+01
5.258513164099735349e+01 5.654517056633948435e+00 5.870755906978791927e+01 4.676455513736073044e-01 2.973435237893610861e+01 5.654517056633948613e+01
6.340830804700274825e+01 4.090301005636281850e+00 6.082985109392384970e+01 9.389322908870667561e-01 2.593590661703505162e+01 4.090301005636281673e+01
6.543594653445423148e+01 4.083507813465963920e+00 5.807072103272038532e+01 -1.889998003388626557e-03 2.672081989549849368e+01 4.083507813465963920e+01
5.159357095744626776e+01 5.123456953900393351e+00 6.191759062606383424e+01 3.396031697661978654e-01 2.643374398984814633e+01 5.123456953900393529e+01
5.812804715520830712e+01 4.732015879722341722e+00 6.058146754960171165e+01 -8.457542100046389066e-02 2.750628421956948344e+01 4.732015879722341367e+01
5.670447443484229666e+01 5.179836592807268936e+00 5.777368180315123425e+01 1.963967458114836973e-01 2.937199116535003895e+01 5.179836592807269113e+01
5.137726530086784749e+01 4.751147598774560166e+00 6.198660587925205334e+01 6.097924625817991995e-01 2.441009706658217837e+01 4.751147598774559810e+01
5.000715797263468687e+01 4.876204331779384837e+00 5.951391341432889703e+01 1.120118008178225821e+00 2.438451203261372413e+01 4.876204331779384660e+01
5.811729767186448470e+01 5.116300819700305702e+00 5.672794920677765873e+01 3.788905229894368176e-01 2.973455777173269254e+01 5.116300819700305880e+01
4.273944308914401091e+01 6.079584009722335480e+00 6.003231184389774455e+01 1.269005937335062839e+00 2.598380347891977138e+01 6.079584009722335480e+01
5.405594614001886100e+01 5.111833730988398550e+00 5.815419171571526391e+01 7.694454932868737274e-01 2.763250088390405423e+01 5.111833730988398372e+01
5.859297892433510668e+01 5.031096411570457505e+00 5.664287907408225209e+01 9.745678790951668446e-01 2.947869260094457644e+01 5.031096411570457860e+01
6.639453831273004880e+01 4.024770724841555847e+00 5.972084592146861581e+01 2.376601444585979550e-01 2.672227940904469889e+01 4.024770724841555847e+01
5.737678670839921580e+01 3.931175889624099806e+00 6.114108809797760102e+01 1.017824491050458136e+00 2.255582405321635164e+01 3.931175889624099540e+01
5.332494427281120153e+01 5.244348433682571198e+00 5.800037621677422095e+01 9.983034705361841787e-01 2.796545879733277928e+01 5.244348433682571198e+01
5.400590530614315554e+01 4.778495413144490556e+00 6.075377524288136755e+01 1.211312399579220767e-01 2.580669707881207842e+01 4.778495413144490556e+01
5.820994316258918388e+01 4.955393715352368389e+00 5.828131316134930984e+01 -2.127800257588905453e-01 2.884531865189130073e+01 4.955393715352368389e+01
5.178506674352719585e+01 5.234536987578026768e+00 5.950355852122514477e+01 8.567488491147408070e-01 2.710708472731898766e+01 5.234536987578026412e+01
5.476310939025383817e+01 4.636071625494942339e+00 5.815251566824505147e+01 2.091606817738842494e-01 2.538856975680314321e+01 4.636071625494942339e+01
5.042386759171502320e+01 5.151725828001888274e+00 5.923230831871525481e+01 3.242894604441062256e-01 2.597699410199856374e+01 5.151725828001887919e+01
5.685472512266136391e+01 4.387192197262884008e+00 5.992410212142248582e+01 6.518049648088002357e-01 2.494326064356659955e+01 4.387192197262884008e+01
5.341614553100386331e+01 5.138974911056650718e+00 5.997698202227243058e+01 1.304925487735053125e+00 2.745042317291797218e+01 5.138974911056650541e+01
4.953917150719560425e+01 5.003874654725466442e+00 6.059214042903264641e+01 4.264338683585542356e-01 2.478878047209540725e+01 5.003874654725466087e+01
5.473659407603324922e+01 5.027410816627544854e+00 5.830594739770016588e+01 2.294468726193432673e-01 2.751833451232007377e+01 5.027410816627544676e+01
5.463796511715607096e+01 5.004486465905255699e+00 5.912428814939242017e+01 2.139786171819579863e-02 2.734349569534110103e+01 5.004486465905255699e+01
6.049947991480536302e+01 4.595826313559459919e+00 5.731036000132768748e+01 4.367422845001769360e-01 2.780451017491245125e+01 4.595826313559459919e+01
5.213867960601204743e+01 5.604376908706695914e+00 5.825529301658636427e+01 3.372236395338639170e-01 2.922048120343906774e+01 5.604376908706696270e+01
5.046088051965439547e+01 5.424056981761338214e+00 5.825152505631688626e+01 7.221127499275397099e-01 2.737026912884561369e+01 5.424056981761338392e+01
5.258513164099735349e+01 5.654517056633948435e+00 5.870755906978791927e+01 4.676455513736073044e-01 2.973435237893610861e+01 5.654517056633948613e+01
5.460592121282258660e+01 4.869842423630879935e+00 5.846713989548073442e+01 6.939045189530812507e-01 2.659222317036488192e+01 4.869842423630879580e+01
5.142357581216141682e+01 4.748938842814373729e+00 5.880332908864731678e+01 9.800976767514608667e-01 2.442074166107830635e+01 4.748938842814374084e+01
4.953651513064246359e+01 6.132465310583522289e+00 5.702370099666897119e+01 1.374431861481539840e-01 3.037809606458606737e+01 6.132465310583522466e+01
6.290215736378556954e+01 4.283759695151243108e+00 6.112590044382096721e+01 6.177845442231451045e-01 2.694577264530456162e+01 4.283759695151243108e+01
5.552755446366914782e+01 5.084880595524277069e+00 5.868390108385865744e+01 6.554731787962353451e-02 2.823509842092287414e+01 5.084880595524276714e+01
5.820024331244035665e+01 4.730016717760551437e+00 5.707735105057616209e+01 8.416746953781935048e-01 2.752881238455746171e+01 4.730016717760551614e+01
4.964264549686511430e+01 5.111027480714213311e+00 5.966333347636935258e+01 1.009869674873975498e-01 2.537249253498313095e+01 5.111027480714213311e+01
5.044496563115310295e+01 4.773540906890228364e+00 6.160423329588673624e+01 8.879571661203975452e-01 2.408011069869809972e+01 4.773540906890228541e+01
5.006175180801763958e+01 5.031083429692177589e+00 6.027778442893535527e+01 1.153183388739442705e-02 2.518648499826799636e+01 5.031083429692177589e+01
5.272885384725384483e+01 4.467033517281597810e+00 5.963660167301768666e+01 8.423541974656583164e-01 2.355415574635256704e+01 4.467033517281598165e+01
5.382111953120472236e+01 5.079309620161347461e+00 5.908755537610957731e+01 4.132406545301137157e-01 2.733741302027019771e+01 5.079309620161347283e+01
5.346747944217605664e+01 5.644624509673660029e+00 5.558452719506740891e+01 6.381546207253236958e-01 3.018038449297795367e+01 5.644624509673660384e+01
5.550351407043130081e+01 4.795258467307984773e+00 5.891350077472634439e+01 2.170360740633583418e-01 2.661536958115835816e+01 4.795258467307984773e+01
5.452717375960111212e+01 5.385663266347218148e+00 5.743166506728164222e+01 4.068522413318547137e-01 2.936649967348156309e+01 5.385663266347218325e+01
6.177876620754270220e+01 5.036880736566438976e+00 5.751818885211115173e+01 1.423943958240876384e-01 3.111722774396135449e+01 5.036880736566438799e+01
5.287096107537735179e+01 5.114357200928584035e+00 5.870420723951065156e+01 1.543699922001451341e-01 2.704009804958710106e+01 5.114357200928584035e+01
5.585186647325164699e+01 4.513625843022189166e+00 5.804063945977395633e+01 5.014600279863223875e-02 2.520944278946932116e+01 4.513625843022189343e+01
4.590664237279284521e+01 5.305942036236912074e+00 6.024343589055811776e+01 2.405450036505207834e-01 2.435779835082961853e+01 5.305942036236912429e+01
6.034458770960340246e+01 4.806900252012753505e+00 5.810953289317989601e+01 1.893246567024391425e-01 2.900704138688983136e+01 4.806900252012753327e+01
4.897951745103500087e+01 5.313946724212805783e+00 5.910923214397511316e+01 2.088083960219684343e-01 2.602745463124513847e+01 5.313946724212805606e+01
5.953618719896908118e+01 4.134350209938526532e+00 5.950625070674259121e+01 2.026933242206787611e-01 2.461434480449972284e+01 4.134350209938526177e+01
4.967684926150514002e+01 5.728408657348559530e+00 5.923162775077317121e+01 9.690799268998890881e-01 2.845692933794054369e+01 5.728408657348559530e+01
4.978517233657666452e+01 5.002208137727597759e+00 6.052712566983501574e+01 5.184629790286603424e-01 2.490357942001946867e+01 5.002208137727598114e+01
5.177080087562241317e+01 5.220387722560666965e+00 5.810818456596899040e+01 7.010994034425657162e-01 2.702636532782322476e+01 5.220387722560666788e+01
5.197385414721657781e+01 5.240268259576532195e+00 6.003406014861728579e+01 8.209168640940802675e-01 2.723569382155191576e+01 5.240268259576532017e+01
5.201324328845247891e+01 5.113214479902064902e+00 5.957679624644453042e+01 5.019746528893449522e-01 2.659548687291841063e+01 5.113214479902065079e+01
5.231014977037954594e+01 5.507615922399366148e+00 5.610812188428722180e+01 1.568776768777588870e-01 2.881042137784379520e+01 5.507615922399366326e+01
5.423151665032972346e+01 4.732936108237772999e+00 6.041980984903222662e+01 7.465760272162196287e-01 2.566743033588435452e+01 4.732936108237772999e+01
5.164703008881888735e+01 5.123476501667814098e+00 6.054776877902038024e+01 1.526379539333822422e+00 2.646123450409941213e+01 5.123476501667813920e+01
6.121103732127576080e+01 5.100149072084128932e+00 5.868620905135051657e+01 6.877453990610771228e-01 3.121854151954115508e+01 5.100149072084128932e+01
5.483198609141105351e+01 5.356742016327734390e+00 5.888829306359733806e+01 -3.521109178900623249e-01 2.937208037345595102e+01 5.356742016327734746e+01
5.573813520331671612e+01 4.920362379342412495e+00 5.904876323475064481e+01 2.687272133117186712e-01 2.742518235491004930e+01 4.920362379342412851e+01
5.001880391885889310e+01 4.650976320686193155e+00 6.101450322783981051e+01 -9.763535729245909067e-02 2.326362726156584770e+01 4.650976320686193333e+01
5.146239907421873738e+01 5.339234882965838480e+00 5.992997208428649714e+01 1.469116607117504358e+00 2.747698362981775588e+01 5.339234882965838835e+01
5.256970276210157778e+01 5.669705947555693015e+00 5.677348272726533196e+01 2.083821001568093578e-01 2.980547564115222414e+01 5.669705947555692660e+01
4.905100888557338834e+01 5.692815580154096722e+00 5.971394329080769126e+01 1.153109062384032768e+00 2.792383476060692260e+01 5.692815580154096722e+01
5.594237292289495400e+01 4.921166332916600439e+00 5.882605908700241315e+01 5.978229674676391880e-01 2.753017222116158536e+01 4.921166332916600084e+01
5.752146127607888815e+01 4.711104231727823333e+00 5.804806742942653131e+01 3.331235328186892275e-01 2.709895996329033707e+01 4.711104231727823333e+01
5.896402101359755932e+01 4.916642452995260371e+00 5.630036489941043953e+01 1.946643803448218080e-01 2.899050089147583620e+01 4.916642452995260726e+01
6.497251860377173216e+01 4.285946470156217991e+00 5.881034526607381707e+01 7.341800700840899196e-01 2.784687367669946667e+01 4.285946470156218169e+01
4.938861773408722655e+01 4.252746718196947384e+00 6.198347342954193806e+01 2.640693750183764621e-01 2.100372819849230055e+01 4.252746718196947029e+01
5.897202552151529176e+01 4.307144028873910457e+00 5.888481892620710312e+01 2.566668828582621131e-01 2.540010075955944302e+01 4.307144028873910457e+01
4.743736101863898824e+01 4.976458932164401716e+00 6.079228491221226705e+01 7.443243612141436927e-02 2.360700789595133742e+01 4.976458932164401716e+01
4.956889395439048940e+01 5.283521699545784323e+00 6.018947758026499173e+01 7.750559543600310519e-02 2.618983268305060008e+01 5.283521699545784145e+01
5.915060212279714591e+01 4.913185687893165010e+00 5.900389613341307893e+01 3.322708090898256472e-01 2.906178917799899608e+01 4.913185687893165010e+01
5.075076939811429355e+01 4.717266261451232623e+00 6.015767257853762118e+01 1.600368672273013715e-01 2.394048922244162370e+01 4.717266261451232623e+01
5.393129950789158045e+01 4.874454816955682723e+00 5.988889902160993017e+01 1.034095699192603135e+00 2.628856826709217742e+01 4.874454816955682901e+01
6.164911567340941900e+01 4.546968416441925953e+00 5.919156116615457108e+01 4.332149836307763735e-01 2.803165818685675248e+01 4.546968416441926308e+01
5.620945908461859375e+01 4.817775725416199251e+00 5.963251849883685907e+01 1.249434694462632223e-01 2.708045675166505362e+01 4.817775725416198895e+01
5.439792041894756380e+01 4.493829213431190794e+00 5.882378236557429574e+01 7.890824467705837009e-01 2.444549639285716225e+01 4.493829213431190794e+01
4.831249775872477414e+01 4.421395854318401319e+00 6.153570889041032643e+01 5.743626920528264179e-01 2.136086773021927598e+01 4.421395854318401319e+01
5.697017072985677544e+01 4.572393174719223907e+00 5.920023374270685679e+01 9.281752159505103350e-01 2.604900198077860551e+01 4.572393174719223907e+01
6.674898504678107258e+01 4.369891137147973836e+00 6.143518669308285496e+01 -2.514775190415239337e-01 2.916857981695512336e+01 4.369891137147973836e+01
5.629062040092877339e+01 5.167742762497395503e+00 5.971110236312391351e+01 1.993839899666465243e-01 2.908954461733878816e+01 5.167742762497395859e+01
5.228185056751866000e+01 4.659753464841514869e+00 6.123480983520844489e+01 5.080550176324472034e-02 2.436205343303213766e+01 4.659753464841514869e+01
5.494155131420026805e+01 5.276976969824204389e+00 5.972211296705170014e+01 7.607000902887524063e-01 2.899253009714495732e+01 5.276976969824204389e+01
5.352461157352519194e+01 6.000847168432652978e+00 6.003170357187585893e+01 4.595263702726555266e-01 3.211930138024462877e+01 6.000847168432652978e+01
5.514968946668427918e+01 4.951055085662624755e+00 6.003903663661102286e+01 3.214635220352857203e-01 2.730491505067416824e+01 4.951055085662624577e+01
5.556759471267067596e+01 5.091023166484271556e+00 5.840836252337256695e+01 8.247499283232979650e-01 2.828959119880153139e+01 5.091023166484271201e+01
5.298797595167280861e+01 5.272546244633568691e+00 5.820678617426469259e+01 7.487356189075455859e-01 2.793815536147263145e+01 5.272546244633568335e+01
5.238657548437873857e+01 4.536393670754888419e+00 6.022000692272712996e+01 6.291533535143418732e-01 2.376461294598589191e+01 4.536393670754888774e+01
5.953618719896908118e+01 4.134350209938526532e+00 5.950625070674259121e+01 2.026933242206787611e-01 2.461434480449972284e+01 4.134350209938526177e+01
5.195269880799221340e+01 5.273975659473560285e+00 5.862561135461018580e+01 6.718993846871317288e-01 2.739972689573119879e+01 5.273975659473560285e+01
5.718269479224755969e+01 4.927594328182276939e+00 6.003600361554133258e+01 7.762781017140607531e-01 2.817731225284573071e+01 4.927594328182276939e+01
5.884002876428606754e+01 4.915074808481035618e+00 5.782235311619589879e+01 2.138848775484127884e-01 2.892031431096419780e+01 4.915074808481035973e+01
4.893282495009628263e+01 5.262036780600469754e+00 5.682139080766146577e+01 8.062653835964788129e-01 2.574863246660909866e+01 5.262036780600469399e+01
4.796414339885116362e+01 5.347751229542053508e+00 5.771530008400390699e+01 4.468563363483735174e-01 2.565003068351376925e+01 5.347751229542053863e+01
5.811729767186448470e+01 5.116300819700305702e+00 5.672794920677765873e+01 3.788905229894368176e-01 2.973455777173269254e+01 5.116300819700305880e+01
5.318565417869849199e+01 5.395662161781133115e+00 6.072184624241949535e+01 -4.796244519190011601e-01 2.869718218015800559e+01 5.395662161781132937e+01
5.159908364994878127e+01 5.623458410443713085e+00 5.814120137614288097e+01 8.529733469482358998e-01 2.901653009224931523e+01 5.623458410443713262e+01
4.782406062082408482e+01 5.185453663439519190e+00 5.713482619202576984e+01 3.018220791663104308e-01 2.479894503468059241e+01 5.185453663439518834e+01
5.715680863487718000e+01 4.672564698278417694e+00 5.808383981099520810e+01 4.318632923357785813e-01 2.670688862935821106e+01 4.672564698278417694e+01
4.743736101863898824e+01 4.976458932164401716e+00 6.079228491221226705e+01 7.443243612141436927e-02 2.360700789595133742e+01 4.976458932164401716e+01
4.794170226942453894e+01 5.353587017197691367e+00 5.904644178914681873e+01 5.909613694593822686e-01 2.566600748519483233e+01 5.353587017197691011e+01
5.683332823457688221e+01 5.115765100454417791e+00 5.864076247504858230e+01 6.029859328006192953e-01 2.907459571251191122e+01 5.115765100454417791e+01
5.475856496896621906e+01 4.711514154688323686e+00 6.030874253908174865e+01 1.822243229679276766e-01 2.579957539417045354e+01 4.711514154688323686e+01
6.141162505135208249e+01 5.012153334917369030e+00 5.876913897550397792e+01 6.324703118249352940e-02 3.078044813038293981e+01 5.012153334917368852e+01
6.302988285327491980e+01 4.425426402101966694e+00 5.832597303003679201e+01 1.552512696294527927e-03 2.789341077002768543e+01 4.425426402101966517e+01
5.077261265929256240e+01 4.619356355789552282e+00 6.107242733433226078e+01 -7.992950262519649129e-02 2.345367909877441903e+01 4.619356355789552282e+01
5.388047532009699125e+01 5.147166530898769743e+00 5.829593645120352363e+01 -3.575486003501993082e-04 2.773317792365203971e+01 5.147166530898769565e+01
5.452904298479579381e+01 4.110730925066475194e+00 6.144722795049862896e+01 7.216871613169395516e-01 2.241542233118791927e+01 4.110730925066475550e+01
5.395959362774642898e+01 4.824323049089239035e+00 5.911686560039937888e+01 2.010612817411132625e-01 2.603185112578259464e+01 4.824323049089238680e+01
5.066966547166217083e+01 4.676010578379164784e+00 6.060704152535701894e+01 2.735621662836571488e-01 2.369318917484257980e+01 4.676010578379164428e+01
5.156567393925284648e+01 5.246598524726041823e+00 5.794677813929832411e+01 3.964619615972857503e-01 2.705443888161880750e+01 5.246598524726042001e+01
5.912211393316469099e+01 5.781208010778441597e+00 5.602398887604817901e+01 3.737218880047699088e-01 3.417972386845674748e+01 5.781208010778441775e+01
4.920375224296474670e+01 5.168011213670482995e+00 6.158734556192542442e+01 1.881398059401302447e-01 2.542855433463059711e+01 5.168011213670482817e+01
5.629169058963115191e+01 4.542591479194015847e+00 5.886466357248393422e+01 9.841159901133682553e-01 2.557101540218844349e+01 4.542591479194015847e+01
5.110923381726054515e+01 5.075670592121030111e+00 5.821220460357198334e+01 2.122552977710245870e-01 2.594136350721070272e+01 5.075670592121029756e+01
4.877769551572953333e+01 5.289298430884283420e+00 6.069769623864493724e+01 7.821951738880645877e-01 2.579997883534995751e+01 5.289298430884283420e+01
4.483616107877222845e+01 6.043005289305625638e+00 5.779423168978530612e+01 1.206344845629981677e+00 2.709451585511795813e+01 6.043005289305625638e+01
5.155783855201659094e+01 4.757662320070988216e+00 5.701778218244341190e+01 6.338576993989981645e-01 2.452947857832327117e+01 4.757662320070988216e+01
5.611411788994222860e+01 5.101262111721744930e+00 5.968262524804229940e+01 4.058584196237760011e-01 2.862528235246496067e+01 5.101262111721744930e+01
5.835182834307081379e+01 4.874349241767040652e+00 5.859529198013242279e+01 -1.327397105089449525e-01 2.844271902397677465e+01 4.874349241767041008e+01
5.281403140725988976e+01 5.655216231798164905e+00 5.887686385508226294e+01 3.664395375666718024e-01 2.986747676810342256e+01 5.655216231798164728e+01
5.955956271353702647e+01 5.247292562039547192e+00 5.832847421751547756e+01 1.026680825362884519e-01 3.125264504250707631e+01 5.247292562039547192e+01
5.080880977743915849e+01 4.721847480213331671e+00 6.056333848597599001e+01 -1.476225262011077177e-02 2.399114504202395892e+01 4.721847480213331494e+01
5.480165751674091723e+01 4.968560830983247634e+00 5.890790641177462561e+01 5.104631151486174190e-01 2.722853690106375524e+01 4.968560830983247456e+01
5.390859574955826616e+01 5.152847703630565768e+00 5.667359449752142808e+01 7.232737904209933788e-01 2.777827838140597549e+01 5.152847703630565945e+01
4.778536117307947961e+01 5.273292529656228744e+00 5.860617081153791474e+01 1.065224296567745199e+00 2.519861881009248350e+01 5.273292529656228567e+01
6.420804664533599748e+01 4.040169702305965060e+00 6.101987834588062043e+01 2.787835534185578723e-01 2.594114047007346358e+01 4.040169702305965416e+01
5.188414203941670166e+01 4.833928105838552369e+00 5.972270272879617181e+01 4.390812104566599317e-02 2.508042124516559923e+01 4.833928105838552369e+01
4.904984842218393482e+01 4.891715428173569968e+00 6.102174744111986371e+01 1.024440342408468041e-01 2.399379002763722113e+01 4.891715428173569791e+01
5.516968126426058205e+01 5.267378578910030917e+00 5.950591991683259607e+01 9.516898409440628370e-01 2.905995972966602636e+01 5.267378578910030740e+01
5.670698426516851498e+01 4.269010856814073662e+00 6.016803928827960846e+01 1.061689809534005491e-01 2.420827314851892353e+01 4.269010856814073662e+01
5.590200134358900641e+01 4.414616385355248696e+00 5.861386038033102608e+01 4.030084076300788354e-01 2.467858911055591520e+01 4.414616385355248696e+01
5.574261465947837024e+01 4.726701690419977453e+00 5.903455902216057183e+01 -1.442155395574573618e-02 2.634787109393858628e+01 4.726701690419977808e+01
4.930168237102189011e+01 4.538177496400027877e+00 6.182064419003476985e+01 1.429059565088783401e+00 2.237397854708335032e+01 4.538177496400027877e+01
5.930532594634475885e+01 4.654113776282917669e+00 5.838981359251958736e+01 2.145754201403740069e-01 2.760137344938319259e+01 4.654113776282918025e+01
5.059715864929484752e+01 4.855348992990441204e+00 5.999966339746850252e+01 7.034352405096697680e-01 2.456668632960313303e+01 4.855348992990441559e+01
4.799622096541555294e+01 6.473601792285942125e+00 5.674900396929907487e+01 1.201202730295804599e+00 3.107084220646662587e+01 6.473601792285941769e+01
5.645120126380396641e+01 5.199828031137792905e+00 5.856142207428018054e+01 1.000741084276754123e+00 2.935365387229290235e+01 5.199828031137792550e+01
5.285991020976267407e+01 5.288741288790204109e+00 5.768372803306996133e+01 1.015350532475718381e+00 2.795623896481147241e+01 5.288741288790204464e+01
5.709892124354766452e+01 5.037400623056261573e+00 5.713510385829444260e+01 2.148044094448735564e-01 2.876301414480874286e+01 5.037400623056261395e+01
5.415129036686145980e+01 5.055193940559487231e+00 5.996950892260110777e+01 2.282331525117715643e-01 2.737452749360354076e+01 5.055193940559487231e+01
5.087305493861416750e+01 4.907317615049391790e+00 5.968491732474596745e+01 1.764025816911960476e-01 2.496502386316367605e+01 4.907317615049392145e+01
5.682944750355463981e+01 4.775678802724516281e+00 5.947324197750237573e+01 -1.277017913222948664e-01 2.713991878132715740e+01 4.775678802724516459e+01
5.909806862071525302e+01 5.044353079654276151e+00 5.780540387740747121e+01 3.917209659596032623e-02 2.981115244485247473e+01 5.044353079654275973e+01
4.808328920070894696e+01 4.945342097993318475e+00 6.107169313462527072e+01 1.240143365412826881e-01 2.377883142942534533e+01 4.945342097993318475e+01
5.353034003229962678e+01 5.225647417381904525e+00 5.786942270672911093e+01 2.483250678991755223e-01 2.797306831413617445e+01 5.225647417381904347e+01
6.715325693745637636e+01 4.073678032017340911e+00 5.843917300798785419e+01 2.007084659453681752e-01 2.735607475645321784e+01 4.073678032017340911e+01
5.663571842951505886e+01 4.552891654961178425e+00 5.834623224236072048e+01 -2.190619402258580095e-01 2.578562898104701162e+01 4.552891654961178602e+01
5.263381540029990902e+01 5.353816523318656095e+00 5.632423445251780691e+01 1.711158281425699812e-01 2.817917905754296015e+01 5.353816523318656095e+01
5.655529920566952029e+01 4.903599078773161146e+00 5.669405160736354077e+01 5.787701064245496241e-01 2.773245130846615325e+01 4.903599078773161324e+01
4.978827831126491077e+01 5.121945297033873246e+00 5.866122468666304712e+01 4.777287545575568117e-01 2.550128379437969173e+01 5.121945297033873601e+01
5.868212165698331972e+01 5.407878002651310467e+00 5.564855633195686835e+01 5.660051166268900147e-01 3.173457548577081866e+01 5.407878002651310112e+01
5.267103637089338974e+01 4.577915932153556966e+00 5.990097065311589120e+01 8.790304412124250177e-01 2.411235765653523089e+01 4.577915932153557321e+01
5.267410099871060680e+01 5.482199132951923737e+00 5.396893137680651620e+01 4.114906045647401811e-01 2.887699108241533352e+01 5.482199132951923559e+01
5.352059643220778895e+01 5.035547978190254348e+00 5.945695644677571323e+01 -2.847363569400229721e-02 2.695055311557404565e+01 5.035547978190254526e+01
5.412908165944975281e+01 4.937215327899989958e+00 5.893919611491445210e+01 9.002308868278525722e-01 2.672469316541855022e+01 4.937215327899990314e+01
5.037338792374350760e+01 5.431572781451122545e+00 5.813074682790983871e+01 1.514245645491685721e+00 2.736067227560839044e+01 5.431572781451122722e+01
4.699305500525235857e+01 5.134421106753772612e+00 6.109023442074098398e+01 1.007127972195718257e+00 2.412821334898087144e+01 5.134421106753772790e+01
5.055009019828224126e+01 4.559434839613892620e+00 6.137616995023199706e+01 -3.212851877133449108e-01 2.304798423956727760e+01 4.559434839613892620e+01
5.054320131692649198e+01 4.557108550296476324e+00 6.125539626890359557e+01 4.214897857436241679e-01 2.303308548807218159e+01 4.557108550296476324e+01
5.055009019828224126e+01 4.559434839613892620e+00 6.137616995023199706e+01 -3.212851877133449108e-01 2.304798423956727760e+01 4.559434839613892620e+01
5.504637959978991546e+01 5.674404906995252240e+00 5.903841370131731736e+01 1.536340656184886910e-01 3.123554465133712554e+01 5.674404906995252418e+01
5.408786419500460596e+01 4.867220294804512903e+00 5.844311530948748157e+01 9.930946134786093893e-01 2.632575503125567451e+01 4.867220294804512548e+01
5.477782915941497777e+01 4.156938264076686096e+00 6.004693374655394678e+01 1.479928631708203213e+00 2.277080540558277733e+01 4.156938264076686096e+01
5.035805133921843435e+01 4.973699395434334924e+00 6.047087191394793138e+01 5.419491994354963538e-01 2.504658095011219388e+01 4.973699395434334747e+01
4.752899608970234624e+01 5.433391609218205076e+00 5.836477915649513903e+01 4.694875183800100160e-01 2.582436485483536259e+01 5.433391609218205076e+01
4.904466551709653288e+01 6.080284499864326619e+00 5.796693838918823616e+01 4.916377461527297044e-01 2.982055195446324802e+01 6.080284499864326619e+01
5.068601462625291987e+01 5.744753128070393622e+00 5.756378251860729733e+01 4.954592589549537962e-01 2.911786410735881958e+01 5.744753128070393444e+01
5.567607395893875122e+01 4.665759788366093730e+00 5.919569678679067692e+01 5.920837174096824640e-01 2.597711870517130706e+01 4.665759788366094085e+01
5.995602941691685572e+01 4.839433474950725511e+00 5.816258253412488699e+01 9.959957036816966536e-01 2.901532157853578653e+01 4.839433474950725156e+01
6.013221410315845361e+01 4.939206339912097121e+00 5.967344209365046481e+01 6.819160048535000129e-01 2.970054131312718226e+01 4.939206339912097121e+01
5.309794487411269159e+01 4.745701432674512610e+00 6.018305064843553254e+01 5.770554778123617723e-01 2.519869930611488940e+01 4.745701432674512432e+01
5.906351686744522311e+01 4.719581513048137111e+00 5.864538357935260393e+01 2.956358171680228963e-02 2.787550823032012914e+01 4.719581513048137111e+01
5.515385855176960916e+01 6.291223311862420786e+00 5.502927457371759346e+01 9.332563886390765617e-02 3.469852406600555383e+01 6.291223311862420786e+01
