weight logl A w B x0 f sigma_v
0.000000000000000000e+00 -9.899829155691186315e+02 7.769494390762666791e-01 4.949377336444408249e-01 8.603511779367712942e-01 1.581788065294333911e-01 6.496879792978416113e-03 9.237986331334362422e-01
0.000000000000000000e+00 -9.838387435035037925e+02 7.204210172171938709e-01 6.390840049792613220e-01 8.080636814602316642e-01 3.436554842241079655e-02 2.632387457737197511e-01 6.884571010339295416e-01
0.000000000000000000e+00 -9.754561338493567746e+02 7.386839305052903537e-01 9.165062496984003326e-01 7.215397020594569444e-01 5.685180010919648197e-01 9.023246296407503309e-01 3.560888432947165727e-01
0.000000000000000000e+00 -9.668143160937579523e+02 9.813749445426377394e-01 4.118004906117492814e-01 1.048647244697179515e-01 3.893458308077022423e-01 7.970691387165215192e-01 1.913131181673846104e-01
0.000000000000000000e+00 -9.583583185609186330e+02 1.611915758108296570e-01 7.898525459137523130e-01 2.556373260317407192e-01 9.299114907953448528e-01 2.125024062540401548e-01 3.766685576245361045e-01
4.051338295898221662e-322 -9.488007569697383587e+02 1.336436834194913992e-01 7.153702288124907938e-01 2.781601678732507077e-01 5.277615998355299487e-01 7.076358327825721384e-01 3.939612125352818239e-01
2.583963327749719426e-321 -9.469489421252746979e+02 6.783219738459564940e-01 3.243285543124897474e-01 2.264059250189847106e-01 1.621744345545287347e-01 8.896145602299700972e-01 1.775639895220985087e-01
1.264313987707749907e-320 -9.453591419618642249e+02 5.885880683452346940e-01 7.475770956571965442e-01 8.749680030804429798e-01 6.931177753005564046e-01 7.453139501202721284e-01 2.101685684156804346e-01
1.748063197017879134e-316 -9.358222584611157799e+02 9.697352083864401173e-01 9.167534925846355653e-01 5.531619142165462577e-01 7.559182234844613602e-01 9.751886296576639523e-02 3.371739191787123113e-01
7.306021336604301857e-313 -9.274818127767102851e+02 4.830869896748095638e-01 8.712086507909877486e-01 8.839294277728511062e-01 1.870509190915250475e-01 3.096457350714562073e-01 1.203813949887522217e-01
4.556438207501781895e-309 -9.187411300300555013e+02 7.945236003485440790e-01 2.359349934034552509e-01 2.077024637097241166e-01 5.412538656904323231e-01 7.013645762004591111e-01 3.844037250674107176e-01
2.826086938599570704e-308 -9.169136931129032746e+02 5.042380489171286451e-01 6.924495728777002590e-01 9.096838940164627685e-01 2.277534074505643824e-01 8.773892533085541068e-01 6.310561086267647557e-01
2.301068353600131978e-306 -9.125115424578871171e+02 2.707153769969228296e-01 6.916802687448009301e-01 2.079504745235227769e-01 3.249095541910337337e-01 1.628830163483421245e-01 6.472468433325928583e-01
8.747974378891734374e-306 -9.111735938005258504e+02 8.487862395590223263e-01 5.067433120981446049e-01 1.003401869594211515e-01 2.645496620468756888e-01 5.082406062164062099e-01 9.099147368074905762e-01
4.192085228736884358e-303 -9.049989624174631899e+02 2.150878663726982776e-01 9.715645027951892443e-01 2.142562826587656177e-01 9.410036875640567233e-01 5.604353416045489977e-01 7.432973708927151923e-01
5.278868461456878410e-302 -9.024633638343548228e+02 9.981148679822732239e-01 4.253281958199394142e-01 1.225656390142485508e-01 9.560977081396286881e-01 3.758204712386220558e-01 5.327431138025212620e-01
8.853703706424568404e-300 -8.973385695472006773e+02 5.453238059290554940e-01 3.693911458063359188e-01 1.818680991475618569e-01 6.177374841331579880e-01 5.350547777427411278e-01 8.273633402644258172e-01
1.574093020925882814e-298 -8.944580559839105263e+02 5.876116936816236924e-01 5.876788886163891723e-01 9.007017127037358906e-01 4.325780598903521401e-01 3.102523335821046890e-01 6.903221495308912159e-01
1.155566125618404672e-296 -8.901594746686605504e+02 5.452056846934948409e-01 8.648052200083845564e-01 8.364711520757682761e-01 5.781997263823186461e-01 5.518989989283645814e-01 2.771566826440328146e-01
4.088593674587954556e-287 -8.681700981415706337e+02 9.637165573695920529e-01 7.761797455105221566e-01 5.343406671503952987e-01 2.528338349058548706e-01 3.786510483208862521e-01 7.661231119410581991e-01
6.716685853493622866e-286 -8.653686192583390948e+02 9.936120629081157674e-01 8.543609096139725967e-02 2.915181100441709416e-01 4.711158320368524777e-01 2.281760074092689106e-01 6.651160855992584997e-01
2.486409820371949568e-285 -8.640572891908468591e+02 9.992920169639839534e-01 5.226102299540441587e-01 7.188485769549738391e-01 8.069460403465797960e-01 2.599120994184347389e-01 2.039631858798737207e-01
3.858793255707402412e-284 -8.613126894221277325e+02 6.711788257600390661e-01 4.944708777600475003e-01 1.150707424884722663e-01 3.942329308370630114e-01 5.599968101074710436e-01 4.329074391068771233e-01
7.277993263696918017e-282 -8.560705185690640064e+02 2.355641313750121979e-01 4.733088908759504054e-01 2.707060293430542108e-01 8.694831503016966501e-01 7.448634205464658153e-01 8.338849463253747984e-01
8.616793511614008133e-282 -8.558991607096213556e+02 6.230186952058482941e-01 9.626724892009086432e-02 3.042493484668192805e-01 5.741202801871982953e-01 9.820657712418453533e-01 9.724504857989403339e-01
3.441781040677036947e-279 -8.499066293819159910e+02 6.759529335214338186e-01 6.011267006279197300e-01 3.096003604296981848e-02 5.811785332185895880e-01 9.544468993943345803e-01 5.579088811421960559e-01
3.810709944477656990e-279 -8.498023029547875922e+02 6.451155250998198420e-01 4.640546067376045691e-01 9.179092678789286808e-01 4.654603563314393400e-01 9.097886297957182844e-01 6.919581928328636389e-01
9.254442697725854050e-276 -8.420047594568513887e+02 9.481451215674869815e-01 5.333851696338974824e-01 6.745145170875326279e-01 2.652791250322508176e-01 9.277711679410400869e-01 2.065935728887734468e-01
4.865602649265079019e-274 -8.380400024163009221e+02 6.163890787785795133e-01 5.134153540883146238e-01 9.068630360853642269e-01 9.825706955493116457e-01 9.613048614487129662e-01 3.042016736153156931e-01
