A w B x0 k b f sigma_v
4.936385890573090762e+01 4.815679904272840872e+00 5.517341401517249722e+01 -2.807632752397850595e-01 5.831670044613326276e-01 3.484809666693051700e+00 2.377205433296882475e+01 4.815679904272840872e+01
4.372691115328809275e+01 4.982910000688569596e+00 5.817481932182928261e+01 -7.628751472043937554e-02 6.552807163066773910e-01 5.118930125855153612e+00 2.178872628849397941e+01 4.982910000688569596e+01
5.337342418331686389e+01 5.302906856555104298e+00 4.417776997527413840e+01 -2.365475887298380542e-01 5.523312612861763782e-01 1.653563776631510152e+01 2.830342970595349783e+01 5.302906856555104298e+01
5.425377274217390777e+01 5.082621099726459590e+00 4.330368426990169439e+01 -2.840384774449180583e-01 5.168913002864115036e-01 1.414654865099233305e+01 2.757513700791373523e+01 5.082621099726459590e+01
6.239966201942441870e+01 4.521721096399292428e+00 3.995581522578189038e+01 -5.384872994934077894e-01 6.432361392948648948e-01 1.932542490630326526e+01 2.821538681614170585e+01 4.521721096399292605e+01
5.289245733278357875e+01 4.851449832832780196e+00 5.572437833663601481e+01 -1.260852551796379117e+00 8.391603882380094248e-01 6.398716017210469786e+00 2.566051032852478642e+01 4.851449832832780373e+01
5.573835356618461390e+01 4.977746174078610863e+00 4.958250489975227282e+01 1.601348121444079453e-01 5.088615190721372805e-01 8.884587187997555091e+00 2.774513762135163830e+01 4.977746174078610863e+01
5.272484007133287065e+01 4.700752549118099921e+00 6.023022454017247185e+01 -6.303301262952594186e-01 7.187993828809766672e-01 3.723931425407989160e-01 2.478464263671621381e+01 4.700752549118099921e+01
5.657654565318881623e+01 4.226520879715264911e+00 4.579860882546496725e+01 -3.492795096405156841e-01 6.324837306552075766e-01 1.429761959118044778e+01 2.391219515053664324e+01 4.226520879715265266e+01
5.545969027889346847e+01 5.007482732349544996e+00 4.043883717601989503e+01 -3.791017105032672418e-01 4.838399301350519988e-01 1.770251966221528050e+01 2.777134414130129514e+01 5.007482732349544818e+01
5.150875444360021049e+01 5.517669401288138431e+00 4.432607717693771576e+01 -2.790138216413300398e-01 5.335870265925675149e-01 1.200201521682489059e+01 2.842082782919173312e+01 5.517669401288138431e+01
5.106002213426534553e+01 5.346547654576098374e+00 5.174673804218170403e+01 -2.749128256793618164e-01 6.465812679935316609e-01 7.379002653870595729e+00 2.729948415845600351e+01 5.346547654576098552e+01
5.994117779955704606e+01 4.788265350831288458e+00 5.218169652428961314e+01 -4.325201359940855639e-02 6.618483913097912286e-01 6.791674366337934643e+00 2.870142647456366447e+01 4.788265350831288458e+01
4.615852466803292486e+01 4.703988936656944730e+00 5.717577382133388397e+01 -4.805010487656140583e-01 6.309113065721110303e-01 5.694442719208138826e+00 2.171291893708335508e+01 4.703988936656944730e+01
5.317941950900352310e+01 5.171177614024775160e+00 3.911561782596414361e+01 -5.869208599997080000e-01 5.479378567430872593e-01 1.979699984039285354e+01 2.750002236917914189e+01 5.171177614024774982e+01
6.162588994650371177e+01 4.600230608172562796e+00 4.177195962052900313e+01 -4.850215638588029066e-01 6.448751846790683473e-01 1.578942034556721197e+01 2.834933051877802157e+01 4.600230608172562796e+01
4.810268421646242842e+01 5.011208957287408339e+00 4.379136514260797242e+01 -3.339769093344866491e-01 4.853957730246594160e-01 1.716064325918913980e+01 2.410526020151041493e+01 5.011208957287408339e+01
5.901367666321674221e+01 4.285689257717217870e+00 4.465745059399321804e+01 -9.953634833444091612e-02 5.696286294912258352e-01 1.647597407887943177e+01 2.529142801339452618e+01 4.285689257717217515e+01
4.965268920987031720e+01 4.937912658058904114e+00 5.704243688954745295e+01 2.813673267706402470e-01 6.438761967241171114e-01 2.912908284268463710e+00 2.451806425560834057e+01 4.937912658058904469e+01
5.433041386634881320e+01 4.395861889055199256e+00 4.915735097457291403e+01 -3.926007579200501141e-01 7.626230705900800544e-01 1.217208903314707413e+01 2.388289957316788659e+01 4.395861889055198901e+01
5.276836539701791651e+01 4.980134281053183010e+00 5.386995680680113452e+01 -5.161967847677786381e-01 5.329058859559379080e-01 9.798896640114429957e+00 2.627935454688294925e+01 4.980134281053182832e+01
5.091806151732438934e+01 5.343375107396747481e+00 5.095119327002818466e+01 -3.478444891069756295e-01 6.438755939339873002e-01 7.185334199506845820e+00 2.720743024285674139e+01 5.343375107396747126e+01
5.376793792289436169e+01 4.430843183793982121e+00 4.294713384872350304e+01 -5.087346676731794304e-01 4.200739397352519777e-01 1.737695449655753066e+01 2.382373012523144240e+01 4.430843183793982121e+01
5.515614989604446095e+01 5.567518404221524442e+00 4.628154797580356927e+01 -2.429614041523091572e-01 5.301844719584145604e-01 1.191718018900390597e+01 3.070828796522286552e+01 5.567518404221524264e+01
4.835470067488122226e+01 5.284722357866929343e+00 4.616370192964875230e+01 -7.806621355290150888e-01 7.274316779585341397e-01 1.627827754802849825e+01 2.555411677645079038e+01 5.284722357866929343e+01
5.756356185688682103e+01 4.797854813842359789e+00 3.969726025132801794e+01 -4.606626350744331688e-01 6.527892340035637009e-01 1.928263450757265929e+01 2.761816123569768777e+01 4.797854813842359789e+01
4.973685237274047211e+01 5.514418429389467136e+00 4.034271811375515426e+01 -5.152090514342013705e-01 7.445027777458763651e-01 1.897661227980972498e+01 2.742698153440633035e+01 5.514418429389466780e+01
5.100706993908424636e+01 4.571474134774264897e+00 5.833719602511108349e+01 -8.533781700193809883e-01 5.157039428567682382e-01 2.063660420817206020e+00 2.331775009171455793e+01 4.571474134774264542e+01
5.580679904663947610e+01 4.589245551887088048e+00 4.731049108339347242e+01 -9.771333396163335294e-01 7.461498524409608812e-01 1.237444550054226511e+01 2.561111042898468071e+01 4.589245551887088226e+01
5.040577445403814494e+01 4.301734096404722152e+00 5.399650753917683943e+01 -3.787822779567537879e-01 6.566359595504791535e-01 1.059485423997981002e+01 2.168322386246219935e+01 4.301734096404722152e+01
4.387164437718741539e+01 4.464561653443657185e+00 6.121622664221719390e+01 -5.685640658878163833e-01 7.104614785751157680e-01 8.189047177782127207e-01 1.958676611599079820e+01 4.464561653443657008e+01
5.656738305948636736e+01 4.668427234245965174e+00 4.624338291608903972e+01 -2.145256336677388020e-01 5.391397100515122887e-01 1.432795138888650399e+01 2.640807116449300196e+01 4.668427234245964996e+01
5.868829475903719839e+01 4.006179144320304530e+00 4.641783322111937338e+01 -5.135428867724538549e-01 5.660917964483891396e-01 1.533177791074172625e+01 2.351158224793774565e+01 4.006179144320304886e+01
5.424890539768040298e+01 4.913878355602067316e+00 4.802096221518935693e+01 -8.516102931547049337e-01 7.467760778837750912e-01 1.475056316789123301e+01 2.665725220487659186e+01 4.913878355602066961e+01
6.478135595303332650e+01 4.324410473307882086e+00 5.574655163011622250e+01 -4.748858336749535169e-01 5.499369113070842197e-01 3.226206521105198455e+00 2.801411741583832438e+01 4.324410473307882086e+01
6.226118578503051282e+01 4.116351462331143907e+00 5.995673745743050631e+01 -4.149967719332021687e-01 6.070071706228903352e-01 2.070021568005686596e-01 2.562889231526813916e+01 4.116351462331144262e+01
5.067713977023443306e+01 4.972060687477155128e+00 4.319917648758976014e+01 -4.466147332679106796e-01 6.735376994204709256e-01 1.702682659638714924e+01 2.519698144053676714e+01 4.972060687477154772e+01
5.627469470243242711e+01 4.388891879170739863e+00 3.966360082008870336e+01 2.215291575549915848e-01 6.394461046407864391e-01 1.986349493024268043e+01 2.469835505823183297e+01 4.388891879170739685e+01
5.506659256915923351e+01 5.096821294639347855e+00 5.390611147732429487e+01 -5.183294373070879146e-02 6.973206666472933080e-01 2.476059439101152559e+00 2.806645816297196205e+01 5.096821294639347855e+01
5.954968824324659948e+01 5.145100669429129248e+00 5.664949277760803170e+01 -5.706587767657538279e-01 6.329698629632076745e-01 4.860232140798070866e-01 3.063891408446240305e+01 5.145100669429129425e+01
5.433628841679919219e+01 5.350589910253467529e+00 4.534182187259153807e+01 -6.883617163392230509e-02 5.675360089328500557e-01 1.235828380627068057e+01 2.907311965635481243e+01 5.350589910253467707e+01
5.090645144443159609e+01 5.160482361888301561e+00 5.113209072732043126e+01 -5.256049993989044822e-01 6.042945737539286988e-01 9.202028299923505017e+00 2.627018447853125238e+01 5.160482361888301739e+01
4.944252015720316962e+01 4.752329087247284534e+00 5.668104112611979417e+01 -4.464175304582873594e-02 5.454346421521480970e-01 3.123593912557462104e+00 2.349671266898868183e+01 4.752329087247284178e+01
4.494473190228661963e+01 5.534505696219670590e+00 5.138199808668972679e+01 -3.737456515056791773e-01 7.292162357013427521e-01 1.103691880218067567e+01 2.487468747282712656e+01 5.534505696219670767e+01
5.877530310500711153e+01 5.129099713154890772e+00 4.295496965576028714e+01 7.403060212344456659e-01 5.499817944729019636e-01 1.531375447686425773e+01 3.014643902964836997e+01 5.129099713154890594e+01
5.426229587995455717e+01 4.701530805441450411e+00 4.236601058991310964e+01 -5.665597604198513437e-01 5.914886495173563574e-01 1.690925259382211010e+01 2.551158556535850508e+01 4.701530805441450411e+01
5.594251939015685338e+01 4.936302501853715441e+00 4.906479915376983314e+01 -5.635131419704144662e-01 5.729847005171224694e-01 1.092885573194168103e+01 2.761491984256312548e+01 4.936302501853715796e+01
4.865514834246553022e+01 5.969932808169155614e+00 5.179319823561954195e+01 3.212949167235308323e-01 5.289994275419951375e-01 4.510685156945566376e+00 2.904679663760220976e+01 5.969932808169155436e+01
5.439414811668213900e+01 4.844001121272025756e+00 4.391701676715151592e+01 -4.628152303829580205e-02 6.221872088733879647e-01 1.596380626923988899e+01 2.634853144678449510e+01 4.844001121272025756e+01
5.116577800948047638e+01 4.995933351734668904e+00 4.444415575390527096e+01 -8.790140543530213790e-01 6.372008151618402394e-01 1.159217941314929767e+01 2.556208168250158153e+01 4.995933351734669259e+01
5.118415822181111707e+01 4.745993532565492501e+00 5.124924879849076831e+01 -5.201254712731557817e-01 6.296955557439727347e-01 1.013764802488599415e+01 2.429196838905244604e+01 4.745993532565492501e+01
5.424433458808252340e+01 4.634970376918817081e+00 4.964955109501308073e+01 -3.951690635644524718e-01 5.982650341272670591e-01 9.849000392057220665e+00 2.514208839314352772e+01 4.634970376918816726e+01
5.411111517878337906e+01 4.526617947569674172e+00 4.707334976261199699e+01 -7.815636385501800731e-01 5.242537254616881359e-01 1.362134022511431120e+01 2.449403451312906554e+01 4.526617947569674527e+01
5.834461006116493564e+01 4.431222155331509427e+00 4.369983603411989037e+01 -8.894960379634717640e-01 7.011410854486457289e-01 1.622804680733297999e+01 2.585379287472117582e+01 4.431222155331509782e+01
5.051661578262068986e+01 5.318428716735831507e+00 5.455840282667241325e+01 -1.406181783076222658e+00 6.007853888949854504e-01 3.129099636035928000e+00 2.686690200506004089e+01 5.318428716735831330e+01
5.273745425480594662e+01 5.497997732054571429e+00 3.817125196711529611e+01 -6.767415291195497673e-01 6.533037634028158180e-01 1.962657894074995113e+01 2.899504038872548151e+01 5.497997732054571429e+01
4.996917013928439388e+01 5.119157644708918653e+00 4.255357247979179647e+01 -1.249589462657123562e-01 5.292388797817579871e-01 1.737568937284890325e+01 2.558000593182783433e+01 5.119157644708919008e+01
4.955251940729347382e+01 4.950218444953828012e+00 4.973618671161067084e+01 -9.467916567467788980e-01 6.884343852893215487e-01 1.279785163722538144e+01 2.452957955639166698e+01 4.950218444953827657e+01
5.179661173562536192e+01 4.940587178429160176e+00 6.006383334531817297e+01 -5.701915064679088374e-01 6.787178940144338313e-01 6.662951234620773100e-01 2.559056758271040266e+01 4.940587178429160531e+01
4.810268421646242842e+01 5.011208957287408339e+00 4.379136514260797242e+01 -3.339769093344866491e-01 4.853957730246594160e-01 1.716064325918913980e+01 2.410526020151041493e+01 5.011208957287408339e+01
5.567291125053920098e+01 5.221651199824056455e+00 4.130035154405769049e+01 -1.110036185272090137e+00 6.266189415150624775e-01 1.604772379152327844e+01 2.907045238290762157e+01 5.221651199824056278e+01
5.572503059012561266e+01 4.930358626512933995e+00 5.194229855044733313e+01 -1.313132358901771823e-01 5.715484682404530226e-01 4.104917999555533825e+00 2.747443852827229449e+01 4.930358626512933995e+01
5.781360124478456441e+01 4.592334502992912348e+00 5.213392221124090042e+01 3.074140739004143086e-01 4.756484650418182358e-01 7.159388429442494761e+00 2.654993957386981407e+01 4.592334502992912348e+01
5.635121577814565796e+01 5.285284725093293723e+00 5.355436533502079044e+01 -4.426937384294209465e-01 6.722509962838643105e-01 6.051932237013391891e+00 2.978322199926694225e+01 5.285284725093293900e+01
5.535622395471963841e+01 4.737866112427081333e+00 4.538263811600563713e+01 -3.717157918343048095e-01 6.188198637413035996e-01 1.406299877257139030e+01 2.622703775869904419e+01 4.737866112427081333e+01
5.423627310847356853e+01 5.477927397301159296e+00 4.368895079500911294e+01 -1.356813487325911893e-01 4.805140714089157772e-01 1.511186072094233168e+01 2.971023663884154686e+01 5.477927397301159118e+01
6.402996842093133978e+01 4.157159868355294385e+00 5.508808978985021554e+01 -3.325057735012038052e-01 5.816936185806145243e-01 4.967560922699277626e+00 2.661828150915525981e+01 4.157159868355294208e+01
5.644462493049633167e+01 4.905934486905892733e+00 4.975458937658586223e+01 -8.626753526624746371e-01 6.749655089020041299e-01 1.059050817157342905e+01 2.769136320469900880e+01 4.905934486905892555e+01
4.986554578935154325e+01 5.052798612215222640e+00 4.944591611463962266e+01 -4.695401252255155811e-01 5.923688862033738012e-01 1.018622469023023314e+01 2.519605605617901034e+01 5.052798612215222818e+01
5.543677530786020924e+01 4.505830142104507274e+00 5.908814167518582394e+01 -4.593370916605756804e-01 6.071753772173245078e-01 1.580511409825471336e+00 2.497886931632314145e+01 4.505830142104507274e+01
5.856447149148672793e+01 5.084885796708589645e+00 4.109777573565365572e+01 -5.009662123953901869e-01 5.773236913233918965e-01 1.649217654462158933e+01 2.977936492788059653e+01 5.084885796708589822e+01
5.392679416768579870e+01 4.244333501992728408e+00 5.679609740034163679e+01 -2.882821042031959990e-01 6.123958430727578506e-01 3.937504583902873279e+00 2.288832991409748985e+01 4.244333501992728230e+01
5.798335158120618615e+01 5.513653000960315076e+00 4.224200359480773415e+01 8.737420630483896389e-01 4.204603323836022533e-01 1.549217140574306839e+01 3.197000804514545536e+01 5.513653000960314898e+01
5.353713454185262322e+01 5.154265537321494506e+00 5.436020464167351207e+01 -4.361423207329586660e-01 6.158297495303570734e-01 6.666810958885738714e+00 2.759446075360151696e+01 5.154265537321494151e+01
5.578844427971392150e+01 4.027546710431389343e+00 4.812863483731904068e+01 -4.329723442161768077e-01 6.245701707269497582e-01 1.277486791209618744e+01 2.246905652388466734e+01 4.027546710431388988e+01
5.612892453521895675e+01 5.274982553584674605e+00 5.214203122180885686e+01 -2.336312769100992170e-01 5.280494022242439023e-01 5.428309310738381299e+00 2.960790976747508196e+01 5.274982553584674605e+01
5.395488939888372926e+01 5.635210216248634829e+00 5.450009851667850569e+01 -1.069243996338606451e+00 5.962099193338952219e-01 3.651830877788785124e+00 3.040471439571547307e+01 5.635210216248634651e+01
5.526475974173212791e+01 5.710616136308838797e+00 4.309426325850390782e+01 -2.010103824434210651e-01 7.041523863218766000e-01 1.377347696538512878e+01 3.155958287503666071e+01 5.710616136308838975e+01
4.944667034787480731e+01 4.443956778782979455e+00 4.382202354258676991e+01 -3.763644478700509666e-01 5.205027728226891970e-01 1.793184639280467962e+01 2.197388658806855943e+01 4.443956778782979455e+01
5.535866268453404615e+01 5.310596040794915318e+00 3.989605677924201643e+01 -3.558143873616312902e-01 5.576941052764419204e-01 1.787909277005171305e+01 2.939874948761877249e+01 5.310596040794915496e+01
5.859857543349149722e+01 4.095526639478276998e+00 6.104897684568830840e+01 -3.253092902942817943e-01 5.423547694920658468e-01 4.002849237470207377e-01 2.399920267233417448e+01 4.095526639478276820e+01
6.323392287334549167e+01 4.829853748231633048e+00 5.077038722149664807e+01 -1.456262438285955696e+00 7.514598333667095176e-01 7.358167816981021403e+00 3.054105994052177309e+01 4.829853748231633404e+01
5.546586087266073406e+01 5.167599782730722957e+00 5.796086852548268098e+01 -1.092270591489850062e-01 5.268322330076120608e-01 1.396916119054159022e-01 2.866253705945340968e+01 5.167599782730722779e+01
5.386150559754742062e+01 5.041461294086316158e+00 4.250767058545040555e+01 -5.257632683849688959e-01 5.661370891961308160e-01 1.676534440993973973e+01 2.715406957112487518e+01 5.041461294086316514e+01
4.647840528621339473e+01 5.044708512958425928e+00 5.394479451543210757e+01 -5.120876328211778628e-01 6.166374468445041668e-01 4.446787970876975749e+00 2.344700068160926065e+01 5.044708512958425928e+01
4.598134658771175509e+01 5.251743120312853286e+00 4.634367935541500572e+01 -1.176930748023956141e+00 6.611368783048527931e-01 1.293866734560207554e+01 2.414822206047361064e+01 5.251743120312853108e+01
4.900043333752493879e+01 4.639906875249195650e+00 5.531839640119501667e+01 -6.888522013263571608e-01 6.238735427106953946e-01 6.894693710281813992e+00 2.273574475329718680e+01 4.639906875249195650e+01
5.545357187491350004e+01 4.680725936212388305e+00 5.498544756008895007e+01 -6.138097341912782667e-01 5.955619277111698917e-01 5.855832592586701857e+00 2.595629721305254378e+01 4.680725936212388660e+01
5.213557275519367096e+01 4.920246056378528188e+00 4.949098792848127459e+01 -7.851539348166109988e-01 4.523104948248597434e-01 8.749438486398817716e+00 2.565198462457775008e+01 4.920246056378528010e+01
5.539544898637849002e+01 4.846444684046813833e+00 5.388208695550125071e+01 1.049816262409208889e-02 4.461664371411289132e-01 4.807756957844161683e+00 2.684709792604204992e+01 4.846444684046814189e+01
5.644252742186123584e+01 4.310665306457272195e+00 4.311930905900079836e+01 -5.510461543443252452e-01 5.695775721909650535e-01 1.554889837444111578e+01 2.433048447661804659e+01 4.310665306457272550e+01
5.866323074478765420e+01 4.150931632296124718e+00 4.282093838574135702e+01 -5.841958335968246985e-01 7.320963044920021368e-01 1.944366614616123812e+01 2.435070601512256161e+01 4.150931632296124718e+01
5.216479539551252742e+01 4.970224838123124655e+00 5.216817860988471978e+01 5.044909723285240233e-01 6.113679364346908951e-01 7.540287060363825233e+00 2.592707617503871731e+01 4.970224838123124300e+01
5.337342418331686389e+01 5.302906856555104298e+00 4.417776997527413840e+01 -2.365475887298380542e-01 5.523312612861763782e-01 1.653563776631510152e+01 2.830342970595349783e+01 5.302906856555104298e+01
5.457137169932465781e+01 4.892165034319354788e+00 6.074651953081673383e+01 2.516517978138583800e-01 6.001695085958378417e-01 4.836649596462905265e-02 2.669721565022808818e+01 4.892165034319354788e+01
5.527017065840923493e+01 4.730619785086595641e+00 5.355171599446597952e+01 -8.059066942962758162e-01 7.084795171493436516e-01 5.975201148058442158e+00 2.614621628417833676e+01 4.730619785086595641e+01
5.542360394119820910e+01 4.403094427305509484e+00 4.543003865666222651e+01 4.073151983818164013e-01 6.611076188681368482e-01 1.485214303447487083e+01 2.440353616546774873e+01 4.403094427305509839e+01
6.042090424625479983e+01 4.973556588097050479e+00 4.667342219469794173e+01 -9.528999294254596464e-01 6.924661884897229669e-01 1.092015832406650411e+01 3.005067863727416011e+01 4.973556588097050479e+01
6.232252393756929365e+01 4.720759948677674345e+00 4.644432112806543245e+01 -4.455141981961876496e-01 5.764827099897691376e-01 1.108437505398443435e+01 2.942096749049827764e+01 4.720759948677674345e+01
5.441808559573787818e+01 5.072484426274066927e+00 4.081819623829062493e+01 -5.019578918501128584e-01 6.252020635242050428e-01 1.788326537538541317e+01 2.760348916920295181e+01 5.072484426274066749e+01
4.993639436743782767e+01 5.290035825694872962e+00 4.382895032105109578e+01 3.174175650835628915e-01 5.198032505908725120e-01 1.613292383845617906e+01 2.641653152097737944e+01 5.290035825694872784e+01
5.659289220022169786e+01 4.104535983192465487e+00 5.990744054171815947e+01 -2.838313790040380979e-01 5.616303628370822310e-01 2.882337111049775302e+00 2.322875624287421914e+01 4.104535983192465665e+01
5.273817029094016817e+01 5.478226140278976253e+00 5.154948542590083349e+01 -9.726005161001491928e-01 7.141066892344762884e-01 7.281760119659948849e+00 2.889116230783125161e+01 5.478226140278976430e+01
5.560384341463808511e+01 4.953168971235350604e+00 5.518669068493466057e+01 -6.867984240789475336e-01 6.691981503439825563e-01 2.779636922597863435e+00 2.754152318828144530e+01 4.953168971235350426e+01
5.640232687791279176e+01 5.171976084201597601e+00 4.293528454336513533e+01 -1.068754519964549843e-01 4.988155129886242545e-01 1.618023127220871160e+01 2.917114857058859201e+01 5.171976084201597246e+01
5.006241885603919428e+01 5.113207536548942223e+00 4.538581238128479356e+01 -9.130695213014234923e-01 6.789068712364261238e-01 1.431798683097593461e+01 2.559795373925694761e+01 5.113207536548942045e+01
6.016541330235931895e+01 4.170157450787840503e+00 4.889299336214729408e+01 -5.999729394620469947e-01 6.527246724937856293e-01 1.037791230038519430e+01 2.508992465625635759e+01 4.170157450787840503e+01
6.838823384275627859e+01 4.092926688318311079e+00 5.458741225008279230e+01 -3.096156213874916574e-01 4.711646394961239714e-01 4.744541293225973178e+00 2.799080274619706898e+01 4.092926688318311079e+01
4.943844648929820096e+01 5.111369515214467363e+00 5.746782812244586580e+01 -6.909645175886893753e-01 6.096094500185147425e-01 2.821980969233539582e-01 2.526981682649605432e+01 5.111369515214467185e+01
5.065479105322538089e+01 4.877682606690868283e+00 5.578040755674255990e+01 -4.682242948644823599e-01 5.479750280689679176e-01 5.372871872803996141e+00 2.470779932658776445e+01 4.877682606690868283e+01
5.280258558979606676e+01 5.325082306953267341e+00 4.419785615527508327e+01 -1.126047676386736640e-01 5.581950002560294166e-01 1.500729107576613153e+01 2.811781142856086291e+01 5.325082306953267164e+01
5.215094618797048298e+01 4.928389725639199526e+00 4.717807096180184345e+01 -1.329494827251060940e-01 4.712746571377213201e-01 1.163056841436455890e+01 2.570201873751565103e+01 4.928389725639199526e+01
4.872939953314574524e+01 5.606966963879836285e+00 4.309687885989414013e+01 1.742382294968827239e-01 6.135383616922298611e-01 1.590049678977724668e+01 2.732241333520497051e+01 5.606966963879835930e+01
5.757402624823873794e+01 5.599396172082673040e+00 5.137695401746321977e+01 -1.932468286643352684e+00 6.382127244453374981e-01 6.776928215329598437e+00 3.223797821857753831e+01 5.599396172082673218e+01
5.341152206087260623e+01 4.784104806987008018e+00 4.302560362402678606e+01 -7.962945820424334187e-01 5.520608634312791363e-01 1.528445395400188467e+01 2.555263194399132587e+01 4.784104806987008374e+01
5.790601704238068947e+01 4.652044195487643030e+00 5.877480967760955366e+01 -6.233286151062227276e-01 6.021626800114889821e-01 7.000912740615061747e-01 2.693813504658156077e+01 4.652044195487643208e+01
5.610559147384015688e+01 5.023612437295511768e+00 5.760352393855269071e+01 2.205834922914622354e-01 6.020497664431134766e-01 4.421060527848086341e-01 2.818527471298044063e+01 5.023612437295511768e+01
6.037746241272501635e+01 4.198953135311525031e+00 4.498834254161466362e+01 -2.765432784397674482e-01 5.884549622790893331e-01 1.621277951638360193e+01 2.535221351000654622e+01 4.198953135311525386e+01
5.385224948781973353e+01 5.031899535956132041e+00 3.988993638628668492e+01 -7.594369261346560762e-01 6.038322626021666029e-01 1.894775032832795603e+01 2.709791092079539609e+01 5.031899535956132041e+01
5.075157538356867093e+01 4.323483983579741619e+00 5.582228130825323831e+01 -1.047541504073201679e-01 4.856412354148336163e-01 5.440906277765958698e+00 2.194236233122990498e+01 4.323483983579741619e+01
5.297491002289307005e+01 5.134177933942254413e+00 4.155843646968859417e+01 -1.304721284493849609e+00 6.024403081256950454e-01 1.620111893257996627e+01 2.719826140921139768e+01 5.134177933942254413e+01
5.115337381363357139e+01 4.801234698649791355e+00 5.451766801135067197e+01 3.948828094476333206e-01 5.534538342460708638e-01 6.253358636746353838e+00 2.455993533070211043e+01 4.801234698649791710e+01
5.074237399486607103e+01 4.959156579362994144e+00 5.685781295726842899e+01 -2.422944406286760000e-01 5.958867051798657499e-01 2.884085648224083087e+00 2.516393778491377731e+01 4.959156579362993966e+01
5.631654322124790468e+01 4.991366743606115541e+00 4.422329855386256270e+01 2.260752509580044034e-01 4.855098356458158460e-01 1.434067819192598670e+01 2.810965209493932093e+01 4.991366743606115364e+01
5.542454398244469616e+01 5.264924889865657320e+00 5.791141077771187895e+01 3.232653117123618358e-03 6.290676160605297440e-01 6.310333059240946785e-01 2.918060611226269430e+01 5.264924889865657320e+01
4.833723070304897362e+01 6.168782946926530286e+00 5.541709063288479342e+01 -4.282289585678213939e-01 5.137594341647575558e-01 2.156650558866932688e+00 2.981818844626220155e+01 6.168782946926530286e+01
5.839707570751193799e+01 4.941625987131751607e+00 3.910974444030521369e+01 2.441908336240512511e-01 6.187562075732047084e-01 1.812674895680946463e+01 2.885765068887413420e+01 4.941625987131751430e+01
5.108936606270145830e+01 4.513452307037667310e+00 4.173637950654320861e+01 -3.062821374215527470e-01 6.849093498901119847e-01 1.773557161213831534e+01 2.305894171207918220e+01 4.513452307037667310e+01
5.773013530231481383e+01 4.704865315217467980e+00 5.926430559278981036e+01 -1.915644870654009679e-01 4.966235305229387276e-01 1.156177443737899102e+00 2.716125112266724528e+01 4.704865315217467980e+01
5.714275326370478325e+01 4.932103912365019660e+00 4.484991454533624022e+01 -5.433321549292386976e-01 5.543207025869936189e-01 1.499949214486729687e+01 2.818339969352273400e+01 4.932103912365019482e+01
7.216218179688371492e+01 4.536887818947066719e+00 4.844690368827730254e+01 -3.725777690276004250e-01 6.728465003674366507e-01 7.383772536017105814e+00 3.273917235829254935e+01 4.536887818947066364e+01
5.850868712428906804e+01 4.661235212046767273e+00 4.887755529789989595e+01 -6.778203236930853137e-01 7.239534022410587522e-01 1.207356467443996273e+01 2.727227526343635233e+01 4.661235212046767629e+01
5.350675286291903632e+01 4.585217005684906866e+00 4.544469952200253005e+01 -2.496864460888925663e-01 6.810309357224149096e-01 1.792285900816553124e+01 2.453400731460359196e+01 4.585217005684906866e+01
5.570878677146200175e+01 4.936536879398792266e+00 4.648395250787325494e+01 -6.451853010206711758e-01 6.534082416928073123e-01 1.341005926761331501e+01 2.750084804038857555e+01 4.936536879398792621e+01
4.971488143052562236e+01 4.765537369214815300e+00 4.966729693942685486e+01 -1.354700344665776157e+00 5.351450018945145271e-01 9.964108568386322418e+00 2.369181252632535717e+01 4.765537369214815300e+01
5.429978548868440669e+01 4.711591767811902365e+00 4.607826429882969421e+01 -3.257159227870189966e-01 6.364647414320134811e-01 1.382988227968900929e+01 2.558384223024376425e+01 4.711591767811902542e+01
5.456300570645192494e+01 3.894875517369150053e+00 5.542996274084528352e+01 -1.850750257648847708e-02 4.690726128059128364e-01 6.140707907692663170e+00 2.125161150801328347e+01 3.894875517369150231e+01
5.320671604798694432e+01 4.846515565654684998e+00 5.286274837323809805e+01 -8.726555365703454470e-01 6.597991879128934922e-01 7.050969240530678306e+00 2.578671775239376274e+01 4.846515565654684821e+01
4.976969702588207412e+01 4.940742330805418803e+00 4.510780152626915651e+01 -1.185322107293938387e+00 6.300267418853413570e-01 1.462739538841317355e+01 2.458992488871361104e+01 4.940742330805419158e+01
5.632077921972938839e+01 5.196363162873683272e+00 3.895268348977741368e+01 -6.282923924943997207e-01 6.085216896199101555e-01 1.944241994167238730e+01 2.926632224417434003e+01 5.196363162873683450e+01
5.959573648529422485e+01 5.315162949382476576e+00 4.465573278549221925e+01 -5.694075911048557259e-02 4.754212972974429796e-01 1.126310827996453057e+01 3.167610505077973215e+01 5.315162949382476398e+01
5.863006130056629672e+01 5.118649580515641340e+00 4.748008996965006645e+01 1.385828372529651631e-02 5.644078739265636635e-01 1.022193189953349091e+01 3.001067386817500093e+01 5.118649580515641162e+01
6.376714244588585245e+01 4.543557760753636821e+00 4.786338273038618496e+01 3.027674093480463569e-01 6.139859493672634727e-01 9.690647278290313693e+00 2.897296949410873168e+01 4.543557760753636643e+01
5.263702628831229191e+01 5.095661615069253081e+00 4.729067943748207625e+01 -6.997543925851488211e-01 6.370664650631190362e-01 1.127001485615289944e+01 2.682204743887441367e+01 5.095661615069253259e+01
