weight logl A w B x0 f sigma_v
3.507866085472850464e-322 -9.122707809045841714e+02 4.446025201503006619e-01 7.215185852091587915e-01 8.384282462936478719e-01 1.480536733896818946e-01 6.201032197837809123e-01 4.239053484827675078e-01
2.070135056074823020e-321 -9.104899753624558798e+02 1.520372995193560728e-01 4.732861396962727563e-01 2.223394309667197088e-01 4.978425198702582932e-01 1.116483764274029955e-01 2.025208806784011273e-01
5.246977158834038299e-321 -9.095579963514101109e+02 9.807050287948628764e-01 8.997734808935191619e-01 4.022222176015376460e-01 7.194096718439223492e-01 4.826932289638370399e-01 2.096372754691155915e-02
1.257693508053477203e-319 -9.063784730771931208e+02 3.598570956869772131e-01 4.327919090970449023e-01 1.475744021995829547e-01 2.994926194174521994e-01 6.571652347202611155e-01 1.756477412064777477e-01
2.972071655183852236e-318 -9.032134108307200222e+02 3.234819502101879962e-01 8.249256541376566165e-01 8.865205794315963450e-01 6.646377685885679343e-01 2.530954428915889176e-01 4.952264443016702877e-01
7.168991393573533106e-315 -8.954226491058871034e+02 2.926080098278952546e-01 5.829931329832810372e-01 9.509871667950969831e-01 2.431967775616974414e-01 9.404372845601203235e-01 1.876868947543118837e-01
1.592493243474468225e-311 -8.877142728425606037e+02 3.128029261527478511e-01 5.217870162230739961e-01 1.760334305518027609e-01 9.545690355948903694e-01 6.006448453023502942e-01 9.724923482668250685e-01
9.756300532231403820e-310 -8.835965753305645194e+02 1.183918979366408442e-01 2.728922325067598686e-01 2.752111168430383392e-01 7.987601899022529484e-01 6.145937014223997741e-01 1.399594094115063081e-01
2.105314888697441425e-309 -8.828249384755345091e+02 6.292187500251504861e-01 4.190408382010016863e-01 1.155049170476085685e-01 8.114177969409728242e-01 6.059939710338345664e-01 3.331679106907338150e-01
1.492464159060610913e-306 -8.762587196913627849e+02 2.571042236407204973e-01 5.934629576867042067e-01 1.540770288214763362e-01 4.964122057768135532e-01 9.216336094087691500e-01 3.558613758735607036e-02
2.848127322416583453e-306 -8.756099865448741184e+02 8.856708347266634140e-01 9.589031197346208346e-01 4.522551729192606507e-01 4.922262216197581530e-02 1.960454353792157045e-01 6.614409031006461825e-01
8.278212122640537746e-305 -8.722379361324710771e+02 7.035422937722497494e-01 5.570443488899535778e-01 7.225199608683724461e-01 3.689772681724368120e-02 8.101676669804026565e-01 4.234445265001363090e-02
