weight logl H0 sigma
3.765989068061518382e-56 -5.408962323241424883e+02 2.061481259030752966e-01 2.777856996977990933e-01
2.695362267214861608e-55 -5.389256251412816709e+02 9.936980198916253171e-01 4.313156014190157039e-01
4.325977944438080555e-55 -5.384500195294360765e+02 4.860157408264325074e-01 1.779538878787408906e-01
4.386781526518748329e-54 -5.361309768448437580e+02 7.311669553953903389e-02 3.786324747601795826e-01
1.219900508898809831e-53 -5.351057182672559520e+02 6.865693599739124409e-01 2.264997886239320524e-01
4.146836528171322454e-53 -5.338796418114035305e+02 1.682725317261622999e-01 3.110252622808136191e-01
9.976743746287706830e-53 -5.329992308134367249e+02 8.696985938693910789e-01 3.420621177734036733e-01
1.102045955349649098e-52 -5.328972340679683839e+02 5.501705187770907779e-01 1.855699211759577194e-01
2.658491024562285179e-52 -5.320141438017707287e+02 3.207965609569515264e-01 2.243902145596750053e-01
9.648248436875418164e-52 -5.307226260898547707e+02 8.130945444781462195e-01 3.046531508298486735e-01
1.145304653951465606e-51 -5.305486467116696758e+02 4.600962127472595364e-01 1.856533642924591554e-01
3.590240351175615140e-51 -5.294035982361573360e+02 9.182280116111375401e-01 3.854548459900467572e-01
2.533814826398956966e-50 -5.274470062899939649e+02 2.568511464069165307e-01 2.620206864840484151e-01
2.064584838647013468e-49 -5.253467180410762012e+02 4.506933783648952030e-01 1.909625145442938043e-01
1.100349392367637410e-48 -5.236709343488266768e+02 8.064708183482602877e-01 3.094411127033416253e-01
4.592505518631560665e-48 -5.222396363678543594e+02 9.716719908070624578e-01 4.446373380008629139e-01
8.612366836833775924e-48 -5.216083629330181566e+02 7.231690613192137684e-01 2.591856954959284032e-01
8.729381156662054767e-48 -5.215923676272639113e+02 7.731342299641208449e-02 4.001378854646782113e-01
1.068061092113981744e-47 -5.213881320733726170e+02 1.603272836639479948e-02 4.544337968001285200e-01
2.556783762122430881e-47 -5.205127268889183370e+02 7.321442427963413824e-01 2.656305830711581661e-01
4.054962946002632918e-47 -5.200490354649567735e+02 5.260475840134691827e-01 1.932680944426651282e-01
4.388491556521418492e-47 -5.199674914555813530e+02 3.405015898531603691e-01 2.274085917724030237e-01
1.120373268086008599e-46 -5.190277300167745125e+02 4.965733761072184116e-01 1.930149958910155616e-01
2.109152178927502087e-46 -5.183926058658289548e+02 8.317583876798919640e-01 3.354937940113599248e-01
2.468431819079794226e-46 -5.182328088636841130e+02 6.108148989080613989e-01 2.121345432263611608e-01
1.008318866443097117e-45 -5.168230223732577997e+02 9.362827239488208386e-01 4.243840352004538685e-01
2.781828991174286582e-45 -5.158056982067718081e+02 4.739353571151061484e-02 4.381044093128679817e-01
8.066528336665726238e-45 -5.147385836326401432e+02 9.624681270082895423e-01 4.527663079471907492e-01
2.442250858324075509e-43 -5.113257165456534494e+02 6.546136743857129403e-01 2.360132363574278802e-01
9.024188615678498296e-43 -5.100162280465549429e+02 1.484484830968830771e-01 3.624046810393198870e-01
9.842132242536984592e-43 -5.099269642637476636e+02 1.006950649368620887e-02 4.875882253065783045e-01
1.362151571058483122e-42 -5.095994860624704188e+02 9.533477840738566744e-01 4.563561522353344335e-01
2.128827644702246538e-42 -5.091504801230117891e+02 4.338162673273190384e-01 2.084713324395495171e-01
4.086478731735639980e-42 -5.084958678962161684e+02 1.252348921095324252e-01 3.846392919994496840e-01
2.094475161311942411e-40 -5.045565783613415647e+02 7.359797383406061488e-01 2.890770726668857593e-01
7.381653800192668566e-40 -5.032943836579956951e+02 9.585365222259444318e-01 4.777048377207107066e-01
1.949013807084486301e-39 -5.023209727659867667e+02 5.155933615597750874e-01 2.094735074289177934e-01
1.083531604311324558e-38 -5.006029854673902832e+02 4.749320839092631141e-01 2.117067968643663312e-01
4.154175765059341503e-38 -4.992565971408798760e+02 8.433918346133323363e-01 3.797103804689312412e-01
6.897173160140856401e-38 -4.987470995369596380e+02 2.052868729319535790e-01 3.379165747389248908e-01
8.527880306563290525e-38 -4.985323703457038391e+02 7.367352523329679936e-01 2.988445054917034938e-01
9.257921946343016264e-38 -4.984477315660501517e+02 1.218959506760887157e-01 4.093490025480681638e-01
8.570233187324092630e-37 -4.962198311427258091e+02 2.614672210383819362e-01 3.014902317261867193e-01
1.613089045510104122e-36 -4.955848899891707333e+02 7.868749511740474878e-01 3.405026881093640156e-01
2.416543622671453111e-36 -4.951782027275484097e+02 8.067531626200774575e-02 4.574147748645099876e-01
3.757667548792174709e-36 -4.947342425595462601e+02 6.425628300642938218e-02 4.754422808916267673e-01
5.336747397671633300e-36 -4.943809246258592793e+02 7.948487266022471465e-01 3.492162319691970440e-01
1.505263851823303758e-35 -4.933414876990391917e+02 9.281802956382474434e-01 4.753932784253180888e-01
1.653428331905083287e-35 -4.932451049894683592e+02 7.085476455004856566e-01 2.890913724148564956e-01
2.313427219300587153e-35 -4.929067258289608162e+02 8.215689293511450053e-01 3.746730592182169195e-01
2.761083724665057218e-35 -4.927273326421750994e+02 1.314727061167214606e-01 4.144351492459303898e-01
4.648815238873935552e-35 -4.922038434989034386e+02 8.656955323116279910e-01 4.163879916859961616e-01
1.880085228836466400e-34 -4.908040536954041499e+02 4.321632210717166744e-01 2.295574210396836845e-01
2.786455731308594092e-34 -4.904081003646488739e+02 9.379902736997060009e-01 4.950813001868201724e-01
5.340186691806739413e-34 -4.897551101923324381e+02 9.192567047159743154e-01 4.771285373660180129e-01
5.530689008281722416e-34 -4.897175584033069526e+02 4.775439256865121607e-01 2.242238563057763479e-01
1.273507954612338044e-33 -4.888810104510338306e+02 7.769141108802264384e-01 3.460900392861281372e-01
2.435249662627207704e-33 -4.882302364305801916e+02 1.807390035556009078e-01 3.803767753897344672e-01
2.699277097124881176e-33 -4.881248017173564335e+02 5.448357864345733104e-01 2.292664886626463172e-01
4.538287038896993432e-33 -4.876027360760634792e+02 6.836769656397149175e-01 2.832409797542929653e-01
9.655325564622781599e-33 -4.868452760776046944e+02 8.106318311491880202e-01 3.791349578971624501e-01
3.219591856312717944e-32 -4.856384460208932410e+02 1.595412795891754110e-01 4.063484720256896887e-01
4.346445047334316636e-32 -4.853358423392299983e+02 1.927591354396015477e-01 3.767060444196888014e-01
4.613882347408420773e-32 -4.852736309593359465e+02 6.838405545512070693e-01 2.873009523940505128e-01
5.836190442041700944e-32 -4.850361223573002007e+02 9.414706896438617134e-01 5.179008600797105899e-01
8.728035068528217684e-32 -4.846311603532611230e+02 8.725685966132442628e-01 4.443450077292573352e-01
8.733094760933134048e-32 -4.846280808154424449e+02 8.218785550456794153e-01 3.948691448420623695e-01
4.007755816249407311e-31 -4.831018840888866634e+02 4.327899594007766915e-02 5.392644619169372211e-01
5.056226575956942860e-31 -4.828669950576007182e+02 3.242068308115505504e-01 2.847297343704395800e-01
1.172878701631099181e-30 -4.820230692780746153e+02 7.547085625060303560e-01 3.431768664565695293e-01
1.313549216217294434e-30 -4.819072976347661665e+02 2.441099625978767618e-01 3.416084829879916240e-01
7.179960738995153877e-30 -4.802062365187911155e+02 3.682893538621845320e-01 2.665059059918876150e-01
7.881426100974716705e-30 -4.801105215689532884e+02 9.489194746017379778e-01 5.466612750773754970e-01
8.475228394124890812e-30 -4.800353828316670501e+02 9.806446837439830588e-01 5.869697991910126644e-01
1.133317702372059726e-29 -4.797422959899014359e+02 8.096080302389191408e-01 3.965266133119689229e-01
2.501312872940362381e-29 -4.789481295975279522e+02 8.005141896700693760e-01 3.902198213854584097e-01
3.042103067314263823e-29 -4.787498962660411621e+02 1.967615970521211510e-01 3.900592026296033632e-01
5.764354444186997797e-29 -4.781082521717431746e+02 5.054354491190795606e-01 2.395064609893747809e-01
6.652663500337143209e-29 -4.779624280398907104e+02 1.085051014442967032e-01 4.834609547139407937e-01
2.190043733273202439e-28 -4.767684387345814798e+02 3.942254989865856540e-02 5.724150178510563070e-01
2.969010921821932029e-28 -4.764616313733470747e+02 1.613506054688669256e-01 4.315230240916684279e-01
3.552826209905550179e-28 -4.762796168455197972e+02 7.378971664685907150e-02 5.312438711548314041e-01
3.751385629150324503e-28 -4.762227349749013001e+02 6.852360116477494989e-01 3.052237532585958535e-01
4.607601027182755414e-28 -4.760146529107391871e+02 6.105342337124537444e-01 2.659932941571410137e-01
5.554509798303835522e-28 -4.758252500736737147e+02 7.228335652020191349e-01 3.324438634918442936e-01
8.755662696239501815e-28 -4.753676595914087670e+02 2.689651493714935171e-01 3.371078662345672328e-01
1.373288011614471144e-27 -4.749150672818504404e+02 7.792319035514927439e-01 3.817839153985540523e-01
2.983336647902390896e-27 -4.741367328001008445e+02 3.422060010671690300e-03 6.358879123800077471e-01
3.681369220823320233e-27 -4.739239904008920803e+02 3.586264688083943275e-01 2.823542062405697273e-01
4.035475101821112674e-27 -4.738296511147722185e+02 9.151270590192546184e-01 5.328218470195623668e-01
4.796188884790351892e-27 -4.736544535345400391e+02 9.545679225846983584e-01 5.849939886346483542e-01
3.407806935578828740e-26 -4.716911211047495271e+02 1.455284376160042026e-01 4.654250617159898518e-01
4.251003597314258714e-26 -4.714675349661495147e+02 7.163522905131490814e-01 3.378743404048754062e-01
4.737826321320586164e-26 -4.713566116132273578e+02 6.801571848401156695e-01 3.123108013397015714e-01
7.275116978097527922e-26 -4.709252301693617255e+02 5.079065744837459873e-01 2.510985292640904865e-01
1.105986781248674213e-25 -4.705038670175855486e+02 7.842989344254098771e-01 3.995863166817604784e-01
1.394961836315239984e-25 -4.702692379113405536e+02 1.433267420697796890e-01 4.735469034373311903e-01
3.973771365130015505e-25 -4.692198893589649060e+02 3.744974178559099531e-01 2.837840951093840713e-01
9.056725152902256412e-25 -4.683935973761998639e+02 9.600481464725851843e-01 6.237034443340141454e-01
1.468017947905981467e-24 -4.679081067195538708e+02 4.534464421647254051e-01 2.602533211420628989e-01
4.015587926797890182e-24 -4.668993361065096224e+02 2.299462867679524791e-02 6.545959627146520354e-01
4.302927089820417516e-24 -4.668277243660868407e+02 1.691535421620228297e-01 4.578828679525694945e-01
7.213499162002133151e-24 -4.663085657215325455e+02 7.777723376966911850e-01 4.069107527817369396e-01
1.429669112122024051e-23 -4.656219917553988807e+02 9.416054400084605813e-01 6.143859875269020998e-01
1.930083859808511605e-23 -4.653193713301205889e+02 5.711055864177820851e-01 2.718877294753880847e-01
2.519662356813085109e-23 -4.650503098756165627e+02 3.212222200021153107e-02 6.538426102908868609e-01
1.007768616836640893e-22 -4.636616110932671404e+02 7.757798645738865906e-01 4.142346254048560050e-01
1.108717553205632760e-22 -4.635636456998655035e+02 9.330106000882354422e-03 7.042231588235727813e-01
1.548916454193839421e-22 -4.632267940651142908e+02 6.348165581222353637e-02 6.177701297197030206e-01
2.275925108110575874e-22 -4.628394630791027566e+02 1.199006907385767873e-01 5.381331737566174001e-01
2.556936326510338030e-22 -4.627205398954168913e+02 6.404846313006229419e-02 6.205051354818602594e-01
2.992183685653721340e-22 -4.625608462392856381e+02 4.940197008873001838e-01 2.664746339393461172e-01
3.314617435931948444e-22 -4.624560074767412061e+02 8.799360991417356503e-01 5.448693934946490236e-01
3.349195952901538675e-22 -4.624431293868076409e+02 7.772902678389188580e-01 4.203319462026305908e-01
4.088091566757902330e-22 -4.622412714382134595e+02 3.002799657781285436e-01 3.468759536456015313e-01
4.818989379074653213e-22 -4.620742854560903652e+02 3.290332308714849496e-02 6.765484511526491662e-01
1.041223801260083611e-21 -4.613013678434556368e+02 9.827323567214149014e-01 7.175501083447037853e-01
1.055978427891886614e-21 -4.612847968398406238e+02 6.784488340370198323e-01 3.362205334934882384e-01
1.074168252760575727e-21 -4.612652179530405192e+02 1.426854742254889397e-01 5.161672489741491177e-01
1.162682632520068686e-21 -4.611835346474003359e+02 1.784400233281006054e-01 4.714492938041749959e-01
1.545934464876600797e-21 -4.608961360376352445e+02 3.171807027288756631e-01 3.379580200627326780e-01
2.242733108209829484e-21 -4.605215693370856798e+02 1.962505592233333429e-01 4.534542882749853510e-01
2.588937643818986260e-21 -4.603755169813488237e+02 8.576414547965833801e-01 5.261688599945967271e-01
3.390155652683925767e-21 -4.601033887611990849e+02 9.609631713445737633e-01 6.896089566516169223e-01
3.532042096105832540e-21 -4.600598883956228633e+02 5.978976724830604716e-01 2.928990553961025034e-01
3.853557627706635423e-21 -4.599702678160188611e+02 3.556541483413636628e-01 3.149701562230646790e-01
3.961051224756111174e-21 -4.599402551459484130e+02 3.921349312409061483e-04 7.575644798432246141e-01
5.116253679087229334e-21 -4.596818421288606942e+02 1.348041036575351459e-01 5.357630573677845121e-01
5.261796757227872112e-21 -4.596512920395352921e+02 5.556380969706209427e-02 6.586014720453414739e-01
