weight logl H0 sigma
8.570233187324092630e-37 -4.962198311427258091e+02 6.307336105191909326e+01 5.220863244166614550e+02
1.613089045510104122e-36 -4.955848899891707333e+02 8.934374755870237550e+01 5.767037633531095935e+02
2.416543622671453111e-36 -4.951782027275484097e+02 5.403376581310038773e+01 7.403806848103139373e+02
3.757667548792174709e-36 -4.947342425595462601e+02 5.321281415032147066e+01 7.656191932482774973e+02
5.336747397671633300e-36 -4.943809246258592793e+02 8.974243633011235488e+01 5.889027247568758412e+02
1.505263851823303758e-35 -4.933414876990391917e+02 9.640901478191237572e+01 7.655505897954453758e+02
1.653428331905083287e-35 -4.932451049894683592e+02 8.542738227502428572e+01 5.047279213807991027e+02
2.313427219300587153e-35 -4.929067258289608162e+02 9.107844646755725648e+01 6.245422829055037255e+02
2.761083724665057218e-35 -4.927273326421750994e+02 5.657363530583607059e+01 6.802092089443025316e+02
4.648815238873935552e-35 -4.922038434989034386e+02 9.328477661558139289e+01 6.829431883603946289e+02
1.880085228836466400e-34 -4.908040536954041499e+02 7.160816105358583172e+01 4.213803894555571787e+02
2.786455731308594092e-34 -4.904081003646488739e+02 9.689951368498529405e+01 7.931138202615481987e+02
5.340186691806739413e-34 -4.897551101923324381e+02 9.596283523579870689e+01 7.679799523124252119e+02
5.530689008281722416e-34 -4.897175584033069526e+02 7.387719628432560626e+01 4.139133988280868834e+02
1.273507954612338044e-33 -4.888810104510338306e+02 8.884570554401132370e+01 5.845260550005793903e+02
2.435249662627207704e-33 -4.882302364305801916e+02 5.903695017778004228e+01 6.325274855456282239e+02
2.699277097124881176e-33 -4.881248017173564335e+02 7.724178932172866041e+01 4.209730841277048512e+02
4.538287038896993432e-33 -4.876027360760634792e+02 8.418384828198574610e+01 4.965373716560101229e+02
9.655325564622781599e-33 -4.868452760776046944e+02 9.053159155745939302e+01 6.307889410560273973e+02
3.219591856312717944e-32 -4.856384460208932410e+02 5.797706397945876944e+01 6.688878608359655118e+02
4.346445047334316636e-32 -4.853358423392299983e+02 5.963795677198007894e+01 6.273884621875643006e+02
4.613882347408420773e-32 -4.852736309593359465e+02 8.419202772756034392e+01 5.022213333516706939e+02
5.836190442041700944e-32 -4.850361223573002007e+02 9.707353448219308234e+01 8.250612041115948614e+02
8.728035068528217684e-32 -4.846311603532611230e+02 9.362842983066221336e+01 7.220830108209602258e+02
8.733094760933134048e-32 -4.846280808154424449e+02 9.109392775228397454e+01 6.528168027788873360e+02
4.007755816249407311e-31 -4.831018840888866634e+02 5.216394979700388035e+01 8.549702466837121619e+02
5.056226575956942860e-31 -4.828669950576007182e+02 6.621034154057753085e+01 4.986216281186154333e+02
1.172878701631099181e-30 -4.820230692780746153e+02 8.773542812530152446e+01 5.804476130391973356e+02
1.313549216217294434e-30 -4.819072976347661665e+02 6.220549812989384009e+01 5.782518761831883012e+02
7.179960738995153877e-30 -4.802062365187911155e+02 6.841446769310923059e+01 4.731082683886426707e+02
7.881426100974716705e-30 -4.801105215689532884e+02 9.744597373008690511e+01 8.653257851083257037e+02
8.475228394124890812e-30 -4.800353828316670501e+02 9.903223418719915117e+01 9.217577188674176796e+02
1.133317702372059726e-29 -4.797422959899014359e+02 9.048040151194595637e+01 6.551372586367565418e+02
2.501312872940362381e-29 -4.789481295975279522e+02 9.002570948350347635e+01 6.463077499396417807e+02
3.042103067314263823e-29 -4.787498962660411621e+02 5.983807985260605733e+01 6.460828836814447413e+02
5.764354444186997797e-29 -4.781082521717431746e+02 7.527177245595397892e+01 4.353090453851247048e+02
6.652663500337143209e-29 -4.779624280398907104e+02 5.542525507221483849e+01 7.768453365995171680e+02
