C sigma mu1 a1 W lam0
1.209781105945949804e+02 1.969897428600367872e+00 1.216993181135456325e+03 9.811113479169377172e+01 8.109825348526905620e-01 1.216993181135456325e+03
2.892030924213163985e+02 2.931875922220431807e+00 1.214548499469255148e+03 3.143470632593713390e+02 1.086942261327637382e+00 1.214548499469255148e+03
1.435210609496490122e+02 6.617072848758904779e-01 1.217468520546721948e+03 3.947395184495859439e+02 2.750394373046552321e+00 1.217468520546721948e+03
1.065870955755097640e+02 2.492290073646791004e+00 1.210489120007183146e+03 6.663062892037649476e+01 6.251284788332860387e-01 1.210489120007183146e+03
2.592939112919958120e+02 2.476744580230084924e+00 1.211267255339443182e+03 1.016812095401658809e+02 3.921465376240969025e-01 1.211267255339443182e+03
1.617912776690121177e+02 1.428719824652166626e+00 1.213181798758285368e+03 3.360326317997655678e+02 2.076951468837592962e+00 1.213181798758285368e+03
2.793547782856120421e+02 2.897674710659628783e+00 1.219270966950325601e+03 2.513951595846353655e+02 8.999135834634237607e-01 1.219270966950325601e+03
1.448032818427310531e+02 1.094057785597908561e+00 1.210697837102818994e+03 1.648404976146037484e+02 1.138375425728505697e+00 1.210697837102818994e+03
1.111754524699625222e+02 1.922630087780351493e+00 1.219578214647427330e+03 1.981927448396856306e+01 1.782702390109305035e-01 1.219578214647427330e+03
2.529026309431771438e+02 2.854477995506508492e+00 1.219225541407283799e+03 3.796699453244455071e+02 1.501249488423672451e+00 1.219225541407283799e+03
2.907908014621538086e+02 8.749692543725299254e-01 1.211251726776180021e+03 3.617955322486983505e+02 1.244178049750950477e+00 1.211251726776180021e+03
2.302589350078087307e+02 1.714529206547946938e+00 1.212696316761650223e+03 3.225694984387105251e+02 1.400898942000974978e+00 1.212696316761650223e+03
1.541179520131887273e+02 2.712991528483522430e+00 1.213698070864546253e+03 2.313844296521681940e+02 1.501346381973511779e+00 1.213698070864546253e+03
