A T phi m0 m_100 m_200 m_300 m_400
1.462056498445030828e+00 1.004445146627748642e+02 1.181961286355388774e+00 1.509497573062226650e+01 1.643195827550815480e+01 1.641499122700474089e+01 1.639700363736039890e+01 1.637800941328707083e+01
1.384130173243775186e+00 9.968151610551177555e+01 1.027719837910421763e+00 1.509542957280635633e+01 1.629453452149801507e+01 1.630817072101654830e+01 1.632131820184737592e+01 1.633397166572912695e+01
1.468540830332885516e+00 9.941099492895266110e+01 9.606006277114615965e-01 1.504605847381679595e+01 1.628006681591460136e+01 1.630884323481666698e+01 1.633586977423872355e+01 1.636110898267818570e+01
1.528120698886933138e+00 9.916283141067908957e+01 8.656528516412309582e-01 1.510763655311573572e+01 1.632220527570210677e+01 1.636966500409057801e+01 1.641357451417028912e+01 1.645381028388713318e+01
1.562757407909812324e+00 9.949007583541995814e+01 9.747100597278375300e-01 1.504793811197602516e+01 1.636875935928983594e+01 1.639496799627113788e+01 1.641977977899316699e+01 1.644316897792699805e+01
1.595568333534358008e+00 1.002261510871217070e+02 1.046534329033461219e+00 1.500686090584880716e+01 1.637667224913169761e+01 1.636493496731225150e+01 1.635292471784917723e+01 1.634064391475626010e+01
1.496500961033318866e+00 9.923342368344196984e+01 9.055635082320574458e-01 1.511957718233868064e+01 1.634041389360340091e+01 1.638096831357902516e+01 1.641855162109758481e+01 1.645307529148947623e+01
1.518277464423955614e+00 9.950325132791317628e+01 1.047528430439672364e+00 1.507795459716281350e+01 1.641622033295950089e+01 1.643805146837562958e+01 1.645854449059182656e+01 1.647767923782101107e+01
1.472060954543662703e+00 1.004032186857675129e+02 1.041241722696861771e+00 1.502696318142331755e+01 1.627823298052772572e+01 1.625827019168812981e+01 1.623752345156817256e+01 1.621600596924839977e+01
1.501873229579207436e+00 9.985877704135026534e+01 9.854283143386614041e-01 1.501001281982956570e+01 1.626916130140088868e+01 1.627638579024600318e+01 1.628351028907530562e+01 1.629053423535408029e+01
1.435732130733840872e+00 9.955821344775118575e+01 8.387339265218255457e-01 1.498716828404446133e+01 1.608140013412379332e+01 1.610688748962059691e+01 1.613150445986373072e+01 1.615523190947729759e+01
1.591507028519471234e+00 1.001131592033423203e+02 1.058818282429752289e+00 1.497260486041571070e+01 1.635447211681622548e+01 1.634883019016047001e+01 1.634311884985367769e+01 1.633733838396276994e+01
1.470968645912952510e+00 1.002095200894075475e+02 1.119732098583393176e+00 1.516573476461466896e+01 1.648104471861396192e+01 1.647227988857733294e+01 1.646328957685070904e+01 1.645407533496922881e+01
1.542282319856788320e+00 9.878996769637412001e+01 8.436525177470428627e-01 1.501110172374585972e+01 1.623871593216159681e+01 1.630686058972897001e+01 1.636733449773522153e+01 1.641977965731538802e+01
1.467257587160327947e+00 9.932461801777726862e+01 8.545679404868361528e-01 1.511853738008814929e+01 1.626540564967822533e+01 1.630344701430190568e+01 1.633932583947634143e+01 1.637297664394238694e+01
1.401499470669781866e+00 1.012029482640415665e+02 1.176361215655444825e+00 1.502418504523817688e+01 1.627427549918273542e+01 1.622351272963485513e+01 1.616606339175777407e+01 1.610224778077037655e+01
1.392834236618544441e+00 9.939699064970085374e+01 9.555580443984269534e-01 1.506494064614061656e+01 1.623218777419670289e+01 1.626030061157381823e+01 1.628667681823433355e+01 1.631127807456575951e+01
1.384000616603698663e+00 1.002881167076937174e+02 1.080103977992109554e+00 1.507969709971457384e+01 1.628842419139150977e+01 1.627605947948346454e+01 1.626330496147858895e+01 1.625016479313184092e+01
1.487211618438850858e+00 1.023990067522727543e+02 1.403134863619738049e+00 1.507094912255022123e+01 1.648504714783823744e+01 1.640220140801850235e+01 1.629056132341981922e+01 1.615254161522027587e+01
1.503941334220338710e+00 1.002169890507000360e+02 1.053425317165379349e+00 1.506129021770992971e+01 1.635815929360968113e+01 1.634767914190740257e+01 1.633696091275125895e+01 1.632600658980937425e+01
1.454966265019508098e+00 9.943612111223906425e+01 1.032877887085430491e+00 1.512655370204297434e+01 1.640180741373552564e+01 1.642595071937426354e+01 1.644844457569560348e+01 1.646926042908932075e+01
1.573199621075825672e+00 1.000286811992539810e+02 1.069287018237934817e+00 1.504000754395626416e+01 1.641811535977561931e+01 1.641674608989444195e+01 1.641537235156619090e+01 1.641399414924957512e+01
1.448629686350814350e+00 9.972478546052946058e+01 1.028591840344363240e+00 1.500342280279246054e+01 1.625705510615367544e+01 1.626945312904804197e+01 1.628147049873816954e+01 1.629310360200076246e+01
1.371236072898112113e+00 9.957285483578114338e+01 9.052107766812499401e-01 1.499232028060953681e+01 1.609330205813667547e+01 1.611493098989957673e+01 1.613574440714759106e+01 1.615572719008565272e+01
1.457223373295151836e+00 9.962635098856961235e+01 1.006715173186706780e+00 1.509336259383130852e+01 1.634284894029118362e+01 1.636017082861001271e+01 1.637678927258067674e+01 1.639269504416837719e+01
1.495231154666707418e+00 1.001187086777767519e+02 1.057864533755845882e+00 1.508943496429798792e+01 1.638674160743802588e+01 1.638116710418143995e+01 1.637552090992292264e+01 1.636980333802568666e+01
1.535134712485108022e+00 9.936491573084788342e+01 1.027529870135706958e+00 1.504089834754927679e+01 1.638581194189785961e+01 1.641444363156236719e+01 1.644086048853090887e+01 1.646501991579615876e+01
1.354323504776741016e+00 1.002959424956577834e+02 1.113101484601130897e+00 1.506816612180840309e+01 1.627179055372528182e+01 1.626007357687411314e+01 1.624794692662020168e+01 1.623541477104391717e+01
1.429475109117012144e+00 9.988482040096573655e+01 1.065700294471008558e+00 1.503191060754730657e+01 1.628786308332809440e+01 1.629277592259602159e+01 1.629762257395308467e+01 1.630240278297898726e+01
1.560141855541006706e+00 1.013667620784331120e+02 1.215319987844284633e+00 1.510498932048977849e+01 1.651640089206846085e+01 1.645508549925579800e+01 1.638408600409344018e+01 1.630391167872713254e+01
1.443056833451534349e+00 9.972683188860823122e+01 9.467166213582766110e-01 1.502222846753507923e+01 1.620760964799903192e+01 1.622159731199157306e+01 1.623522972300004241e+01 1.624850284310507220e+01
1.536462421361930453e+00 9.929602905054372286e+01 9.198851779318903965e-01 1.502182835660038585e+01 1.628437722772122243e+01 1.632211614337677474e+01 1.635727533577934523e+01 1.638978505038143041e+01
1.551200706922068129e+00 1.005642015983951723e+02 1.158053247414328135e+00 1.504304532800144045e+01 1.644117016773509476e+01 1.641662082743307494e+01 1.639036481890109442e+01 1.636243476524258966e+01
1.363466026963791267e+00 1.000941904079790419e+02 9.298715440315884484e-01 1.502619332676210107e+01 1.611423075434436214e+01 1.610935330658372777e+01 1.610443799306198898e+01 1.609948498561164243e+01
1.485992834548564900e+00 1.006980625656374713e+02 1.222127537371533901e+00 1.506514753578489341e+01 1.643829516869127616e+01 1.641225992604383066e+01 1.638366938646126769e+01 1.635257778247733285e+01
1.481342101812776813e+00 1.010238253455745507e+02 1.196558547395284888e+00 1.504141367966141019e+01 1.638297325109479630e+01 1.634028169657535301e+01 1.629232533884109912e+01 1.623929856314372699e+01
1.431353866580499234e+00 1.007913847545238184e+02 1.129192361443159154e+00 1.512152711855707921e+01 1.638382543637295896e+01 1.634901193534787467e+01 1.631121156435378694e+01 1.627051630399314774e+01
1.510161343935903400e+00 9.964507638018937996e+01 9.417123772135490567e-01 1.498762525240001864e+01 1.622827071112754282e+01 1.624722839477439962e+01 1.626555521773968849e+01 1.628324200120220766e+01
1.534027142154713808e+00 1.000714059339278350e+02 8.830689045403610216e-01 1.495275332839643490e+01 1.613370400134636995e+01 1.612930257999435213e+01 1.612487750937307496e+01 1.612042887842883587e+01
1.377287063462873107e+00 9.915635105657202075e+01 9.403643708928259848e-01 1.507400536171600081e+01 1.622833406307918480e+01 1.626682939870113032e+01 1.630191661220496258e+01 1.633349545283726556e+01
1.477886143008219744e+00 1.003929213581368884e+02 1.086724575783955871e+00 1.514573837653442112e+01 1.643651876916820243e+01 1.641843077035472831e+01 1.639957316918615504e+01 1.637995736893192245e+01
1.457895297369295573e+00 9.847903756865142100e+01 8.040309492783200840e-01 1.510964892728966369e+01 1.625262819226028554e+01 1.633493664936359480e+01 1.640571571555975439e+01 1.646429939256320907e+01
1.422915348794656643e+00 9.928484066349081161e+01 8.654194054116985946e-01 1.509011894455006342e+01 1.621410765787962305e+01 1.625243333508852572e+01 1.628837861768834117e+01 1.632186989052156534e+01
1.442050362306941391e+00 9.985026743810747973e+01 9.950944912087339445e-01 1.505096298973527880e+01 1.626791319673451852e+01 1.627514850880104191e+01 1.628227514382596652e+01 1.628929246914243478e+01
1.597494707953235782e+00 1.000409411286669439e+02 1.062823692847348900e+00 1.508206359181172118e+01 1.647584388296645130e+01 1.647383202976239502e+01 1.647181097438168962e+01 1.646978073018726718e+01
1.485925966643370622e+00 9.923807734757933474e+01 9.412082604652914908e-01 1.512364329842265676e+01 1.636546644306367426e+01 1.640337066467219174e+01 1.643829734317245794e+01 1.647016521462216687e+01
1.518301815112208963e+00 1.001208148890156622e+02 1.115969002136908195e+00 1.521038611251130490e+01 1.656923639281686178e+01 1.656406201598810668e+01 1.655880982394436884e+01 1.655348011860463942e+01
1.398273954956941623e+00 1.007211040215795776e+02 1.170614975259061552e+00 1.502688160349363500e+01 1.628887909388908994e+01 1.626052646658568790e+01 1.622967791425669404e+01 1.619639585006173377e+01
1.580943851485735685e+00 1.001792296089206644e+02 1.057124439965411389e+00 1.500854774402931469e+01 1.637664518811766357e+01 1.636765287919737943e+01 1.635848882992221220e+01 1.634915419828726257e+01
1.431316120055630581e+00 9.907269258914750765e+01 9.597820680321503817e-01 1.514874653103621327e+01 1.636732642830988027e+01 1.640934979866459997e+01 1.644701451377091317e+01 1.648019034430735985e+01
1.485550522071632518e+00 1.000428287627757697e+02 1.015526820830430443e+00 1.506633952722095593e+01 1.632658745151805491e+01 1.632446723010825451e+01 1.632233790572384180e+01 1.632019949377119161e+01
1.507187928304867697e+00 9.925236168415641203e+01 9.360511955441700449e-01 1.499411376577929289e+01 1.624866031727201232e+01 1.628677496091263777e+01 1.632199449649431600e+01 1.635424004460016434e+01
1.517757761176310449e+00 1.009348795863298420e+02 1.185048418774718559e+00 1.507312397955212191e+01 1.644375743594162742e+01 1.640352134415626040e+01 1.635878074447873587e+01 1.630968712126231068e+01
1.416696418044213202e+00 1.028464416782243376e+02 1.332089525439531075e+00 1.502086919148347732e+01 1.631867600328828516e+01 1.620081021121618647e+01 1.604735250322461937e+01 1.586293180037717399e+01
1.535134712485108022e+00 9.936491573084788342e+01 1.027529870135706958e+00 1.504089834754927679e+01 1.638581194189785961e+01 1.641444363156236719e+01 1.644086048853090887e+01 1.646501991579615876e+01
1.586470919691211900e+00 9.907373227176543651e+01 8.560881031384131035e-01 1.508058473689583856e+01 1.633779905148438161e+01 1.639243935896687532e+01 1.644255406219395610e+01 1.648797027667800208e+01
1.418091930630734909e+00 9.915773150209719233e+01 9.318876902744678281e-01 1.517063689904563617e+01 1.635249595876539530e+01 1.639262026211390832e+01 1.642926464042160717e+01 1.646232473900288085e+01
1.505715210332681853e+00 9.936899360235477729e+01 1.072663182078883226e+00 1.502277234230024661e+01 1.637315056007426861e+01 1.639864459721097489e+01 1.642194862495670193e+01 1.644302554972268737e+01
1.490814759820412005e+00 9.953446583092349442e+01 9.197516621792588554e-01 1.501323273099553823e+01 1.622513734315035094e+01 1.625012511064293719e+01 1.627404476675955891e+01 1.629687565581728848e+01
1.483639354109809405e+00 9.882475512570569265e+01 9.876728510287228202e-01 1.506335951979417942e+01 1.635935299448161118e+01 1.640965076254439836e+01 1.645243538298343466e+01 1.648746809084268250e+01
1.489838256483613010e+00 1.001597424856621785e+02 9.737840724544302162e-01 1.499642227748627121e+01 1.622009200884125590e+01 1.621151441117043746e+01 1.620281479665520408e+01 1.619399403889146782e+01
1.635704372538793416e+00 1.005866714024687667e+02 1.060158395869376324e+00 1.493394425810976678e+01 1.633073877710635458e+01 1.629861532230549059e+01 1.626465935022089226e+01 1.622891645785198733e+01
1.595232025006057874e+00 1.001664577322028862e+02 1.078212691249513577e+00 1.503324180344629291e+01 1.643086962533242001e+01 1.642276381983853994e+01 1.641450652414462752e+01 1.640609863848786532e+01
1.582695803960378456e+00 1.002633626248233867e+02 1.065537117972273462e+00 1.505330307176652127e+01 1.642540803065609367e+01 1.641220281646495494e+01 1.639862746651181880e+01 1.638468567843701251e+01
1.646325683121815819e+00 1.001434734182382158e+02 9.959132349930600592e-01 1.498476255653752887e+01 1.635833708027731959e+01 1.635011179864780573e+01 1.634177588058986785e+01 1.633333000157625392e+01
1.356464985320975147e+00 1.005263200249318345e+02 1.114400107079742464e+00 1.508061041952253056e+01 1.627791525344347079e+01 1.625629836634422887e+01 1.623340928667308347e+01 1.620927278232631963e+01
1.430002628541981791e+00 9.938352645711964328e+01 9.872735835341019950e-01 1.504060447986698534e+01 1.626377349080105361e+01 1.629170905076704301e+01 1.631774441450414770e+01 1.634184003911472516e+01
1.555343189676996918e+00 1.000312992557773129e+02 1.040214554798509550e+00 1.499704804774526323e+01 1.633700155877200544e+01 1.633544645117468974e+01 1.633388617059248560e+01 1.633232072305597171e+01
1.571669244228619533e+00 1.007521642145412102e+02 1.084224194321243617e+00 1.500342188559207379e+01 1.635669669861402298e+01 1.631773173579102121e+01 1.627587546445775146e+01 1.623121996289659918e+01
1.539749023668811834e+00 9.949795876841193376e+01 1.027085853208742350e+00 1.508635680734887252e+01 1.642865290570873782e+01 1.645189031291177173e+01 1.647375533451771545e+01 1.649422599578878135e+01
1.501747130938820174e+00 1.005539873465355498e+02 1.109479993796700148e+00 1.514433238068319909e+01 1.646515698510001613e+01 1.643963351520160998e+01 1.641255805782892807e+01 1.638396305390986640e+01
1.407487925256925232e+00 1.006095835318787124e+02 1.105167789747773632e+00 1.505652952386966348e+01 1.628921276485400327e+01 1.626246362672031154e+01 1.623396698284432560e+01 1.620376412739684113e+01
1.409027017585610331e+00 1.008954755816764788e+02 1.143916488029575351e+00 1.505033304229696967e+01 1.629840757635935233e+01 1.626001814159094039e+01 1.621786787743583247e+01 1.617208782622247654e+01
1.713887533294864873e+00 9.938538868179642805e+01 9.745862526474513565e-01 1.498663279077191923e+01 1.644113649371757546e+01 1.647525458922820363e+01 1.650712546523521240e+01 1.653670100954904854e+01
1.577141655742616777e+00 1.016010880010869784e+02 1.238517826000047561e+00 1.498096483721818828e+01 1.641368159826988915e+01 1.634148933381734636e+01 1.625596968413119825e+01 1.615796038004190649e+01
1.556091499803454514e+00 9.913869844161054345e+01 9.754860668852970429e-01 1.501505599651109080e+01 1.634915046504154290e+01 1.639086644846253193e+01 1.642848384130925155e+01 1.646189057996747351e+01
1.545470321005631309e+00 9.990621365015573474e+01 9.602674056738996766e-01 1.503849205695582114e+01 1.630996923865153292e+01 1.631512895787806983e+01 1.632024426307904008e+01 1.632531497629367578e+01
1.474090944413372295e+00 9.863132448305148614e+01 9.036889520579158841e-01 1.514909281959098664e+01 1.638218139003962648e+01 1.644783442854793520e+01 1.650362061507079403e+01 1.654911612854829883e+01
1.452784374512774646e+00 9.876712744762487262e+01 7.954215386808604071e-01 1.517977996190982637e+01 1.629378552669087910e+01 1.636342329604917367e+01 1.642578377881031315e+01 1.648048356969308870e+01
1.413744459273908127e+00 1.007093655939982142e+02 1.151977322738853449e+00 1.503213876007957239e+01 1.629699155239181962e+01 1.626781298816212740e+01 1.623621454656259289e+01 1.620225810826695323e+01
