A T phi m0 m_100 m_200 m_300 m_400
1.501747130938820174e+00 1.005539873465355498e+02 1.109479993796700148e+00 1.514433238068319909e+01 1.646515698510001613e+01 1.643963351520160998e+01 1.641255805782892807e+01 1.638396305390986640e+01
1.484481835547956985e+00 9.970622229131760150e+01 9.504758431882256442e-01 1.503735670571746752e+01 1.626103538555794614e+01 1.627638339071428675e+01 1.629130675562976549e+01 1.630580036575653935e+01
1.411871968543422451e+00 9.955598527958650834e+01 9.451828428696483764e-01 1.511550236515163981e+01 1.628268782891068156e+01 1.630448770317912022e+01 1.632535396248532678e+01 1.634527022222701120e+01
1.451974974966403487e+00 9.995271348926914357e+01 1.020515609079329034e+00 1.502857626184093576e+01 1.626845892101034252e+01 1.627069944679880109e+01 1.627292899746302268e+01 1.627514755330319929e+01
1.340112584968255360e+00 1.004106142067171987e+02 1.134360997338208055e+00 1.518770254522427265e+01 1.638724414018720310e+01 1.637149773345770143e+01 1.635496984089547823e+01 1.633767137343683373e+01
1.465468324938017375e+00 9.898577219208745248e+01 8.871145090748205897e-01 1.513787265458193687e+01 1.633117890178669285e+01 1.638343328413192879e+01 1.643052706785976014e+01 1.647226513431483497e+01
1.490272108603503565e+00 1.000571877755660068e+02 1.037401510379918346e+00 1.504641954358844025e+01 1.632694241168513116e+01 1.632419645217958504e+01 1.632143401392920268e+01 1.631865513255954170e+01
1.416824179135272033e+00 1.012103197832779387e+02 1.201527152591427505e+00 1.505593926179894737e+01 1.633514167318929111e+01 1.628580760280252093e+01 1.622953344887733351e+01 1.616663676355836543e+01
1.433670291964107113e+00 9.999654044966523259e+01 1.111432016995407057e+00 1.509674320504698741e+01 1.638192953972240318e+01 1.638206762646197490e+01 1.638220565246615834e+01 1.638234361772842362e+01
1.571364474686158363e+00 1.008235251535986947e+02 1.115810406981133207e+00 1.506493694495540403e+01 1.643916030175763510e+01 1.639825977404377966e+01 1.635384825538374187e+01 1.630604269302879672e+01
1.554474800454916705e+00 1.005568096801012672e+02 1.116044218213818384e+00 1.509533564005156059e+01 1.646723345912080205e+01 1.644097738627409555e+01 1.641309263268450991e+01 1.638361294831656778e+01
1.487678989797290408e+00 9.958312413910233829e+01 9.137479288860762550e-01 1.507418058441677644e+01 1.627561225303492520e+01 1.629827083856833525e+01 1.632008260598455252e+01 1.634103246603689641e+01
1.464196375855549626e+00 9.978627025137230078e+01 9.731246227621368483e-01 1.504788881895125030e+01 1.626924223682529913e+01 1.627999940405747381e+01 1.629053342419316053e+01 1.630084238941983799e+01
1.525043574564370674e+00 1.000567163964002475e+02 1.074115912400198436e+00 1.504935196308024636e+01 1.638752664081799182e+01 1.638491297755709653e+01 1.638228237295549050e+01 1.637963486038190197e+01
1.538468313625688699e+00 9.842287682323708964e+01 7.530579158445005472e-01 1.512858732755936764e+01 1.628819714213565106e+01 1.638394524448147394e+01 1.646697883973858723e+01 1.653645694764051299e+01
1.537121359882139604e+00 1.002322414304509834e+02 1.071905663633633488e+00 1.508369458408620112e+01 1.642261273838256841e+01 1.641147953983170993e+01 1.640006492817410688e+01 1.638837132264287533e+01
1.493767310815750093e+00 9.881423127852475830e+01 8.912404560154761901e-01 1.509199594649230747e+01 1.632133780772836928e+01 1.638176457552517462e+01 1.643486264606638514e+01 1.648033030656793940e+01
1.513009121766586418e+00 1.007854250740730180e+02 1.141033745130067834e+00 1.510365154463019444e+01 1.644657078586523369e+01 1.641084773035250421e+01 1.637199118857661162e+01 1.633009430374071513e+01
1.579145091691815050e+00 1.009542836863120527e+02 1.169300748094423970e+00 1.504074816826537564e+01 1.645512182162442727e+01 1.641094014063984829e+01 1.636192654801829249e+01 1.630825388767749118e+01
1.425352231142715365e+00 9.907158775198733736e+01 8.408426918744963396e-01 1.508632141898947232e+01 1.620259289300161143e+01 1.625281539952752752e+01 1.629899493865440974e+01 1.634097145608766510e+01
1.559761129959349901e+00 9.990114475414286233e+01 1.015557800465613170e+00 1.498620334247712194e+01 1.631673536441659067e+01 1.632177036610294252e+01 1.632675374011795810e+01 1.633168529382436418e+01
1.383431504994056205e+00 9.992160068347493507e+01 1.011274947648756362e+00 1.497348153448637298e+01 1.614955824492269798e+01 1.615313537458989757e+01 1.615668383481571269e+01 1.616020353936096399e+01
1.452288077282587464e+00 1.008129787869433613e+02 1.156924093434191336e+00 1.511130758941663821e+01 1.640969259962830762e+01 1.637507287502628373e+01 1.633720931528903719e+01 1.629619910867362620e+01
1.552700078335479628e+00 1.007703940458952161e+02 1.240813732713203166e+00 1.502519169648357078e+01 1.646826810940730113e+01 1.643908665445248474e+01 1.640664342978653067e+01 1.637101327995637590e+01
1.633047500630762539e+00 9.959749474865168395e+01 9.787983030517514171e-01 1.504834379112718068e+01 1.642619138629254394e+01 1.644800307255360039e+01 1.646891234652180103e+01 1.648890572721209580e+01
1.443000976535355306e+00 1.011630291602819653e+02 1.189564429744460528e+00 1.505708259141156447e+01 1.635424471548211756e+01 1.630523769536735657e+01 1.624972073503843717e+01 1.618798339153155652e+01
1.394834052535003588e+00 1.004248918201171819e+02 1.091147976198748148e+00 1.512560807044085287e+01 1.634549881737672195e+01 1.632709037551878239e+01 1.630783289877590292e+01 1.628773999556286256e+01
1.630625195863728560e+00 9.946473291450233489e+01 9.280202542749029782e-01 1.504407115616884738e+01 1.638157759874206576e+01 1.641234583634120270e+01 1.644154986600442925e+01 1.646915630176355450e+01
1.441765504578562673e+00 1.008150330034178523e+02 1.052210631037830524e+00 1.513680960445202217e+01 1.635111418856162402e+01 1.631008256154180458e+01 1.626602426355728070e+01 1.621905295100017241e+01
1.488523665715416389e+00 9.883730450427763969e+01 9.337217223279827838e-01 1.516180396000952868e+01 1.642045767642210308e+01 1.647570429600034103e+01 1.652377603586144872e+01 1.656441038830841350e+01
1.414005701026860073e+00 9.997310311381896497e+01 1.060917970685141043e+00 1.515470994644996239e+01 1.639002448123167355e+01 1.639118581678915021e+01 1.639234361902685322e+01 1.639349788463627533e+01
1.519309855693321332e+00 1.008924299338529380e+02 1.214114400033373231e+00 1.506853126069897897e+01 1.646055035613642303e+01 1.642458556349927790e+01 1.638443325831461550e+01 1.634021743140008809e+01
1.576478080285865113e+00 1.003901490890993671e+02 1.138457088042864829e+00 1.504481057787795883e+01 1.645967943101590336e+01 1.644228134844647116e+01 1.642405004549268455e+01 1.640499639228762163e+01
1.597409872411736043e+00 9.980239116017328627e+01 9.824672445642056440e-01 1.506334350746190154e+01 1.640310529740350631e+01 1.641382373698217023e+01 1.642433316360380147e+01 1.643463195073120175e+01
1.386203964158875701e+00 9.948744704885368151e+01 9.219951390646754508e-01 1.501975180330963511e+01 1.615082105081111408e+01 1.617616578484461698e+01 1.620029887204692542e+01 1.622319502668204905e+01
1.428283486769572397e+00 1.009994597542746817e+02 1.210615728005510316e+00 1.509716858513215954e+01 1.639994206241654595e+01 1.636104566204618749e+01 1.631726479470305335e+01 1.626876865896229418e+01
1.624882152802302748e+00 9.965345424910353245e+01 1.105000208221196489e+00 1.503007274082141720e+01 1.649744489998633767e+01 1.651234237102542224e+01 1.652653221226872660e+01 1.654000764954086122e+01
1.393122904753089086e+00 9.961732290354227359e+01 9.691695906677033623e-01 1.511136371805203282e+01 1.627857157301606961e+01 1.629658665880594270e+01 1.631391129193321987e+01 1.633053537991769133e+01
1.438271618893438131e+00 9.909191075287053252e+01 9.324295347631986752e-01 1.511017923962267773e+01 1.631261904879502822e+01 1.635604051427005601e+01 1.639533254991000533e+01 1.643036492154871908e+01
1.530067843637401559e+00 9.926965566163671895e+01 9.577980229040685689e-01 1.507585153467996619e+01 1.636667586462977297e+01 1.640325898649198777e+01 1.643700609054892325e+01 1.646784507581316248e+01
1.502211280903343660e+00 1.003023142738190785e+02 1.012300994345418204e+00 1.511834832349821234e+01 1.637700104829736603e+01 1.636124698742839456e+01 1.634504719038946519e+01 1.632840746685412014e+01
1.443000976535355306e+00 1.011630291602819653e+02 1.189564429744460528e+00 1.505708259141156447e+01 1.635424471548211756e+01 1.630523769536735657e+01 1.624972073503843717e+01 1.618798339153155652e+01
1.511047684754324827e+00 1.003737650233761229e+02 1.096867189426585343e+00 1.503496653789622073e+01 1.636296800517148498e+01 1.634573956979956577e+01 1.632779363045681009e+01 1.630914001056988383e+01
1.455025126713413330e+00 9.867145960998632859e+01 7.720982985485438377e-01 1.506714204224570253e+01 1.616668030862550154e+01 1.624327009092497320e+01 1.631144743805522523e+01 1.637072470114726741e+01
1.544454754983098255e+00 9.836089692467571410e+01 7.929056416838603516e-01 1.506125291129850297e+01 1.626876765578547079e+01 1.636279411744492407e+01 1.644256488295599894e+01 1.650720622831420670e+01
1.457002112281492234e+00 1.017292637987548289e+02 1.261382921944958380e+00 1.508565046750492655e+01 1.641825961355201002e+01 1.634786895920930760e+01 1.626309323150021768e+01 1.616489859046026822e+01
1.533087079516044948e+00 1.004081230821912385e+02 1.075318502537799814e+00 1.517350667905808237e+01 1.650317386331942160e+01 1.648325331592760890e+01 1.646247855186827636e+01 1.644086312044112930e+01
1.590947934964681121e+00 1.019149942400550799e+02 1.344897000523373132e+00 1.505902255024713199e+01 1.655678278065404285e+01 1.648316377105127373e+01 1.638971730262636584e+01 1.627774437416912079e+01
1.577801873668556176e+00 1.009002925878705952e+02 1.146442934629263943e+00 1.509752646971020162e+01 1.649672570880930067e+01 1.645366946129793462e+01 1.640635199368298558e+01 1.635492198508273631e+01
1.567181454912663252e+00 1.008214655391616645e+02 1.137115534070340273e+00 1.494373372830127522e+01 1.633027161749522094e+01 1.629107655903773733e+01 1.624835116745773433e+01 1.620220739263287157e+01
1.571364474686158363e+00 1.008235251535986947e+02 1.115810406981133207e+00 1.506493694495540403e+01 1.643916030175763510e+01 1.639825977404377966e+01 1.635384825538374187e+01 1.630604269302879672e+01
1.554477694459597270e+00 1.000465671972069259e+02 1.036066195063380047e+00 1.500439946185055895e+01 1.633955922228933844e+01 1.633722533597983073e+01 1.633488005009539634e+01 1.633252338469510789e+01
1.452778316118328750e+00 9.958610517744165236e+01 9.064722916514964535e-01 1.501698996998635494e+01 1.618380826824351360e+01 1.620600956928150183e+01 1.622740008371880549e+01 1.624796522546912669e+01
1.452574925928970639e+00 9.854326653186036822e+01 8.277521558964776593e-01 1.513826742659936819e+01 1.629449648854144783e+01 1.637106346667977164e+01 1.643700260483804243e+01 1.649174544677048004e+01
1.635414095582581773e+00 9.923529154295887622e+01 9.272833585387398880e-01 1.520988526706662114e+01 1.656416421788323490e+01 1.660694926933811644e+01 1.664645977792925891e+01 1.668260313597818367e+01
1.420610630595477097e+00 9.922574466959243011e+01 9.439769267314209733e-01 1.509203137560363395e+01 1.628203527516307147e+01 1.631863069521897103e+01 1.635227833481324566e+01 1.638289733147272287e+01
1.453448074946796842e+00 9.966512251701369962e+01 1.025540918754440645e+00 1.504766580360293204e+01 1.630599253614846589e+01 1.632106782424574831e+01 1.633557557476254374e+01 1.634950932179610561e+01
1.528909147606500873e+00 1.011664843708844046e+02 1.199750287815882110e+00 1.510120510193804932e+01 1.648220482626659233e+01 1.643109469549036206e+01 1.637300754588741469e+01 1.630824812090287779e+01
1.490514818416051490e+00 9.957552256562129855e+01 9.765004578377460831e-01 1.509741938514738813e+01 1.635428297374192397e+01 1.637528937012804420e+01 1.639537907234450742e+01 1.641453766882120746e+01
1.408862432436052581e+00 1.002119822915676792e+02 1.094714301270162782e+00 1.500919173795031725e+01 1.625269278125134420e+01 1.624378096488866419e+01 1.623465105855949631e+01 1.622530467506017970e+01
1.377761116274237141e+00 9.984660678843862058e+01 9.443131567169904539e-01 1.502609894954831482e+01 1.614996076911421596e+01 1.615760126732585178e+01 1.616513633717224963e+01 1.617256527656904552e+01
1.257969045214483161e+00 9.987596071901538153e+01 1.020886081701170012e+00 1.509726298927920496e+01 1.617486886153570325e+01 1.617990064639287695e+01 1.618486650821369111e+01 1.618976614462117425e+01
1.418966561114092251e+00 1.007866945733841249e+02 1.187432405478421993e+00 1.502491567215151314e+01 1.631327979663558381e+01 1.628257956545361296e+01 1.624885490674434152e+01 1.621218692149722429e+01
1.596719420000434431e+00 9.966328658605260671e+01 1.012563773583265547e+00 1.499118688814833433e+01 1.636315974386668870e+01 1.638018873978595025e+01 1.639659184762659550e+01 1.641236167610282948e+01
1.514375963674674086e+00 9.894479484797058433e+01 8.595985008813588069e-01 1.512377225473871789e+01 1.633464655436006296e+01 1.639282427255053065e+01 1.644530606187663579e+01 1.649185636655779064e+01
1.538004968462019839e+00 9.887257872072508746e+01 8.086162531293505928e-01 1.498293419075440625e+01 1.616859109086973589e+01 1.623567567845464055e+01 1.629633255790420066e+01 1.635025050402046176e+01
1.497684464792277570e+00 9.946937876547309543e+01 9.547924989048285349e-01 1.511555052204396787e+01 1.636626329308272787e+01 1.639317021695961429e+01 1.641864194516502806e+01 1.644264986440019172e+01
1.419453413572141720e+00 9.912625122047477078e+01 9.420623835314404504e-01 1.512687840744774270e+01 1.631934427860975489e+01 1.636013819757281951e+01 1.639715031184420369e+01 1.643026712336898143e+01
1.474327992329365067e+00 9.826784749227788041e+01 7.709747374463195024e-01 1.503574276989801639e+01 1.617368573500841578e+01 1.627032187819697384e+01 1.635182993294675313e+01 1.641721112886513012e+01
1.540583161192642381e+00 1.013227646217466571e+02 1.173672800592644672e+00 1.502045576171028785e+01 1.638754922470211639e+01 1.632475864141146005e+01 1.625319712605293887e+01 1.617334590212123047e+01
1.442889724165421272e+00 9.883437504880326685e+01 9.414800283529343172e-01 1.509521256800876188e+01 1.632136231384773950e+01 1.637430668713533777e+01 1.642023060753921371e+01 1.645888201642301141e+01
1.408336557682639434e+00 1.012348439128012529e+02 1.220736192701554090e+00 1.503958939301259967e+01 1.632164878712738698e+01 1.627325733440173039e+01 1.621762303121810334e+01 1.615507250593797295e+01
1.423952541519495352e+00 9.982616923593744218e+01 9.588647235540199709e-01 1.516106290601116768e+01 1.633550471022965311e+01 1.634424390209538203e+01 1.635284145880789453e+01 1.636129635117869796e+01
1.476197775255446487e+00 1.003082728884384238e+02 1.147888830551042405e+00 1.506767139533733513e+01 1.640186631553099872e+01 1.638941972700594008e+01 1.637648031411614369e+01 1.636305290142449209e+01
1.523249736991053371e+00 1.006867811038884639e+02 1.155686814927417760e+00 1.508073504482574201e+01 1.644701882224772049e+01 1.641691002520299847e+01 1.638434737620179504e+01 1.634939067573515104e+01
1.387870453554767680e+00 1.001736475971590465e+02 1.039145796969931368e+00 1.509551613441553286e+01 1.628408681684908288e+01 1.627621172832052565e+01 1.626819657661710039e+01 1.626004231255764765e+01
1.458944367135699416e+00 9.888767727649316441e+01 7.872947819823576943e-01 1.502704024330687993e+01 1.613075601758804112e+01 1.619537680051023187e+01 1.625416415080761112e+01 1.630682454685318561e+01
1.645775116099498891e+00 1.004412483883803162e+02 1.087951402240544319e+00 1.506072127046325804e+01 1.649670271906544272e+01 1.647396398485453162e+01 1.645014855990364921e+01 1.642527458819276376e+01
1.417263587899975752e+00 1.014902526910321967e+02 1.250888196034472433e+00 1.516829906304594644e+01 1.646687286390124783e+01 1.640904331493165103e+01 1.634066005758358386e+01 1.626230475641436612e+01
1.384560647973878122e+00 9.861346591254005034e+01 8.891041484169102116e-01 1.508492103258563510e+01 1.623282274904916278e+01 1.629664959086827736e+01 1.635102557417224745e+01 1.639552659430387749e+01
1.516053358987624389e+00 9.920554709313479691e+01 9.355392084926129614e-01 1.513508161144314812e+01 1.639908348931258786e+01 1.643958549534233882e+01 1.647678549514919055e+01 1.651058932678210311e+01
1.413863982715624745e+00 9.948872335059486716e+01 9.571983143734348332e-01 1.504443884990165259e+01 1.622606841238851061e+01 1.625051701541028137e+01 1.627370825258711662e+01 1.629561794648977013e+01
1.411435521304205798e+00 1.009271188559218047e+02 1.194444864860264577e+00 1.507525137003948501e+01 1.635579318987869968e+01 1.631941866849053824e+01 1.627890059286513846e+01 1.623437390373285893e+01
1.463484690734808025e+00 1.007368568382241136e+02 1.233263434769260813e+00 1.509110908616815827e+01 1.644829152199066868e+01 1.642170082819430377e+01 1.639230006168311249e+01 1.636015131384783317e+01
1.523572455972459938e+00 1.010474241600273473e+02 1.195249639946035947e+00 1.509570464673163315e+01 1.647372028621574813e+01 1.642850217163820403e+01 1.637763253963016297e+01 1.632132709483288835e+01
1.538236335763033313e+00 1.003571880835451822e+02 1.058079950412582182e+00 1.498305871784349819e+01 1.630629299573024937e+01 1.628842300277105792e+01 1.626990022458380025e+01 1.625073392402032013e+01
1.462461886729235605e+00 1.003345111776022947e+02 1.018531460048154980e+00 1.508603785812177200e+01 1.631474412166674526e+01 1.629786109400424010e+01 1.628044632096693434e+01 1.626250744411899518e+01
1.360106230436140873e+00 1.002747596067145537e+02 1.097618721060514613e+00 1.513111873530029428e+01 1.633093288789301667e+01 1.631972727695741199e+01 1.630816936786618498e+01 1.629626258633093272e+01
1.334599840145188177e+00 1.004613621289564236e+02 1.047818882571776244e+00 1.504823776561382864e+01 1.618473659600750381e+01 1.616407746661992562e+01 1.614248933411217379e+01 1.611999017189247141e+01
1.467173972473471810e+00 1.006489567335977995e+02 1.051307312005735239e+00 1.496525102779709115e+01 1.620832069121431829e+01 1.617573639517637218e+01 1.614116567121187629e+01 1.610466525049113073e+01
1.547115530655622351e+00 9.849776076095760402e+01 8.511136688870966083e-01 1.509699709851898319e+01 1.635268672856280858e+01 1.643340016940175019e+01 1.650185079117257558e+01 1.655741049176436164e+01
1.416824179135272033e+00 1.012103197832779387e+02 1.201527152591427505e+00 1.505593926179894737e+01 1.633514167318929111e+01 1.628580760280252093e+01 1.622953344887733351e+01 1.616663676355836543e+01
1.516048909215316431e+00 1.005821733789749004e+02 1.057175178967750373e+00 1.518221572555295573e+01 1.647469374234334438e+01 1.644502786399982952e+01 1.641369199795766320e+01 1.638072758388093320e+01
1.532618383296037390e+00 9.930072436372488198e+01 9.361129286182476861e-01 1.508008011631933343e+01 1.635322214947484198e+01 1.638971667974916002e+01 1.642364771997537787e+01 1.645494885334263202e+01
1.323441310779636781e+00 1.001657757051857658e+02 1.096505438583160075e+00 1.510838931001265628e+01 1.627939611713446411e+01 1.627292067294053979e+01 1.626631930429642736e+01 1.625959272502894493e+01
1.442218747009720303e+00 1.002507924576549669e+02 1.098349808402887762e+00 1.515115801635998061e+01 1.642491846051636273e+01 1.641412952591372942e+01 1.640302856036855772e+01 1.639161830649596396e+01
1.448268437703292388e+00 9.954234161470550646e+01 9.150522994173356794e-01 1.510546529555832684e+01 1.627838257894325835e+01 1.630243156407192373e+01 1.632548174907309502e+01 1.634751389988118930e+01
1.449220514747965316e+00 1.004670331590143348e+02 9.984315342101118818e-01 1.496840636749180398e+01 1.616321106995090773e+01 1.613874915946092869e+01 1.611328888195725284e+01 1.608685195646220123e+01
1.546136065225360401e+00 9.963950722719604869e+01 9.086199554202954998e-01 1.496861175167068936e+01 1.620927412469689699e+01 1.622992592767270637e+01 1.624992596075771800e+01 1.626926388916015043e+01
1.511875143125391840e+00 9.843489639791722823e+01 7.482560099286101885e-01 1.512246523788551755e+01 1.625646745030634932e+01 1.635053939120621180e+01 1.643236485711162942e+01 1.650112787651191937e+01
1.525780233015701759e+00 1.005773387758469397e+02 1.148198616821393792e+00 1.505492993886496578e+01 1.642301236553133847e+01 1.639776315627840830e+01 1.637076733716784460e+01 1.634206002139402258e+01
1.317198577053690256e+00 1.026799951359105734e+02 1.374201384257847325e+00 1.507093998567454385e+01 1.630342844477090480e+01 1.621101865347966253e+01 1.608801619493755908e+01 1.593772169513776582e+01
1.422044755869910748e+00 1.007952736446100630e+02 1.179493415903151821e+00 1.505964937477437005e+01 1.634571492766558976e+01 1.631406393318041737e+01 1.627933071098467011e+01 1.624160060423641028e+01
1.506195192250550541e+00 9.890344015805159472e+01 8.733606381065300850e-01 1.507470263411038403e+01 1.629372301065075490e+01 1.635234396015191294e+01 1.640476714720137252e+01 1.645073827002157429e+01
1.372231381120409210e+00 1.002551137760615774e+02 1.086391735677410431e+00 1.508608218845145466e+01 1.629006983003403519e+01 1.627939027857260967e+01 1.626840568638673545e+01 1.625711886142516960e+01
1.421901166709307773e+00 9.997553802220359387e+01 9.676425510759000259e-01 1.511885192781547715e+01 1.629109831014962140e+01 1.629233413877127390e+01 1.629356719386976593e+01 1.629479747253077448e+01
1.577002269226608133e+00 1.001515732453391365e+02 1.043996808397627207e+00 1.511975032587852041e+01 1.647534249685931940e+01 1.646761884291650802e+01 1.645977330866638866e+01 1.645180660353731383e+01
1.524698704377710268e+00 1.011151010971065745e+02 1.139331461714711891e+00 1.501453448235006150e+01 1.635203042600548073e+01 1.629814091615636684e+01 1.623809092992967962e+01 1.617216866821930310e+01
1.591507028519471234e+00 1.001131592033423203e+02 1.058818282429752289e+00 1.497260486041571070e+01 1.635447211681622548e+01 1.634883019016047001e+01 1.634311884985367769e+01 1.633733838396276994e+01
1.432025622808505094e+00 9.972526981743976648e+01 9.289982913502491391e-01 1.510474003170533308e+01 1.626648827227367633e+01 1.628080630260963346e+01 1.629477197586947312e+01 1.630838110784698713e+01
1.475684129940709077e+00 9.928566314074528520e+01 9.637704283972599040e-01 1.500767541125365057e+01 1.625652773690043773e+01 1.629077792136448721e+01 1.632240642288580901e+01 1.635134861692950636e+01
1.607129065441300630e+00 1.001946405373521856e+02 1.121719495457190963e+00 1.507328112503191520e+01 1.651243677070561233e+01 1.650359857853500145e+01 1.649454729571654354e+01 1.648528427072271896e+01
1.438719842062054388e+00 9.904579494731963507e+01 9.034558214071870541e-01 1.502353542422399180e+01 1.620540375613807171e+01 1.625287103787045595e+01 1.629583524723655330e+01 1.633413900577780353e+01
1.479241670625148553e+00 9.987018562781364039e+01 1.081073051372502425e+00 1.502971732938451410e+01 1.634073258155272867e+01 1.634628425889822978e+01 1.635174812015193879e+01 1.635712380086983586e+01
1.473120108220778546e+00 9.949677441004841683e+01 9.731384660530169040e-01 1.511144592089376104e+01 1.635493232162220778e+01 1.637939975061820519e+01 1.640258681382978168e+01 1.642447009721639617e+01
1.398804523019141488e+00 1.001901883753616431e+02 1.087120290825751789e+00 1.510237928489621240e+01 1.633288243372174264e+01 1.632486089765093240e+01 1.631666545561667547e+01 1.630829727347392577e+01
1.465292617136422892e+00 1.008585690798586256e+02 1.171773523802793093e+00 1.502444540468234990e+01 1.634226058243422131e+01 1.630612584804026710e+01 1.626632538055583410e+01 1.622297301326239349e+01
1.558121590871417661e+00 9.970213773284888248e+01 9.099370455788690082e-01 1.511940973174452729e+01 1.636722671455921585e+01 1.638452141664324202e+01 1.640137036201389620e+01 1.641776761401705187e+01
1.444151132041133767e+00 1.000536381269482860e+02 1.137960670696927412e+00 1.508153586214814723e+01 1.639045956089171341e+01 1.638839690187280240e+01 1.638631941527734881e+01 1.638422712467639997e+01
1.385786228492720484e+00 9.934601112980983828e+01 9.190922507995527013e-01 1.507046761010837521e+01 1.620605278296694252e+01 1.623792424712258864e+01 1.626779870962433350e+01 1.629562506848762382e+01
1.537259880643377707e+00 9.914480916181584291e+01 8.786777732868803481e-01 1.510224823426625029e+01 1.633718304005232014e+01 1.638496153573893821e+01 1.642897326105698852e+01 1.646908897273550210e+01
1.501791188442117342e+00 9.914802677052919933e+01 9.623044139761931515e-01 1.511106493778914484e+01 1.638783276449373005e+01 1.642864345566747630e+01 1.646561429482383687e+01 1.649863753692190471e+01
1.548274615966874102e+00 9.884676622099436827e+01 9.089241849248577143e-01 1.506108709997325512e+01 1.634884457135774127e+01 1.640833957865103798e+01 1.646059816173465506e+01 1.650533962691400447e+01
1.605520870238110298e+00 9.970103104265670879e+01 9.749919076827585629e-01 1.505954002269306891e+01 1.640516393631818914e+01 1.642142482004366499e+01 1.643720226646904692e+01 1.645249067496929030e+01
1.408373020418455468e+00 1.009324529363910301e+02 1.070838048638830253e+00 1.497460761381888616e+01 1.616934912720337891e+01 1.612407444144074375e+01 1.607492783528750024e+01 1.602207485658020047e+01
1.510529630116165034e+00 9.954249295884919491e+01 9.411077006232968500e-01 1.510872948888887812e+01 1.635473170496985773e+01 1.637886836180139127e+01 1.640194586416780709e+01 1.642394496800043768e+01
1.510653777312108037e+00 9.939370776149927167e+01 1.000575119794101742e+00 1.506333324011851715e+01 1.636528695923671606e+01 1.639368788232422602e+01 1.642013482486232689e+01 1.644458894246344727e+01
1.431556870770782641e+00 1.006945999495258661e+02 1.112011079788674195e+00 1.502088401208514057e+01 1.627573056944219587e+01 1.624469905254088431e+01 1.621136892893540349e+01 1.617580280027962658e+01
1.601794736977683264e+00 1.015347060092311864e+02 1.290440560187000818e+00 1.508267808927794107e+01 1.657296856904872229e+01 1.651057155606819649e+01 1.643530537571994188e+01 1.634784837908165755e+01
1.471054012159239699e+00 9.887463092988961932e+01 9.664233810575844075e-01 1.504755832136098270e+01 1.631466270113161698e+01 1.636482016735038414e+01 1.640824372911051299e+01 1.644471140312369073e+01
1.552909859014224292e+00 9.921591120230003469e+01 9.672754263306121425e-01 1.504804516569255313e+01 1.636879119335703336e+01 1.640770480831354305e+01 1.644326669690603993e+01 1.647538919475455188e+01
1.384622431874069859e+00 9.907089294766740295e+01 9.783210855251384119e-01 1.511948905333688842e+01 1.631165847738265384e+01 1.635106092284911128e+01 1.638618839714273179e+01 1.641691896751749979e+01
1.381244909521320174e+00 1.006831745535157268e+02 1.068619092661629244e+00 1.512035307730787892e+01 1.630162854235958747e+01 1.627004539094802382e+01 1.623637282244391500e+01 1.620067203238570741e+01
1.378939570765148392e+00 1.003642182666498570e+02 9.997411562339683089e-01 1.509187364121989106e+01 1.623472334796987582e+01 1.621683415562354469e+01 1.619836011416681032e+01 1.617931082796050646e+01
1.479365515378694873e+00 9.998817100866847341e+01 9.844472807504620615e-01 1.506760380796938570e+01 1.630047367527846802e+01 1.630108111583893660e+01 1.630168787486299564e+01 1.630229395201540044e+01
1.455025126713413330e+00 9.867145960998632859e+01 7.720982985485438377e-01 1.506714204224570253e+01 1.616668030862550154e+01 1.624327009092497320e+01 1.631144743805522523e+01 1.637072470114726741e+01
1.383034635339570162e+00 1.003344459608509993e+02 1.084452873354090352e+00 1.509705549462486474e+01 1.630591847809895256e+01 1.629158246454234060e+01 1.627672249884620470e+01 1.626134509899717528e+01
1.400726610520663051e+00 1.005951160326853397e+02 1.107883050223247068e+00 1.509307058041200911e+01 1.632226720625010685e+01 1.629645803107949931e+01 1.626898634417707967e+01 1.623989009840811093e+01
1.436981044287657827e+00 1.005253405787568681e+02 1.074662450882162723e+00 1.508486699481687054e+01 1.632545234052584959e+01 1.630097668820735635e+01 1.627518997079114271e+01 1.624811998845459726e+01
1.383343984208914357e+00 9.784741259203680386e+01 7.582272183512469566e-01 1.510893906055747848e+01 1.618949337395273247e+01 1.629819858032366042e+01 1.638421727766288427e+01 1.644590855923672024e+01
1.544588310385168306e+00 9.980946598832879602e+01 8.935320693746404697e-01 1.507310106652344217e+01 1.628830634391371746e+01 1.629965453600630454e+01 1.631082626960243331e+01 1.632181993747716930e+01
1.314138904771707139e+00 9.805850155974586357e+01 7.503023261345207473e-01 1.512936668041113997e+01 1.613777738796578021e+01 1.623454321128862432e+01 1.631422718853054832e+01 1.637559770700676154e+01
1.522899954014401480e+00 9.928774959776647790e+01 9.517334443634108965e-01 1.507129271609320043e+01 1.635013460581043176e+01 1.638609473022460250e+01 1.641938418208919259e+01 1.644993534268722257e+01
1.509776407828237854e+00 1.005507181913672810e+02 1.122655334013585415e+00 1.513720974558579080e+01 1.647458869939344339e+01 1.644969174767956588e+01 1.642324062524139094e+01 1.639526665407804629e+01
1.542372086765458672e+00 9.968772443975032616e+01 1.085869133816594889e+00 1.511503638358743729e+01 1.649347240958547545e+01 1.650682415876477549e+01 1.651963675576936552e+01 1.653190523724229166e+01
