A w B x0 k f sigma_v
5.894419021804277037e+01 4.951089108245853687e+00 6.065391787609159735e+01 -1.232520880233984428e+00 6.613203713935622563e-01 2.918379381829233310e+01 4.951089108245853510e+01
4.951009090541169400e+01 5.075186103191399845e+00 5.997457934969666837e+01 -1.633687086741268502e+00 7.146803105235921549e-01 2.512729253308883415e+01 5.075186103191399667e+01
5.128286470965501564e+01 5.082516427101646528e+00 5.834742428408846848e+01 3.483785766188809419e-01 6.524879100703460111e-01 2.606460023156529360e+01 5.082516427101646173e+01
5.328985222108178021e+01 4.833730824286957883e+00 5.981419449196224747e+01 8.333807198432907626e-04 5.819155041240446913e-01 2.575888013027397960e+01 4.833730824286958239e+01
5.295899586972468143e+01 4.793604453882556626e+00 5.861836292037700957e+01 -5.117103001002494267e-01 4.734614989888701331e-01 2.538644784742601601e+01 4.793604453882556982e+01
5.437925673597231224e+01 4.684607022427050183e+00 5.919604499854715840e+01 -5.094937547013440593e-01 5.340630240723236444e-01 2.547454479796993709e+01 4.684607022427050538e+01
5.678879066679753862e+01 5.301041447092661230e+00 5.798236403551852902e+01 -1.243537326718232805e+00 7.547588032061827157e-01 3.010397330549626460e+01 5.301041447092661230e+01
5.662344622336625832e+01 5.241609400880085090e+00 5.756999928436573555e+01 -1.277371006681720544e+00 7.005964315942425635e-01 2.967979880346245380e+01 5.241609400880085445e+01
5.349370196896732210e+01 4.977695991918277940e+00 5.753777302460424181e+01 -6.355542092173269708e-01 6.035977991592995640e-01 2.662753858837995224e+01 4.977695991918277940e+01
4.068167587820743591e+01 5.095856745624979034e+00 6.040530901254359719e+01 -7.074506015555641625e-01 6.256470898418549087e-01 2.073079924472923352e+01 5.095856745624978856e+01
5.364863550860503949e+01 4.660264335053056151e+00 6.248767683570959264e+01 -8.600543923308485716e-01 6.336437496879692155e-01 2.500168226850130537e+01 4.660264335053056328e+01
5.451182691390139468e+01 4.540839825382660955e+00 5.849469391890549730e+01 -5.108534761757095310e-01 5.766118324901448045e-01 2.475294746050098382e+01 4.540839825382661132e+01
4.644675332362159281e+01 5.266999948469611503e+00 5.761382603841595795e+01 -1.026133493240863004e+00 6.583597886348584449e-01 2.446350473620956834e+01 5.266999948469611326e+01
5.538044702600281255e+01 4.824331922547935747e+00 5.766991569929096073e+01 -1.259757698763962708e+00 6.494455449087841448e-01 2.671736584725202945e+01 4.824331922547935392e+01
5.321983633855358420e+01 4.618937233680298959e+00 6.125322716931464839e+01 -1.584599363967207353e-01 5.885181555744207760e-01 2.458190836345169572e+01 4.618937233680298959e+01
4.649728663071466173e+01 5.005245131254039137e+00 6.287725211057392016e+01 -4.587111532671812597e-01 5.892256804726092589e-01 2.327303175249080880e+01 5.005245131254039137e+01
4.819315925538970902e+01 4.983241764348990799e+00 6.229626204188672745e+01 -1.147539791548551236e+00 6.440248077642156677e-01 2.401581639573801041e+01 4.983241764348990444e+01
5.698473916520143945e+01 4.774133861819149338e+00 5.903172446948838825e+01 2.869179745254175629e-01 6.104151091718199584e-01 2.720527728555200753e+01 4.774133861819149161e+01
5.099247893855103086e+01 6.137809258028512183e+00 5.535316893208452882e+01 -9.051851233918224438e-01 6.016477277157623593e-01 3.129821093188624559e+01 6.137809258028512005e+01
5.298146645452502668e+01 5.480578762931644476e+00 5.800571116189614429e+01 -9.405082909830522198e-01 7.080956266512361541e-01 2.903690998796452050e+01 5.480578762931644121e+01
5.809946770167844221e+01 4.554262686925312664e+00 6.051175407082489954e+01 -1.041071483859003166e+00 4.983686804676485949e-01 2.646002378839764901e+01 4.554262686925312664e+01
5.303464047810464166e+01 4.056760951333774123e+00 6.229524810280880587e+01 -5.761864792427839888e-01 8.572125479291881067e-01 2.151488585596004910e+01 4.056760951333774301e+01
5.636976397585854670e+01 5.102680156171581771e+00 5.838494780577807575e+01 -6.225196787402165199e-01 5.927827346561804767e-01 2.876368760476891140e+01 5.102680156171581416e+01
5.657282948742352602e+01 5.618469496245703354e+00 5.565935525255345340e+01 -5.319231594764648463e-01 6.963051596440981150e-01 3.178527167913984997e+01 5.618469496245702999e+01
4.860335714104856919e+01 5.380475266013465152e+00 5.846144846820727992e+01 -8.397218304783446996e-01 5.297376303732850289e-01 2.615091609426307429e+01 5.380475266013465330e+01
5.447616738022358618e+01 4.432518352565494979e+00 5.956688814128832377e+01 -1.443465176086320412e-01 6.578782199115078555e-01 2.414666116902708026e+01 4.432518352565494979e+01
4.647431473491118936e+01 5.813145861595071295e+00 5.934737692896218419e+01 -1.366394455090684801e-01 6.783942228480561720e-01 2.701619703717158316e+01 5.813145861595071295e+01
5.269945422124187218e+01 5.016426400045204126e+00 5.864195703141022165e+01 -8.853982592095466231e-01 5.331135125193058322e-01 2.643629334234113770e+01 5.016426400045204304e+01
5.128677579210895487e+01 5.291434979695657681e+00 5.802896837892747328e+01 -1.015540059669236328e+00 6.067860603449910517e-01 2.713806394221737861e+01 5.291434979695657859e+01
5.870283608230673167e+01 4.888671597814337133e+00 5.953681593175108588e+01 -7.099731940559550480e-01 7.773469017094167821e-01 2.869788874667235490e+01 4.888671597814337133e+01
5.779807811925826400e+01 5.194113070873317639e+00 5.650119487342707458e+01 2.913846943120912414e-01 6.130514986726405269e-01 3.002097530305964668e+01 5.194113070873317639e+01
6.084194802602593910e+01 4.147398542317874082e+00 6.115866167878818516e+01 -1.395049444005103112e-01 5.827700368929213948e-01 2.523358065549198415e+01 4.147398542317873904e+01
5.630572132091293014e+01 5.079730819471722114e+00 5.965148899195570209e+01 -6.480829284793827583e-01 6.154713685410979629e-01 2.860179079064274532e+01 5.079730819471721759e+01
5.308905612245813188e+01 5.237176559260452890e+00 5.905739978694862913e+01 -8.176404991709773640e-02 5.618035490212236471e-01 2.780367602778003544e+01 5.237176559260453246e+01
4.858387669068807924e+01 5.217355613596911468e+00 6.120805523738789589e+01 -1.163302033327639151e+00 6.345254595309823831e-01 2.534793617824615808e+01 5.217355613596911468e+01
5.734386696977250608e+01 4.748108391590326605e+00 5.901740860989590232e+01 2.395872403413115137e-01 5.899343036615201097e-01 2.722748959654161993e+01 4.748108391590326960e+01
5.377910556158396105e+01 5.198239498013980331e+00 5.860086271427677218e+01 -4.003198963066303406e-01 6.150663105741382974e-01 2.795566706980890714e+01 5.198239498013980153e+01
5.990419640837541948e+01 4.827940821914372904e+00 5.936719535420847649e+01 1.847031212821974577e-01 5.346653964399112891e-01 2.892139152439720462e+01 4.827940821914373259e+01
6.058172279597361154e+01 4.812556450823926468e+00 5.913989317592191952e+01 -5.062309125018629175e-01 4.531440235996355703e-01 2.915529608437897124e+01 4.812556450823926468e+01
4.421770800423514203e+01 5.717691571469402767e+00 6.143242243875894815e+01 2.019398838373120952e-02 6.466654344733384630e-01 2.528232163655103903e+01 5.717691571469402589e+01
5.442079363086683941e+01 4.727381714452002726e+00 5.899179978074250386e+01 -5.519372012511976067e-01 6.163185044340542262e-01 2.572678646965259119e+01 4.727381714452002370e+01
5.114856466000550483e+01 5.439065351984933905e+00 5.711828099680841575e+01 -4.298505231406259952e-01 5.230320685408995640e-01 2.782003858459970047e+01 5.439065351984933727e+01
5.505651715107440225e+01 4.825265189459302384e+00 6.027205711931591736e+01 -8.871927752362669395e-01 5.866028157098786000e-01 2.656622956619483489e+01 4.825265189459302206e+01
5.139797623096382750e+01 4.777583397060131354e+00 5.971664438091944760e+01 -1.904499051984238633e-01 6.235389829896966774e-01 2.455581178835440426e+01 4.777583397060131176e+01
4.920015534190903850e+01 4.910859718480198310e+00 6.130362235679195493e+01 -5.235814851354252397e-01 6.538591165506881797e-01 2.416150610115494501e+01 4.910859718480197955e+01
5.861859038894772311e+01 4.113390892132157362e+00 6.131271408440463233e+01 3.595727112541666770e-01 6.110843000944750081e-01 2.411211758155231877e+01 4.113390892132157717e+01
5.398115650823243072e+01 4.988149363341570108e+00 6.131500588823596587e+01 -9.728360332573675606e-01 7.309686395059933339e-01 2.692660714689812451e+01 4.988149363341570108e+01
4.533477216829263767e+01 5.193220454939131869e+00 6.151837536359754210e+01 -3.072047430378983535e-01 5.515847995075193744e-01 2.354334661443825638e+01 5.193220454939131514e+01
5.789703752735666598e+01 5.406577656628384965e+00 5.955664216300243652e+01 -1.347238126058272201e-01 6.486381675507779665e-01 3.130248294803816478e+01 5.406577656628385142e+01
5.446892292503464716e+01 4.622703471287738175e+00 5.880586767195070763e+01 -6.375223425999880789e-01 4.840273694232259949e-01 2.517936790828619209e+01 4.622703471287738353e+01
6.438241575749346168e+01 5.218867367440149785e+00 5.754843705365215811e+01 -2.717194206406645662e-01 5.551631300776813660e-01 3.360032886337471325e+01 5.218867367440149962e+01
4.855257938259273232e+01 4.963473788484343174e+00 5.951441599291050721e+01 -7.601596489917845645e-01 5.669915646540646392e-01 2.409894551288043729e+01 4.963473788484343174e+01
4.960052954550253901e+01 4.743880252041544843e+00 6.221550884603173870e+01 -1.332587977264054757e-01 5.846467219258706383e-01 2.352989726017126770e+01 4.743880252041545020e+01
5.101494351258326532e+01 4.768574701027141316e+00 5.918705014093601591e+01 -9.465160087169657288e-01 6.255285767623735005e-01 2.432685690084332464e+01 4.768574701027141316e+01
5.279476914947039035e+01 5.313201007110682994e+00 6.059010097900451086e+01 -5.758354782582664200e-01 6.726913505491947110e-01 2.805092206151421053e+01 5.313201007110683349e+01
5.605184262705959952e+01 4.176911626143806622e+00 6.167908351202227379e+01 -2.983218088135171087e-01 5.493696541680104239e-01 2.341235931357482514e+01 4.176911626143806444e+01
5.124712874342491631e+01 4.592092295315733708e+00 6.005211583207188397e+01 -9.399736628437906916e-01 6.549295000487331819e-01 2.353315450597350633e+01 4.592092295315733708e+01
4.524622178472703382e+01 5.770821870671009712e+00 6.072049439701012830e+01 5.519749324181617567e-01 4.183030042122255487e-01 2.611078862405338441e+01 5.770821870671009890e+01
5.082567302082876637e+01 5.591812290033623789e+00 5.842011475515780461e+01 -1.860778813168533219e-01 5.292238714550427936e-01 2.842076230471007037e+01 5.591812290033623611e+01
4.924206014011853938e+01 5.378857529201624743e+00 5.963154599472154871e+01 -4.597176062798666862e-01 7.058717713540669791e-01 2.648660259380758220e+01 5.378857529201624743e+01
5.553430690120180202e+01 5.387407051146343662e+00 5.822614165426703892e+01 -7.190576197715969897e-02 6.160865519076694774e-01 2.991859165800596543e+01 5.387407051146343662e+01
4.590090983007307557e+01 6.360692307836917081e+00 5.941088958011096111e+01 -8.747467538506228379e-01 6.562876363892546916e-01 2.919615640788617128e+01 6.360692307836917081e+01
5.291838135358937478e+01 5.443300812544423550e+00 5.946077259726813935e+01 -1.054112916738930039e+00 6.803982099565770714e-01 2.880506682205287206e+01 5.443300812544423195e+01
5.494615040360243086e+01 5.125992586484806601e+00 5.756038520051893670e+01 -3.843690232308265564e-01 5.967808700391050714e-01 2.816535596247452489e+01 5.125992586484806424e+01
5.511203596404899940e+01 5.610754823124849189e+00 5.768368974807569316e+01 -2.695041736572694191e-01 6.033667384510947862e-01 3.092201215975180872e+01 5.610754823124849366e+01
6.060057847378179474e+01 4.465203582447535346e+00 6.011887521167339798e+01 -5.086500830009423879e-01 6.741127593945390739e-01 2.705939200995234728e+01 4.465203582447535524e+01
5.575637670570503701e+01 4.491001110764013760e+00 6.079000538632008954e+01 -4.136714155264247239e-01 6.980360174269089057e-01 2.504019497174980913e+01 4.491001110764013760e+01
5.616935700125544884e+01 4.451624364908285614e+00 5.853871700500567243e+01 4.647250361751602554e-01 5.371557029460742871e-01 2.500448781880205473e+01 4.451624364908285258e+01
5.081421276368560314e+01 4.801036980485669403e+00 6.010185011462363036e+01 2.663581339101099843e-01 6.629702704929958390e-01 2.439609146127214956e+01 4.801036980485669403e+01
4.987457070081028832e+01 5.099386272659189423e+00 5.992230020046160632e+01 -3.795623029516548286e-01 6.296819621840639147e-01 2.543297011864822110e+01 5.099386272659189245e+01
6.112461179838851422e+01 4.789592668508171336e+00 5.824593365245256393e+01 -2.095153074952804673e-01 5.500581622349371980e-01 2.927619925349696928e+01 4.789592668508171158e+01
5.624399322506648957e+01 4.685339124201030714e+00 5.834056643283545185e+01 -3.867778011282769768e-01 5.858054021366716491e-01 2.635221819587017222e+01 4.685339124201030359e+01
4.997764959067897195e+01 5.109470127781940541e+00 5.852095229534943854e+01 -3.629037471995140152e-01 5.812775761177162437e-01 2.553593076403275219e+01 5.109470127781940363e+01
5.746402668093515587e+01 4.134069637611730741e+00 6.195704419545815256e+01 -3.879121121085482571e-01 5.780149531477321023e-01 2.375602879565644088e+01 4.134069637611730741e+01
4.373928837476314158e+01 4.476345669693769125e+00 6.170679368795158837e+01 -1.244575250865322502e+00 5.641063368235275099e-01 1.957921741118580172e+01 4.476345669693769480e+01
5.402380978602374739e+01 4.086712061035571608e+00 6.243337374723629551e+01 -5.919212676779554982e-01 5.826887853579036936e-01 2.207797550356347926e+01 4.086712061035571253e+01
5.762414727469523967e+01 5.007391280331531469e+00 6.050353879053808015e+01 -6.062731515269383920e-01 5.843719494202495035e-01 2.885466525998489118e+01 5.007391280331531647e+01
5.238985365797845617e+01 4.807442883792676369e+00 5.913265370995382852e+01 -3.429501511135146785e-01 4.781569708346755654e-01 2.518612291509882439e+01 4.807442883792676014e+01
4.993452405289887253e+01 4.639686835969515144e+00 6.201694186593569214e+01 -2.572473584607593011e-01 6.359557559320401232e-01 2.316805539086380250e+01 4.639686835969514789e+01
5.748893215508363852e+01 4.623514072548934095e+00 5.996137359628119867e+01 -1.392918101154023702e-01 6.638390013144115365e-01 2.658008868348401421e+01 4.623514072548934450e+01
5.361626132060995076e+01 4.838532094933894356e+00 6.045699017179411072e+01 -5.920037680669292257e-01 5.095671389065370427e-01 2.594240012101339943e+01 4.838532094933894712e+01
5.704761464809068627e+01 4.420815400928193029e+00 5.978281491084220534e+01 -6.051556342490211904e-01 5.406508204659719041e-01 2.521969734224961002e+01 4.420815400928192673e+01
5.485800027246280308e+01 4.628767182903415822e+00 5.979528298519743146e+01 -7.346182136856302947e-01 6.975785526437856543e-01 2.539249113808824632e+01 4.628767182903416000e+01
4.912469162676816836e+01 5.291371348052563484e+00 6.012836695752188376e+01 -4.403524788828967473e-01 5.290104524442067468e-01 2.599369857557987729e+01 5.291371348052563661e+01
5.668549799301851522e+01 4.819397643892628480e+00 6.043781472387799170e+01 -3.729042319992608157e-01 5.471600506451885781e-01 2.731899554704337518e+01 4.819397643892628480e+01
6.049573006046340140e+01 4.893771633606764482e+00 5.998537817225410862e+01 1.684329042800758458e-01 6.950247904489570416e-01 2.960522877242278383e+01 4.893771633606764482e+01
4.250947195251502109e+01 5.263173218651440166e+00 6.013540601337955849e+01 -3.739403960756035872e-01 6.077588409923573298e-01 2.237347143194916299e+01 5.263173218651439811e+01
5.396355299545333395e+01 5.056510701294915755e+00 5.878535401053382969e+01 -1.035806317283130440e+00 6.506167957544599645e-01 2.728672832014050798e+01 5.056510701294915577e+01
5.199756410171576704e+01 4.572833681413783324e+00 6.154041815416007921e+01 -1.463518230983122947e-01 6.061088591614995913e-01 2.377762124757980899e+01 4.572833681413783324e+01
4.631058523714875719e+01 5.611938172466951258e+00 5.938311518304558945e+01 -7.653593680930086407e-01 7.237097223641864030e-01 2.598921410816395650e+01 5.611938172466950903e+01
5.621545312726793497e+01 4.809365784879586769e+00 6.032040345251864721e+01 -6.240420977410821024e-02 5.864867682078798161e-01 2.703606768517845538e+01 4.809365784879587125e+01
5.837270918457472391e+01 4.756180513516888198e+00 5.886209236466248740e+01 -5.977897051814036189e-01 6.022723658916258049e-01 2.776311419448625628e+01 4.756180513516888198e+01
5.538235471957187173e+01 5.755836088697624753e+00 5.808944199248792017e+01 -2.338142393108757489e-01 5.309191820909882065e-01 3.187717559719649785e+01 5.755836088697624575e+01
6.049573006046340140e+01 4.893771633606764482e+00 5.998537817225410862e+01 1.684329042800758458e-01 6.950247904489570416e-01 2.960522877242278383e+01 4.893771633606764482e+01
5.329060659856265403e+01 4.677442777999668344e+00 5.964907988998837851e+01 -1.016110497703285986e+00 7.041158753198539788e-01 2.492637629696683632e+01 4.677442777999668522e+01
5.080418246607132460e+01 5.110544482909769926e+00 6.064919454931857246e+01 -8.851514361803296538e-01 7.606390735184640484e-01 2.596370344107220873e+01 5.110544482909769926e+01
5.344881130563025806e+01 5.152357494094461643e+00 5.892065357566542616e+01 -1.000736294984799102e+00 5.469488868744225574e-01 2.753873834810048749e+01 5.152357494094461288e+01
5.162585178235272565e+01 4.396536387481686958e+00 6.169281946263910044e+01 -4.636559145239544932e-01 6.538576800315349935e-01 2.269749358958500451e+01 4.396536387481687314e+01
5.554007067774742268e+01 5.197319383138486515e+00 5.750033277869489723e+01 1.187613717794029355e-01 4.683235034777142314e-01 2.886594858743382019e+01 5.197319383138486160e+01
5.275625841374174030e+01 5.032896191572273636e+00 5.948591362771549029e+01 -2.951193807961374205e-01 6.777829757503854857e-01 2.655167720521235353e+01 5.032896191572273636e+01
5.541864049441466022e+01 4.974060552767188170e+00 5.753782542004716305e+01 -3.079115449688210049e-01 5.260575814943433404e-01 2.756556735712542761e+01 4.974060552767188170e+01
6.305195342560240590e+01 4.724597784915543386e+00 5.933481981359018675e+01 -7.984807617450666584e-01 6.526886263984241765e-01 2.978951194891991605e+01 4.724597784915543741e+01
5.204170398788623686e+01 4.327878945785249343e+00 6.063699544015744891e+01 -3.127181756396240075e-01 5.205737397071075190e-01 2.252301949919610990e+01 4.327878945785249698e+01
4.964664711742243952e+01 5.343489312376262568e+00 5.993879714354640953e+01 -1.486808598547899152e+00 7.622064456762951412e-01 2.652863282672625900e+01 5.343489312376262745e+01
5.477132650305220807e+01 4.523477309576469096e+00 5.849257255722745441e+01 -6.328958070753039067e-01 6.096606456411255426e-01 2.477568526519609549e+01 4.523477309576469452e+01
5.086912545253404971e+01 4.932531720647047813e+00 6.299228325412848761e+01 2.208492226484857213e-01 6.945196318812869585e-01 2.509135748961983126e+01 4.932531720647047990e+01
5.315772347640673701e+01 4.635343501959743762e+00 5.720318803947227337e+01 -6.185765342437452574e-01 4.568339412094641894e-01 2.464043080953349119e+01 4.635343501959744117e+01
5.412847770556220439e+01 4.646761969188580643e+00 6.069337776057154343e+01 -4.910519451129928825e-01 6.568317057745820531e-01 2.515221516522784029e+01 4.646761969188580821e+01
5.100726444356941158e+01 5.051365552003212578e+00 5.943549945833779447e+01 -1.080953663484038429e+00 7.818541253786708278e-01 2.576563385121648508e+01 5.051365552003212400e+01
5.148359772104738852e+01 5.570410084039139065e+00 5.691142116256742156e+01 -3.019366445372551055e-01 6.120693982880724970e-01 2.867847519079368368e+01 5.570410084039139065e+01
5.517673838825902521e+01 4.877881511845956197e+00 5.884213447556575716e+01 -3.787919853692685024e-01 6.644384788227013505e-01 2.691455920680497371e+01 4.877881511845956197e+01
5.486531058077567025e+01 5.380684952490585538e+00 5.900863076273535768e+01 -9.029684564995790197e-01 6.211673708872265109e-01 2.952129510557021419e+01 5.380684952490585715e+01
5.231548803223996202e+01 4.670899443128423201e+00 5.848644918574653673e+01 -9.912602768062779290e-01 7.459285721978090589e-01 2.443603839167813163e+01 4.670899443128423201e+01
4.719709581938153775e+01 5.186608521105883440e+00 5.995962516506860851e+01 -1.189340101910207892e-01 5.433363466356020410e-01 2.447928593482551562e+01 5.186608521105883085e+01
5.669644450963655657e+01 4.709598917864013856e+00 6.030818323594863983e+01 -1.574686348127585234e-01 5.635618470057996987e-01 2.670175137093214701e+01 4.709598917864013856e+01
5.238244331007287968e+01 4.420178244100040565e+00 6.228402006086414389e+01 1.555727687072021581e-01 6.124638029130384798e-01 2.315397362919878432e+01 4.420178244100040388e+01
6.169096330705534825e+01 4.342593874144894173e+00 5.874029144747997577e+01 -7.287914491465343758e-01 5.955455179320148229e-01 2.678987993473160145e+01 4.342593874144894528e+01
5.633302676771376838e+01 5.221373230217258410e+00 6.071644209306390394e+01 -3.760375128656452404e-01 5.495267515744270970e-01 2.941357579420529333e+01 5.221373230217258765e+01
5.396240179678248694e+01 5.099692158590977797e+00 5.862969601975925116e+01 9.885973430590766498e-02 5.696962291806708656e-01 2.751916373017873596e+01 5.099692158590977442e+01
5.314763234570516204e+01 4.506589811733087814e+00 5.891778985155424664e+01 4.129169362129498921e-01 6.255708743950685324e-01 2.395145784468908090e+01 4.506589811733087458e+01
5.340158616808435710e+01 4.969565366421790031e+00 6.149778331188164771e+01 -1.093821813613031324e+00 7.698909894955412447e-01 2.653826731329009547e+01 4.969565366421790031e+01
5.697251988273846735e+01 5.375636819843915504e+00 5.908290810018005601e+01 -1.543339745409078034e-01 5.314342652038908099e-01 3.062635756009384380e+01 5.375636819843915504e+01
5.851366511022653327e+01 4.977351020251999714e+00 5.665152884688788504e+01 -3.067255408481983636e-01 4.407844496724848682e-01 2.912430507350698505e+01 4.977351020252000069e+01
5.796623231909055818e+01 4.422749702711346487e+00 6.001669372409133274e+01 -1.118136573308406767e+00 5.826683115765964871e-01 2.563701367565546008e+01 4.422749702711346487e+01
5.222155221674336900e+01 4.208479635071144642e+00 5.998715655872886998e+01 -3.336239864514247699e-01 6.409511497008106851e-01 2.197733390159688582e+01 4.208479635071144287e+01
5.637516994885358912e+01 4.179132119175010374e+00 5.929149142085034896e+01 -5.808320209108330801e-02 5.756007618513709900e-01 2.355992834572038674e+01 4.179132119175010018e+01
5.090478990757974742e+01 5.643079382285626444e+00 5.767185813090080870e+01 -8.127632379004712249e-01 5.691324777423476533e-01 2.872597703870447461e+01 5.643079382285626622e+01
5.920723778893592737e+01 4.491642451459440188e+00 5.903801125541314576e+01 -9.461288202300650596e-01 6.757006943467549487e-01 2.659377426864381988e+01 4.491642451459440366e+01
5.382356868893351276e+01 5.037974579695432276e+00 5.660667428480977748e+01 -7.940092025803480169e-01 4.730270813659485096e-01 2.711617708433380614e+01 5.037974579695432453e+01
5.352075435705027928e+01 4.293448866982272349e+00 5.850435905149945626e+01 5.365752071045903904e-02 5.273467384883878672e-01 2.297886221543140195e+01 4.293448866982272705e+01
6.357948822456486937e+01 4.866277161972075049e+00 5.740500715734404480e+01 -3.380485206238912355e-01 6.246135535304409014e-01 3.093954115170724961e+01 4.866277161972075049e+01
5.730811449232522392e+01 5.276121692221718007e+00 6.041300805728256051e+01 -7.371493644213238383e-01 5.998930491203895432e-01 3.023645860132829100e+01 5.276121692221718007e+01
5.550096694532798125e+01 5.301209001094900231e+00 5.546148599423565173e+01 -7.224521838927024930e-01 6.086337675016064708e-01 2.942222255400432118e+01 5.301209001094900231e+01
5.846427683862485480e+01 5.082633424900450336e+00 5.737972008464416973e+01 -4.274563229381911356e-02 5.252464819125786111e-01 2.971524876226279233e+01 5.082633424900450336e+01
5.538044702600281255e+01 4.824331922547935747e+00 5.766991569929096073e+01 -1.259757698763962708e+00 6.494455449087841448e-01 2.671736584725202945e+01 4.824331922547935392e+01
5.079273599764873381e+01 5.614957001375683099e+00 6.020927245713648546e+01 -4.835668571914055747e-01 6.044127783658348463e-01 2.851990286090244098e+01 5.614957001375682921e+01
4.486716925782901200e+01 4.520920875694295127e+00 6.081172701677267867e+01 -4.945541358028435752e-01 5.878521187266825265e-01 2.028409221310284849e+01 4.520920875694294949e+01
5.039668005542815621e+01 4.588700718460723138e+00 6.026584851320227187e+01 -6.263128496263483669e-01 5.398426170475847385e-01 2.312552819783783775e+01 4.588700718460722783e+01
5.831353470445509402e+01 4.712351401742971291e+00 5.817905740090263578e+01 -2.662476668065352214e-01 5.087749619114203536e-01 2.747938670051263443e+01 4.712351401742971291e+01
5.659218367184606535e+01 4.578609426951078198e+00 5.913728046660678928e+01 -8.299665141531438195e-01 5.855507197792442220e-01 2.591135056516612778e+01 4.578609426951078376e+01
5.679831487715058813e+01 4.185387951642688620e+00 6.121202634831034572e+01 -6.637373465305618225e-01 7.196111505777853523e-01 2.377229827604337586e+01 4.185387951642688620e+01
5.285179846680095039e+01 5.308261556944686710e+00 5.788240945458823461e+01 -5.292297628934043985e-01 5.107045762567099523e-01 2.805511700167075873e+01 5.308261556944686532e+01
4.740741997239655348e+01 4.388042004060336509e+00 6.195855397115054330e+01 -7.440374801183970987e-01 6.260282223985502714e-01 2.080257501430049771e+01 4.388042004060336865e+01
5.010513286196842841e+01 5.430929322444868035e+00 5.856218127602556933e+01 -6.808875708060408982e-01 5.724219406275952160e-01 2.721174352650603012e+01 5.430929322444868035e+01
6.371510583448013421e+01 4.971593073881795277e+00 5.992365679621401142e+01 3.673095740810659038e-01 6.018024689371068714e-01 3.167655788683470064e+01 4.971593073881795277e+01
5.685188965518904780e+01 4.664421357625869291e+00 5.816871767597858423e+01 -6.731549442774351633e-01 5.286744515286565527e-01 2.651811683290530297e+01 4.664421357625869291e+01
5.652501970746981641e+01 4.515074337736134424e+00 5.868703014610549218e+01 -8.489141201182306418e-01 6.509287123693658916e-01 2.552146659212262492e+01 4.515074337736134424e+01
5.303567730301645611e+01 5.167195311182872786e+00 5.903987302481253607e+01 5.577660078645152453e-02 5.984605612915727679e-01 2.740457030855545284e+01 5.167195311182872786e+01
5.252152509353837928e+01 4.779069656587683568e+00 6.096403582991417380e+01 -3.083750549672519270e-01 7.281199213128424219e-01 2.510040268922378814e+01 4.779069656587683568e+01
5.964931902091652205e+01 4.845990716643438390e+00 5.864481015873887770e+01 7.560964080443000057e-01 4.733202060939594169e-01 2.890600462294643336e+01 4.845990716643438390e+01
5.967014363904488050e+01 4.718391142407414307e+00 5.908711322505840968e+01 -5.961621732435222754e-01 5.160929628950459147e-01 2.815470772126474941e+01 4.718391142407413952e+01
5.610592738290787196e+01 4.732073615614110551e+00 6.004692570276406371e+01 -5.896003933789124574e-01 5.885171992612729941e-01 2.654973786482195663e+01 4.732073615614110906e+01
5.319930717188277924e+01 5.191336575944757392e+00 5.653299361236533116e+01 -2.790929279504794636e-02 5.594640571307181176e-01 2.761755091363153269e+01 5.191336575944757215e+01
5.685868910728431302e+01 4.709892118341955758e+00 5.803183122694063201e+01 -6.459319032161090490e-01 6.705275807778967589e-01 2.677982916856540285e+01 4.709892118341955580e+01
4.887268249583514290e+01 4.912605419525061023e+00 5.857183420280509267e+01 -1.133133591889208702e+00 6.346004323652834067e-01 2.400922048957673027e+01 4.912605419525061023e+01
5.042330357285224096e+01 5.221855627714019121e+00 5.733436548756864681e+01 -1.236770288224484204e+00 5.188381418857483940e-01 2.633032115298308895e+01 5.221855627714019477e+01
5.153993175589225473e+01 5.168033738058065651e+00 5.727297443442341773e+01 -6.681728446733998794e-01 5.630462840579351091e-01 2.663601061716614637e+01 5.168033738058065296e+01
5.556714550284431908e+01 4.871105392137374146e+00 5.834025823702680214e+01 -1.677289643912711625e-01 6.205849876282136801e-01 2.706734220845870098e+01 4.871105392137373968e+01
5.031161378789461480e+01 4.282133572016474155e+00 6.271687412684354967e+01 -5.102007071634702129e-01 6.696988329082180780e-01 2.154410504634704537e+01 4.282133572016473977e+01
5.656986756565033403e+01 4.545442536492270591e+00 5.974109988262327420e+01 -2.209356556535162497e-01 7.003868412222562512e-01 2.571350823166415012e+01 4.545442536492270591e+01
5.425420167332720922e+01 4.785945319598742032e+00 6.042703890028165858e+01 -1.056888155347623481e+00 6.617068636451943764e-01 2.596576425670265920e+01 4.785945319598742032e+01
5.463746640467888227e+01 4.973135657990139791e+00 5.916611262555706219e+01 -6.790642993214142109e-01 7.537412837895949291e-01 2.717195324393468780e+01 4.973135657990140146e+01
6.065091229100393377e+01 4.596613176880238072e+00 5.939286324115550286e+01 -3.792184913375944433e-01 6.984764183324105868e-01 2.787887826266362623e+01 4.596613176880238427e+01
5.151339094906124672e+01 4.842509099500974301e+00 5.836916518006312060e+01 -8.786708945755954403e-01 6.230921923190033684e-01 2.494540644169802235e+01 4.842509099500973946e+01
